f_acidente;d_condicaometereologica
284810;Chuva
284811;Nublado
284812;Céu Claro
284813;Céu Claro
284814;Céu Claro
284815;Céu Claro
284816;Céu Claro
284817;Nublado
284819;Céu Claro
284820;Céu Claro
284821;Céu Claro
284822;Céu Claro
284823;Céu Claro
284824;Nublado
284825;Céu Claro
284826;Céu Claro
284828;Céu Claro
284829;Chuva
284830;Céu Claro
284831;Céu Claro
284832;Nublado
284834;Céu Claro
284835;Céu Claro
284836;Céu Claro
284837;Céu Claro
284839;Céu Claro
284840;Céu Claro
284841;Céu Claro
284842;Nevoeiro/Neblina
284843;Céu Claro
284844;Céu Claro
284845;Céu Claro
284846;Céu Claro
284847;Nublado
284848;Céu Claro
284849;Céu Claro
284851;Céu Claro
284853;Céu Claro
284856;Céu Claro
284858;Céu Claro
284859;Nublado
284860;Nublado
284861;Céu Claro
284862;Céu Claro
284863;Ignorado
284865;Céu Claro
284866;Nublado
284867;Chuva
284868;Chuva
284869;Céu Claro
284870;Céu Claro
284871;Nublado
284872;Nublado
284873;Céu Claro
284874;Nevoeiro/Neblina
284875;Céu Claro
284876;Céu Claro
284877;Nublado
284878;Céu Claro
284879;Céu Claro
284880;Céu Claro
284881;Céu Claro
284882;Céu Claro
284883;Céu Claro
284884;Chuva
284885;Nublado
284886;Céu Claro
284887;Céu Claro
284888;Nublado
284889;Chuva
284891;Céu Claro
284892;Céu Claro
284893;Nublado
284894;Sol
284895;Céu Claro
284896;Céu Claro
284897;Sol
284898;Nublado
284899;Céu Claro
284900;Nublado
284901;Céu Claro
284902;Céu Claro
284904;Céu Claro
284905;Céu Claro
284906;Céu Claro
284907;Nublado
284908;Sol
284909;Céu Claro
284910;Céu Claro
284913;Sol
284914;Sol
284915;Chuva
284916;Céu Claro
284917;Sol
284918;Céu Claro
284920;Céu Claro
284921;Céu Claro
284922;Chuva
284923;Céu Claro
284924;Céu Claro
284925;Céu Claro
284927;Sol
284928;Céu Claro
284929;Céu Claro
284931;Céu Claro
284932;Sol
284933;Céu Claro
284934;Céu Claro
284935;Céu Claro
284936;Céu Claro
284937;Céu Claro
284938;Sol
284939;Céu Claro
284940;Céu Claro
284942;Céu Claro
284943;Céu Claro
284944;Sol
284945;Céu Claro
284946;Sol
284947;Céu Claro
284948;Céu Claro
284949;Céu Claro
284950;Céu Claro
284951;Céu Claro
284952;Céu Claro
284953;Céu Claro
284954;Céu Claro
284955;Céu Claro
284956;Céu Claro
284958;Céu Claro
284959;Nublado
284960;Nublado
284961;Céu Claro
284963;Chuva
284964;Céu Claro
284965;Céu Claro
284966;Céu Claro
284967;Céu Claro
284968;Nublado
284969;Céu Claro
284970;Céu Claro
284971;Céu Claro
284972;Nublado
284974;Céu Claro
284975;Nublado
284977;Céu Claro
284978;Céu Claro
284979;Nublado
284980;Céu Claro
284981;Céu Claro
284982;Nublado
284983;Chuva
284984;Céu Claro
284985;Garoa/Chuvisco
284986;Nublado
284987;Céu Claro
284988;Céu Claro
284989;Nublado
284990;Céu Claro
284991;Céu Claro
284992;Céu Claro
284994;Céu Claro
284995;Céu Claro
284996;Céu Claro
284997;Céu Claro
284998;Nublado
284999;Nublado
285000;Nublado
285001;Céu Claro
285002;Céu Claro
285003;Céu Claro
285004;Céu Claro
285006;Céu Claro
285007;Céu Claro
285008;Sol
285009;Céu Claro
285010;Céu Claro
285011;Céu Claro
285012;Céu Claro
285013;Céu Claro
285015;Céu Claro
285016;Céu Claro
285017;Céu Claro
285018;Céu Claro
285019;Céu Claro
285020;Nublado
285021;Ignorado
285022;Céu Claro
285023;Céu Claro
285025;Céu Claro
285028;Céu Claro
285030;Céu Claro
285031;Céu Claro
285032;Céu Claro
285033;Céu Claro
285034;Céu Claro
285035;Céu Claro
285036;Céu Claro
285037;Nublado
285038;Nublado
285040;Céu Claro
285041;Céu Claro
285042;Nevoeiro/Neblina
285043;Céu Claro
285044;Céu Claro
285045;Ignorado
285046;Céu Claro
285047;Céu Claro
285048;Céu Claro
285050;Nublado
285052;Céu Claro
285053;Céu Claro
285054;Nublado
285055;Céu Claro
285056;Céu Claro
285057;Céu Claro
285059;Céu Claro
285060;Céu Claro
285061;Céu Claro
285062;Céu Claro
285063;Céu Claro
285064;Nevoeiro/Neblina
285066;Céu Claro
285067;Céu Claro
285068;Céu Claro
285069;Céu Claro
285070;Nublado
285072;Céu Claro
285073;Sol
285074;Sol
285075;Céu Claro
285076;Sol
285077;Céu Claro
285078;Sol
285079;Sol
285080;Céu Claro
285081;Nublado
285082;Sol
285083;Céu Claro
285085;Céu Claro
285086;Céu Claro
285087;Céu Claro
285088;Céu Claro
285089;Céu Claro
285090;Nublado
285091;Céu Claro
285092;Céu Claro
285093;Céu Claro
285094;Céu Claro
285096;Céu Claro
285097;Céu Claro
285098;Sol
285099;Céu Claro
285101;Céu Claro
285102;Céu Claro
285103;Céu Claro
285104;Sol
285105;Céu Claro
285107;Sol
285108;Nublado
285109;Céu Claro
285110;Nublado
285111;Céu Claro
285112;Céu Claro
285113;Céu Claro
285115;Sol
285116;Nublado
285117;Céu Claro
285118;Céu Claro
285119;Céu Claro
285120;Céu Claro
285121;Céu Claro
285122;Céu Claro
285123;Céu Claro
285124;Céu Claro
285126;Céu Claro
285127;Céu Claro
285128;Céu Claro
285129;Céu Claro
285130;Céu Claro
285131;Sol
285132;Céu Claro
285133;Céu Claro
285134;Ignorado
285136;Céu Claro
285137;Nublado
285138;Céu Claro
285139;Céu Claro
285140;Nublado
285141;Nublado
285142;Céu Claro
285143;Garoa/Chuvisco
285144;Céu Claro
285145;Céu Claro
285146;Nublado
285147;Céu Claro
285148;Céu Claro
285149;Nublado
285150;Chuva
285152;Céu Claro
285153;Céu Claro
285154;Céu Claro
285155;Céu Claro
285156;Céu Claro
285157;Céu Claro
285158;Céu Claro
285159;Céu Claro
285160;Céu Claro
285161;Céu Claro
285162;Céu Claro
285163;Céu Claro
285164;Céu Claro
285165;Céu Claro
285166;Céu Claro
285167;Céu Claro
285168;Céu Claro
285169;Céu Claro
285170;Céu Claro
285171;Céu Claro
285172;Céu Claro
285173;Céu Claro
285175;Céu Claro
285176;Céu Claro
285177;Nublado
285178;Céu Claro
285179;Céu Claro
285180;Céu Claro
285181;Céu Claro
285182;Céu Claro
285184;Céu Claro
285185;Céu Claro
285186;Céu Claro
285187;Céu Claro
285188;Ignorado
285190;Nublado
285191;Céu Claro
285192;Céu Claro
285194;Céu Claro
285195;Céu Claro
285197;Nublado
285199;Céu Claro
285200;Chuva
285201;Céu Claro
285202;Nublado
285203;Céu Claro
285204;Nublado
285205;Céu Claro
285206;Céu Claro
285207;Céu Claro
285208;Nublado
285209;Céu Claro
285210;Céu Claro
285211;Céu Claro
285212;Céu Claro
285213;Sol
285215;Nublado
285216;Céu Claro
285217;Nublado
285218;Céu Claro
285219;Céu Claro
285220;Nublado
285221;Céu Claro
285222;Céu Claro
285223;Céu Claro
285224;Céu Claro
285225;Céu Claro
285226;Céu Claro
285227;Nublado
285228;Garoa/Chuvisco
285229;Céu Claro
285230;Céu Claro
285232;Sol
285233;Céu Claro
285235;Céu Claro
285236;Céu Claro
285238;Céu Claro
285239;Céu Claro
285241;Chuva
285242;Céu Claro
285243;Nublado
285244;Nublado
285245;Céu Claro
285246;Céu Claro
285247;Céu Claro
285249;Céu Claro
285250;Nublado
285251;Sol
285252;Céu Claro
285253;Céu Claro
285255;Sol
285256;Céu Claro
285257;Céu Claro
285258;Céu Claro
285259;Sol
285260;Céu Claro
285261;Nublado
285262;Céu Claro
285263;Céu Claro
285264;Nublado
285266;Céu Claro
285267;Céu Claro
285268;Céu Claro
285269;Nublado
285270;Céu Claro
285271;Chuva
285272;Céu Claro
285273;Sol
285274;Sol
285275;Céu Claro
285276;Céu Claro
285277;Ignorado
285278;Sol
285279;Céu Claro
285280;Céu Claro
285281;Céu Claro
285282;Nublado
285283;Sol
285284;Céu Claro
285285;Céu Claro
285286;Sol
285287;Céu Claro
285288;Ignorado
285289;Céu Claro
285290;Céu Claro
285291;Nublado
285292;Céu Claro
285293;Sol
285294;Céu Claro
285296;Céu Claro
285297;Céu Claro
285298;Sol
285299;Chuva
285300;Céu Claro
285301;Céu Claro
285302;Céu Claro
285303;Nublado
285304;Céu Claro
285305;Nublado
285306;Nublado
285307;Nublado
285308;Céu Claro
285309;Céu Claro
285310;Céu Claro
285311;Céu Claro
285312;Céu Claro
285314;Céu Claro
285315;Céu Claro
285316;Céu Claro
285317;Céu Claro
285318;Céu Claro
285319;Céu Claro
285321;Céu Claro
285322;Céu Claro
285323;Nublado
285324;Céu Claro
285325;Céu Claro
285326;Nublado
285327;Céu Claro
285329;Chuva
285330;Nublado
285331;Garoa/Chuvisco
285332;Céu Claro
285333;Céu Claro
285336;Céu Claro
285337;Ignorado
285339;Céu Claro
285340;Céu Claro
285342;Céu Claro
285344;Céu Claro
285346;Céu Claro
285347;Céu Claro
285348;Céu Claro
285349;Nublado
285350;Céu Claro
285351;Céu Claro
285352;Céu Claro
285353;Céu Claro
285354;Céu Claro
285356;Céu Claro
285357;Céu Claro
285360;Chuva
285361;Céu Claro
285362;Céu Claro
285363;Nublado
285364;Chuva
285365;Céu Claro
285366;Céu Claro
285369;Céu Claro
285370;Céu Claro
285371;Céu Claro
285372;Céu Claro
285373;Sol
285374;Céu Claro
285375;Céu Claro
285380;Nublado
285381;Sol
285383;Céu Claro
285384;Céu Claro
285386;Céu Claro
285387;Nublado
285388;Céu Claro
285389;Céu Claro
285391;Céu Claro
285392;Céu Claro
285393;Céu Claro
285395;Sol
285396;Céu Claro
285397;Céu Claro
285398;Chuva
285399;Céu Claro
285400;Céu Claro
285401;Nublado
285402;Céu Claro
285403;Céu Claro
285405;Sol
285407;Céu Claro
285408;Nublado
285410;Nublado
285412;Céu Claro
285413;Céu Claro
285414;Céu Claro
285415;Céu Claro
285416;Céu Claro
285418;Céu Claro
285419;Nublado
285420;Sol
285421;Sol
285422;Céu Claro
285423;Céu Claro
285424;Céu Claro
285425;Sol
285426;Céu Claro
285427;Céu Claro
285428;Céu Claro
285429;Garoa/Chuvisco
285430;Céu Claro
285431;Nublado
285432;Nublado
285434;Céu Claro
285435;Céu Claro
285436;Chuva
285437;Céu Claro
285438;Céu Claro
285439;Céu Claro
285440;Nublado
285441;Céu Claro
285442;Sol
285444;Céu Claro
285445;Céu Claro
285446;Céu Claro
285447;Nublado
285448;Céu Claro
285449;Nublado
285450;Céu Claro
285451;Céu Claro
285452;Céu Claro
285454;Nublado
285455;Céu Claro
285457;Céu Claro
285458;Céu Claro
285459;Céu Claro
285460;Céu Claro
285461;Nublado
285462;Céu Claro
285463;Nublado
285464;Ignorado
285465;Céu Claro
285466;Céu Claro
285467;Céu Claro
285469;Céu Claro
285470;Nublado
285471;Céu Claro
285472;Nublado
285473;Céu Claro
285474;Céu Claro
285475;Céu Claro
285476;Céu Claro
285477;Céu Claro
285478;Céu Claro
285479;Céu Claro
285480;Céu Claro
285481;Chuva
285482;Céu Claro
285483;Céu Claro
285484;Nublado
285486;Céu Claro
285487;Nublado
285488;Céu Claro
285489;Céu Claro
285490;Céu Claro
285491;Céu Claro
285492;Céu Claro
285493;Céu Claro
285494;Chuva
285495;Céu Claro
285496;Céu Claro
285497;Chuva
285498;Céu Claro
285499;Céu Claro
285500;Céu Claro
285501;Céu Claro
285503;Chuva
285504;Céu Claro
285505;Chuva
285507;Céu Claro
285508;Céu Claro
285509;Céu Claro
285510;Céu Claro
285511;Nublado
285512;Chuva
285513;Céu Claro
285514;Céu Claro
285515;Céu Claro
285516;Sol
285517;Céu Claro
285518;Céu Claro
285519;Céu Claro
285520;Chuva
285521;Chuva
285523;Céu Claro
285524;Céu Claro
285525;Céu Claro
285526;Chuva
285527;Chuva
285528;Chuva
285529;Sol
285531;Nublado
285532;Sol
285533;Céu Claro
285534;Sol
285535;Céu Claro
285536;Céu Claro
285537;Garoa/Chuvisco
285539;Sol
285540;Céu Claro
285541;Sol
285542;Sol
285543;Céu Claro
285544;Céu Claro
285545;Ignorado
285546;Chuva
285547;Céu Claro
285548;Sol
285549;Céu Claro
285550;Céu Claro
285551;Sol
285552;Céu Claro
285554;Céu Claro
285555;Céu Claro
285556;Nublado
285557;Céu Claro
285558;Céu Claro
285559;Sol
285560;Sol
285561;Céu Claro
285563;Chuva
285564;Nublado
285566;Chuva
285567;Céu Claro
285569;Chuva
285570;Chuva
285571;Céu Claro
285572;Céu Claro
285573;Céu Claro
285574;Chuva
285575;Chuva
285576;Sol
285577;Nublado
285578;Céu Claro
285579;Céu Claro
285580;Chuva
285581;Céu Claro
285582;Sol
285583;Céu Claro
285584;Nublado
285585;Chuva
285586;Céu Claro
285587;Céu Claro
285588;Céu Claro
285589;Sol
285590;Céu Claro
285591;Nublado
285593;Céu Claro
285594;Sol
285595;Céu Claro
285597;Céu Claro
285598;Chuva
285599;Céu Claro
285600;Nublado
285601;Céu Claro
285602;Chuva
285603;Céu Claro
285605;Nublado
285606;Céu Claro
285607;Garoa/Chuvisco
285608;Céu Claro
285609;Nublado
285610;Céu Claro
285611;Céu Claro
285612;Chuva
285613;Chuva
285614;Céu Claro
285615;Nublado
285616;Céu Claro
285617;Céu Claro
285618;Céu Claro
285619;Céu Claro
285620;Céu Claro
285621;Céu Claro
285622;Céu Claro
285623;Céu Claro
285624;Céu Claro
285625;Céu Claro
285626;Chuva
285627;Céu Claro
285628;Céu Claro
285629;Céu Claro
285630;Céu Claro
285631;Céu Claro
285632;Céu Claro
285633;Céu Claro
285634;Garoa/Chuvisco
285635;Garoa/Chuvisco
285636;Nublado
285637;Céu Claro
285638;Nublado
285639;Céu Claro
285640;Garoa/Chuvisco
285641;Céu Claro
285642;Nublado
285643;Céu Claro
285644;Céu Claro
285645;Céu Claro
285646;Céu Claro
285647;Chuva
285648;Céu Claro
285651;Chuva
285652;Garoa/Chuvisco
285667;Chuva
285668;Céu Claro
285669;Céu Claro
285670;Nublado
285672;Céu Claro
285673;Chuva
285674;Céu Claro
285675;Céu Claro
285676;Chuva
285679;Chuva
285680;Nublado
285681;Céu Claro
285682;Céu Claro
285683;Céu Claro
285684;Céu Claro
285685;Céu Claro
285686;Céu Claro
285687;Céu Claro
285688;Céu Claro
285689;Céu Claro
285690;Ignorado
285691;Chuva
285692;Céu Claro
285694;Chuva
285695;Céu Claro
285696;Céu Claro
285698;Céu Claro
285699;Céu Claro
285701;Chuva
285702;Chuva
285703;Nublado
285704;Garoa/Chuvisco
285705;Céu Claro
285706;Céu Claro
285707;Nublado
285708;Céu Claro
285709;Céu Claro
285710;Céu Claro
285711;Chuva
285713;Chuva
285714;Nublado
285715;Nublado
285716;Sol
285717;Ignorado
285718;Chuva
285720;Nevoeiro/Neblina
285721;Céu Claro
285722;Céu Claro
285723;Céu Claro
285725;Nublado
285726;Céu Claro
285727;Céu Claro
285728;Céu Claro
285730;Céu Claro
285731;Céu Claro
285732;Sol
285733;Céu Claro
285734;Garoa/Chuvisco
285735;Sol
285736;Céu Claro
285737;Garoa/Chuvisco
285740;Céu Claro
285741;Sol
285742;Céu Claro
285743;Chuva
285744;Céu Claro
285745;Chuva
285746;Nublado
285747;Chuva
285748;Nublado
285749;Céu Claro
285750;Nublado
285752;Chuva
285753;Céu Claro
285754;Chuva
285755;Céu Claro
285756;Nublado
285758;Nublado
285759;Chuva
285760;Sol
285761;Céu Claro
285762;Nublado
285763;Céu Claro
285764;Chuva
285765;Chuva
285766;Chuva
285767;Nublado
285768;Céu Claro
285769;Céu Claro
285770;Céu Claro
285771;Nublado
285772;Céu Claro
285773;Ignorado
285775;Chuva
285776;Chuva
285777;Nublado
285778;Céu Claro
285779;Céu Claro
285780;Nublado
285781;Céu Claro
285783;Chuva
285784;Céu Claro
285785;Céu Claro
285786;Céu Claro
285787;Céu Claro
285788;Chuva
285789;Céu Claro
285790;Céu Claro
285791;Chuva
285792;Garoa/Chuvisco
285793;Céu Claro
285796;Sol
285797;Céu Claro
285798;Céu Claro
285799;Céu Claro
285800;Nublado
285801;Chuva
285802;Chuva
285803;Nublado
285804;Céu Claro
285805;Nublado
285806;Garoa/Chuvisco
285807;Céu Claro
285808;Céu Claro
285809;Garoa/Chuvisco
285810;Chuva
285811;Céu Claro
285812;Chuva
285813;Céu Claro
285814;Garoa/Chuvisco
285815;Chuva
285817;Céu Claro
285818;Céu Claro
285819;Garoa/Chuvisco
285820;Chuva
285821;Céu Claro
285822;Céu Claro
285824;Céu Claro
285825;Nublado
285826;Céu Claro
285827;Céu Claro
285828;Céu Claro
285830;Nublado
285831;Céu Claro
285832;Nublado
285833;Céu Claro
285834;Nublado
285835;Céu Claro
285837;Céu Claro
285838;Céu Claro
285839;Sol
285840;Céu Claro
285841;Céu Claro
285842;Céu Claro
285843;Nublado
285844;Céu Claro
285845;Céu Claro
285846;Céu Claro
285847;Céu Claro
285848;Chuva
285849;Nublado
285850;Céu Claro
285851;Nublado
285852;Céu Claro
285853;Nublado
285854;Nublado
285855;Chuva
285856;Garoa/Chuvisco
285857;Céu Claro
285858;Céu Claro
285859;Chuva
285860;Chuva
285861;Nublado
285862;Nublado
285863;Nublado
285864;Chuva
285865;Céu Claro
285866;Céu Claro
285867;Garoa/Chuvisco
285868;Céu Claro
285869;Nublado
285870;Céu Claro
285871;Garoa/Chuvisco
285872;Céu Claro
285873;Nublado
285875;Garoa/Chuvisco
285876;Nublado
285877;Nublado
285878;Garoa/Chuvisco
285879;Garoa/Chuvisco
285880;Chuva
285881;Céu Claro
285882;Garoa/Chuvisco
285883;Garoa/Chuvisco
285884;Céu Claro
285885;Céu Claro
285886;Sol
285887;Garoa/Chuvisco
285888;Céu Claro
285889;Céu Claro
285890;Nublado
285892;Nublado
285893;Nublado
285894;Chuva
285895;Garoa/Chuvisco
285896;Chuva
285897;Nublado
285898;Céu Claro
285899;Céu Claro
285901;Nublado
285903;Garoa/Chuvisco
285904;Céu Claro
285905;Céu Claro
285906;Sol
285907;Céu Claro
285908;Céu Claro
285909;Nublado
285910;Céu Claro
285911;Céu Claro
285912;Céu Claro
285913;Sol
285914;Céu Claro
285915;Céu Claro
285916;Céu Claro
285917;Nublado
285918;Céu Claro
285919;Sol
285920;Céu Claro
285922;Céu Claro
285923;Céu Claro
285924;Céu Claro
285925;Nublado
285926;Sol
285927;Ignorado
285928;Nublado
285929;Chuva
285930;Céu Claro
285931;Céu Claro
285933;Chuva
285934;Chuva
285935;Céu Claro
285936;Chuva
285937;Nublado
285938;Céu Claro
285939;Chuva
285940;Céu Claro
285941;Céu Claro
285942;Nublado
285943;Céu Claro
285944;Céu Claro
285946;Nublado
285948;Nublado
285949;Céu Claro
285950;Nublado
285951;Garoa/Chuvisco
285952;Nublado
285953;Céu Claro
285954;Nublado
285955;Céu Claro
285956;Nublado
285957;Chuva
285958;Chuva
285959;Chuva
285960;Céu Claro
285961;Chuva
285963;Chuva
285964;Nublado
285965;Garoa/Chuvisco
285966;Céu Claro
285967;Céu Claro
285968;Céu Claro
285969;Céu Claro
285970;Nublado
285971;Nublado
285972;Céu Claro
285973;Chuva
285974;Céu Claro
285975;Céu Claro
285976;Céu Claro
285977;Céu Claro
285978;Céu Claro
285979;Céu Claro
285980;Nublado
285981;Nublado
285982;Nublado
285983;Céu Claro
285984;Nublado
285985;Nublado
285987;Céu Claro
285988;Chuva
285989;Nublado
285990;Garoa/Chuvisco
285991;Chuva
285992;Nublado
285993;Vento
285995;Céu Claro
285996;Céu Claro
285997;Céu Claro
285998;Garoa/Chuvisco
285999;Céu Claro
286000;Céu Claro
286001;Ignorado
286002;Garoa/Chuvisco
286003;Chuva
286004;Céu Claro
286005;Céu Claro
286006;Chuva
286007;Céu Claro
286008;Céu Claro
286009;Nublado
286010;Céu Claro
286011;Céu Claro
286012;Nublado
286013;Garoa/Chuvisco
286014;Chuva
286015;Garoa/Chuvisco
286016;Céu Claro
286017;Nublado
286018;Chuva
286019;Chuva
286020;Céu Claro
286022;Chuva
286023;Garoa/Chuvisco
286024;Garoa/Chuvisco
286025;Céu Claro
286026;Nublado
286027;Nublado
286028;Ignorado
286029;Nublado
286030;Céu Claro
286031;Céu Claro
286032;Garoa/Chuvisco
286033;Nublado
286034;Nublado
286035;Céu Claro
286036;Céu Claro
286037;Céu Claro
286038;Céu Claro
286039;Nublado
286040;Céu Claro
286041;Céu Claro
286042;Chuva
286043;Céu Claro
286044;Chuva
286045;Céu Claro
286046;Garoa/Chuvisco
286047;Céu Claro
286048;Céu Claro
286049;Céu Claro
286050;Céu Claro
286051;Nublado
286052;Céu Claro
286053;Nublado
286054;Nublado
286055;Nublado
286056;Céu Claro
286057;Céu Claro
286059;Céu Claro
286060;Céu Claro
286061;Chuva
286063;Nublado
286064;Céu Claro
286065;Garoa/Chuvisco
286066;Céu Claro
286067;Céu Claro
286068;Nevoeiro/Neblina
286069;Chuva
286070;Céu Claro
286071;Céu Claro
286072;Chuva
286073;Sol
286074;Nublado
286075;Céu Claro
286076;Céu Claro
286077;Chuva
286078;Chuva
286079;Sol
286080;Céu Claro
286081;Céu Claro
286082;Chuva
286083;Céu Claro
286084;Céu Claro
286085;Nublado
286086;Céu Claro
286087;Céu Claro
286088;Sol
286089;Céu Claro
286090;Céu Claro
286091;Sol
286093;Céu Claro
286094;Garoa/Chuvisco
286095;Céu Claro
286096;Céu Claro
286097;Chuva
286098;Céu Claro
286099;Céu Claro
286100;Céu Claro
286101;Chuva
286102;Chuva
286103;Chuva
286104;Nublado
286106;Sol
286107;Chuva
286108;Céu Claro
286109;Chuva
286111;Chuva
286112;Céu Claro
286113;Céu Claro
286114;Sol
286115;Céu Claro
286116;Céu Claro
286117;Garoa/Chuvisco
286118;Chuva
286119;Chuva
286120;Céu Claro
286121;Chuva
286122;Céu Claro
286123;Céu Claro
286125;Garoa/Chuvisco
286126;Céu Claro
286127;Chuva
286128;Céu Claro
286129;Céu Claro
286130;Nublado
286131;Céu Claro
286133;Céu Claro
286134;Chuva
286135;Chuva
286136;Céu Claro
286138;Céu Claro
286139;Céu Claro
286140;Céu Claro
286141;Garoa/Chuvisco
286142;Céu Claro
286143;Céu Claro
286144;Chuva
286145;Céu Claro
286146;Chuva
286147;Chuva
286148;Céu Claro
286149;Nublado
286150;Garoa/Chuvisco
286151;Nublado
286153;Nublado
286154;Nublado
286155;Chuva
286156;Chuva
286157;Chuva
286158;Chuva
286159;Céu Claro
286161;Céu Claro
286162;Céu Claro
286163;Céu Claro
286164;Céu Claro
286165;Nublado
286166;Nublado
286167;Céu Claro
286168;Chuva
286169;Céu Claro
286170;Chuva
286172;Vento
286173;Céu Claro
286174;Nublado
286175;Céu Claro
286176;Céu Claro
286177;Céu Claro
286178;Céu Claro
286179;Chuva
286180;Céu Claro
286181;Céu Claro
286182;Nublado
286183;Nublado
286185;Céu Claro
286186;Chuva
286187;Nublado
286188;Céu Claro
286189;Garoa/Chuvisco
286190;Céu Claro
286191;Nublado
286192;Garoa/Chuvisco
