f_acidente;d_classificacaoacidente
281473;Com Vítimas Feridas
281475;Com Vítimas Fatais
281476;Com Vítimas Feridas
281477;Com Vítimas Feridas
281478;Com Vítimas Fatais
281479;Sem Vítimas
281480;Com Vítimas Feridas
281481;Com Vítimas Feridas
281482;Com Vítimas Fatais
281483;Com Vítimas Feridas
281485;Com Vítimas Feridas
281486;Sem Vítimas
281487;Com Vítimas Feridas
281488;Com Vítimas Feridas
281489;Com Vítimas Feridas
281490;Com Vítimas Feridas
281491;Com Vítimas Feridas
281493;Com Vítimas Feridas
281494;Com Vítimas Feridas
281495;Com Vítimas Feridas
281496;Com Vítimas Feridas
281498;Com Vítimas Fatais
281499;Com Vítimas Feridas
281500;Com Vítimas Feridas
281501;Com Vítimas Feridas
281502;Com Vítimas Fatais
281503;Com Vítimas Fatais
281504;Sem Vítimas
281505;Com Vítimas Feridas
281506;Com Vítimas Feridas
281507;Com Vítimas Fatais
281508;Sem Vítimas
281509;Com Vítimas Feridas
281510;Com Vítimas Feridas
281511;Sem Vítimas
281513;Com Vítimas Fatais
281514;Sem Vítimas
281515;Com Vítimas Feridas
281516;Com Vítimas Feridas
281517;Com Vítimas Feridas
281518;Sem Vítimas
281519;Com Vítimas Feridas
281520;Sem Vítimas
281521;Com Vítimas Feridas
281522;Com Vítimas Feridas
281523;Sem Vítimas
281525;Sem Vítimas
281526;Com Vítimas Fatais
281527;Com Vítimas Feridas
281528;Sem Vítimas
281529;Sem Vítimas
281530;Com Vítimas Fatais
281531;Sem Vítimas
281533;Sem Vítimas
281534;Com Vítimas Feridas
281535;Com Vítimas Feridas
281536;Com Vítimas Fatais
281537;Com Vítimas Feridas
281538;Com Vítimas Feridas
281539;Sem Vítimas
281540;Com Vítimas Feridas
281541;Com Vítimas Fatais
281542;Com Vítimas Feridas
281543;Com Vítimas Fatais
281544;Com Vítimas Feridas
281545;Com Vítimas Feridas
281546;Com Vítimas Fatais
281547;Com Vítimas Feridas
281548;Com Vítimas Fatais
281550;Com Vítimas Feridas
281551;Com Vítimas Feridas
281552;Com Vítimas Feridas
281553;Com Vítimas Feridas
281554;Com Vítimas Feridas
281555;Com Vítimas Feridas
281556;Com Vítimas Feridas
281557;Com Vítimas Feridas
281558;Com Vítimas Feridas
281560;Com Vítimas Feridas
281561;Com Vítimas Feridas
281562;Com Vítimas Feridas
281563;Com Vítimas Feridas
281564;Com Vítimas Feridas
281565;Com Vítimas Feridas
281566;Com Vítimas Feridas
281567;Com Vítimas Feridas
281568;Com Vítimas Feridas
281569;Com Vítimas Feridas
281570;Com Vítimas Feridas
281571;Com Vítimas Feridas
281572;Com Vítimas Feridas
281573;Com Vítimas Feridas
281574;Com Vítimas Feridas
281575;Com Vítimas Feridas
281576;Com Vítimas Fatais
281577;Sem Vítimas
281578;Com Vítimas Feridas
281580;Com Vítimas Fatais
281581;Com Vítimas Feridas
281582;Com Vítimas Fatais
281583;Com Vítimas Fatais
281584;Sem Vítimas
281586;Sem Vítimas
281587;Com Vítimas Feridas
281588;Com Vítimas Feridas
281589;Sem Vítimas
281590;Com Vítimas Feridas
281591;Com Vítimas Feridas
281592;Com Vítimas Feridas
281593;Com Vítimas Feridas
281594;Com Vítimas Feridas
281595;Com Vítimas Fatais
281596;Com Vítimas Feridas
281597;Com Vítimas Feridas
281598;Com Vítimas Feridas
281599;Com Vítimas Feridas
281601;Com Vítimas Feridas
281602;Com Vítimas Feridas
281603;Com Vítimas Feridas
281604;Com Vítimas Feridas
281605;Com Vítimas Feridas
281606;Com Vítimas Feridas
281607;Com Vítimas Feridas
281609;Com Vítimas Feridas
281610;Sem Vítimas
281611;Com Vítimas Feridas
281612;Com Vítimas Feridas
281613;Sem Vítimas
281614;Sem Vítimas
281615;Com Vítimas Feridas
281616;Sem Vítimas
281617;Com Vítimas Feridas
281618;Com Vítimas Feridas
281619;Com Vítimas Feridas
281620;Sem Vítimas
281621;Sem Vítimas
281622;Sem Vítimas
281623;Sem Vítimas
281624;Sem Vítimas
281625;Com Vítimas Feridas
281626;Com Vítimas Feridas
281627;Com Vítimas Feridas
281628;Sem Vítimas
281629;Com Vítimas Fatais
281630;Com Vítimas Feridas
281631;Com Vítimas Fatais
281632;Sem Vítimas
281633;Com Vítimas Feridas
281634;Com Vítimas Feridas
281636;Com Vítimas Feridas
281637;Sem Vítimas
281638;Com Vítimas Fatais
281639;Com Vítimas Feridas
281640;Com Vítimas Feridas
281641;Com Vítimas Fatais
281642;Com Vítimas Fatais
281643;Com Vítimas Feridas
281645;Com Vítimas Fatais
281646;Sem Vítimas
281647;Com Vítimas Fatais
281648;Com Vítimas Fatais
281650;Sem Vítimas
281651;Com Vítimas Feridas
281652;Com Vítimas Feridas
281653;Com Vítimas Feridas
281654;Sem Vítimas
281655;Com Vítimas Feridas
281656;Com Vítimas Feridas
281657;Com Vítimas Feridas
281658;Com Vítimas Feridas
281659;Com Vítimas Feridas
281660;Sem Vítimas
281661;Com Vítimas Feridas
281662;Com Vítimas Feridas
281663;Com Vítimas Fatais
281664;Com Vítimas Feridas
281665;Com Vítimas Feridas
281667;Com Vítimas Feridas
281668;Com Vítimas Feridas
281669;Com Vítimas Feridas
281670;Com Vítimas Feridas
281671;Com Vítimas Feridas
281672;Com Vítimas Feridas
281674;Com Vítimas Feridas
281676;Com Vítimas Feridas
281677;Com Vítimas Feridas
281678;Com Vítimas Feridas
281680;Com Vítimas Feridas
281681;Sem Vítimas
281682;Com Vítimas Feridas
281683;Com Vítimas Feridas
281684;Com Vítimas Feridas
281685;Sem Vítimas
281686;Com Vítimas Feridas
281687;Sem Vítimas
281688;Com Vítimas Feridas
281689;Sem Vítimas
281690;Sem Vítimas
281691;Com Vítimas Fatais
281692;Com Vítimas Fatais
281693;Com Vítimas Feridas
281694;Sem Vítimas
281695;Sem Vítimas
281696;Com Vítimas Feridas
281697;Com Vítimas Feridas
281699;Com Vítimas Feridas
281700;Sem Vítimas
281702;Sem Vítimas
281703;Com Vítimas Feridas
281704;Com Vítimas Feridas
281705;Com Vítimas Feridas
281706;Com Vítimas Feridas
281708;Com Vítimas Feridas
281709;Com Vítimas Feridas
281710;Com Vítimas Feridas
281712;Com Vítimas Feridas
281713;Com Vítimas Feridas
281714;Com Vítimas Feridas
281715;Com Vítimas Feridas
281716;Com Vítimas Feridas
281717;Com Vítimas Fatais
281718;Com Vítimas Feridas
281719;Com Vítimas Feridas
281720;Com Vítimas Feridas
281721;Com Vítimas Feridas
281722;Com Vítimas Feridas
281723;Com Vítimas Feridas
281724;Com Vítimas Feridas
281725;Com Vítimas Feridas
281726;Com Vítimas Feridas
281727;Com Vítimas Feridas
281728;Sem Vítimas
281731;Sem Vítimas
281732;Com Vítimas Feridas
281733;Com Vítimas Feridas
281734;Sem Vítimas
281735;Com Vítimas Feridas
281736;Com Vítimas Feridas
281737;Com Vítimas Feridas
281738;Com Vítimas Feridas
281739;Com Vítimas Feridas
281740;Com Vítimas Feridas
281741;Com Vítimas Feridas
281742;Com Vítimas Feridas
281743;Com Vítimas Feridas
281744;Com Vítimas Feridas
281745;Com Vítimas Fatais
281746;Com Vítimas Feridas
281747;Com Vítimas Feridas
281749;Com Vítimas Feridas
281750;Sem Vítimas
281751;Com Vítimas Feridas
281752;Sem Vítimas
281753;Com Vítimas Feridas
281754;Com Vítimas Feridas
281755;Com Vítimas Feridas
281756;Com Vítimas Feridas
281757;Com Vítimas Feridas
281758;Com Vítimas Feridas
281759;Com Vítimas Feridas
281760;Com Vítimas Feridas
281761;Com Vítimas Feridas
281762;Com Vítimas Feridas
281763;Com Vítimas Feridas
281764;Com Vítimas Feridas
281766;Com Vítimas Feridas
281767;Com Vítimas Feridas
281768;Com Vítimas Feridas
281769;Com Vítimas Feridas
281770;Com Vítimas Feridas
281771;Com Vítimas Feridas
281772;Com Vítimas Feridas
281773;Com Vítimas Feridas
281774;Com Vítimas Feridas
281775;Com Vítimas Feridas
281776;Sem Vítimas
281777;Com Vítimas Fatais
281778;Com Vítimas Feridas
281780;Com Vítimas Feridas
281781;Com Vítimas Feridas
281782;Com Vítimas Feridas
281783;Com Vítimas Feridas
281784;Com Vítimas Fatais
281785;Sem Vítimas
281786;Com Vítimas Feridas
281787;Com Vítimas Feridas
281789;Sem Vítimas
281791;Com Vítimas Feridas
281792;Com Vítimas Feridas
281793;Com Vítimas Feridas
281794;Com Vítimas Feridas
281795;Com Vítimas Feridas
281796;Com Vítimas Feridas
281798;Sem Vítimas
281799;Sem Vítimas
281800;Com Vítimas Feridas
281802;Sem Vítimas
281803;Com Vítimas Feridas
281804;Com Vítimas Feridas
281805;Com Vítimas Feridas
281806;Sem Vítimas
281809;Com Vítimas Fatais
281810;Com Vítimas Feridas
281811;Com Vítimas Feridas
281812;Com Vítimas Feridas
281813;Com Vítimas Feridas
281814;Com Vítimas Feridas
281815;Com Vítimas Feridas
281816;Com Vítimas Feridas
281817;Com Vítimas Feridas
281818;Sem Vítimas
281819;Com Vítimas Feridas
281820;Sem Vítimas
281821;Sem Vítimas
281822;Com Vítimas Feridas
281823;Com Vítimas Feridas
281824;Sem Vítimas
281825;Com Vítimas Feridas
281826;Com Vítimas Fatais
281827;Com Vítimas Feridas
281828;Com Vítimas Feridas
281829;Com Vítimas Feridas
281830;Com Vítimas Feridas
281831;Com Vítimas Feridas
281832;Com Vítimas Feridas
281833;Com Vítimas Fatais
281834;Com Vítimas Feridas
281835;Sem Vítimas
281836;Sem Vítimas
281837;Com Vítimas Feridas
281838;Sem Vítimas
281839;Com Vítimas Feridas
281841;Com Vítimas Feridas
281842;Sem Vítimas
281843;Com Vítimas Feridas
281844;Com Vítimas Feridas
281845;Com Vítimas Feridas
281846;Com Vítimas Feridas
281847;Com Vítimas Feridas
281848;Com Vítimas Feridas
281849;Com Vítimas Feridas
281850;Com Vítimas Feridas
281851;Com Vítimas Feridas
281852;Com Vítimas Feridas
281853;Com Vítimas Feridas
281854;Sem Vítimas
281855;Sem Vítimas
281856;Com Vítimas Feridas
281857;Sem Vítimas
281858;Com Vítimas Feridas
281859;Com Vítimas Feridas
281860;Com Vítimas Feridas
281861;Com Vítimas Feridas
281863;Com Vítimas Feridas
281864;Sem Vítimas
281865;Com Vítimas Feridas
281866;Com Vítimas Feridas
281867;Com Vítimas Feridas
281869;Sem Vítimas
281870;Com Vítimas Feridas
281871;Com Vítimas Feridas
281872;Com Vítimas Feridas
281873;Com Vítimas Feridas
281875;Com Vítimas Feridas
281876;Com Vítimas Feridas
281877;Com Vítimas Feridas
281878;Com Vítimas Feridas
281879;Sem Vítimas
281880;Com Vítimas Feridas
281881;Com Vítimas Feridas
281883;Sem Vítimas
281884;Sem Vítimas
281885;Com Vítimas Feridas
281887;Com Vítimas Feridas
281889;Com Vítimas Feridas
281890;Com Vítimas Fatais
281891;Com Vítimas Feridas
281892;Sem Vítimas
281893;Com Vítimas Feridas
281894;Sem Vítimas
281895;Com Vítimas Feridas
281896;Com Vítimas Feridas
281897;Sem Vítimas
281898;Com Vítimas Feridas
281899;Com Vítimas Feridas
281900;Sem Vítimas
281901;Sem Vítimas
281903;Com Vítimas Feridas
281904;Com Vítimas Feridas
281905;Sem Vítimas
281906;Com Vítimas Feridas
281908;Com Vítimas Feridas
281909;Com Vítimas Feridas
281910;Com Vítimas Feridas
281911;Com Vítimas Feridas
281912;Com Vítimas Feridas
281913;Com Vítimas Feridas
281914;Com Vítimas Feridas
281915;Com Vítimas Feridas
281916;Com Vítimas Feridas
281917;Com Vítimas Feridas
281918;Com Vítimas Feridas
281919;Com Vítimas Feridas
281920;Com Vítimas Feridas
281921;Com Vítimas Feridas
281922;Sem Vítimas
281923;Com Vítimas Feridas
281924;Com Vítimas Feridas
281925;Com Vítimas Feridas
281926;Com Vítimas Fatais
281927;Sem Vítimas
281929;Com Vítimas Feridas
281930;Com Vítimas Feridas
281931;Com Vítimas Feridas
281932;Com Vítimas Feridas
281933;Com Vítimas Fatais
281934;Com Vítimas Feridas
281935;Com Vítimas Feridas
281936;Com Vítimas Fatais
281937;Com Vítimas Fatais
281938;Sem Vítimas
281939;Com Vítimas Feridas
281940;Com Vítimas Feridas
281941;Com Vítimas Feridas
281942;Com Vítimas Feridas
281943;Com Vítimas Feridas
281944;Sem Vítimas
281945;Com Vítimas Feridas
281946;Com Vítimas Feridas
281948;Com Vítimas Feridas
281949;Com Vítimas Feridas
281950;Sem Vítimas
281951;Com Vítimas Feridas
281952;Sem Vítimas
281953;Com Vítimas Feridas
281954;Com Vítimas Fatais
281955;Com Vítimas Feridas
281957;Com Vítimas Feridas
281958;Com Vítimas Feridas
281959;Com Vítimas Feridas
281960;Com Vítimas Feridas
281961;Com Vítimas Feridas
281962;Com Vítimas Feridas
281963;Com Vítimas Feridas
281964;Com Vítimas Feridas
281965;Sem Vítimas
281966;Com Vítimas Feridas
281967;Com Vítimas Feridas
281968;Com Vítimas Feridas
281969;Com Vítimas Feridas
281970;Com Vítimas Feridas
281971;Com Vítimas Feridas
281972;Com Vítimas Feridas
281973;Sem Vítimas
281974;Sem Vítimas
281975;Com Vítimas Feridas
281976;Com Vítimas Feridas
281977;Com Vítimas Feridas
281978;Com Vítimas Feridas
281979;Com Vítimas Feridas
281980;Sem Vítimas
281981;Com Vítimas Feridas
281982;Com Vítimas Feridas
281983;Com Vítimas Feridas
281984;Com Vítimas Feridas
281985;Com Vítimas Feridas
281986;Com Vítimas Feridas
281987;Sem Vítimas
281988;Com Vítimas Feridas
281989;Com Vítimas Feridas
281992;Com Vítimas Feridas
281993;Com Vítimas Feridas
281994;Com Vítimas Feridas
281995;Com Vítimas Feridas
281996;Com Vítimas Feridas
281998;Com Vítimas Feridas
281999;Com Vítimas Feridas
282000;Com Vítimas Feridas
282001;Com Vítimas Feridas
282002;Com Vítimas Feridas
282003;Sem Vítimas
282005;Com Vítimas Feridas
282006;Com Vítimas Feridas
282007;Com Vítimas Feridas
282008;Com Vítimas Feridas
282009;Sem Vítimas
282010;Com Vítimas Feridas
282011;Com Vítimas Feridas
282012;Sem Vítimas
282013;Com Vítimas Feridas
282014;Com Vítimas Feridas
282015;Com Vítimas Feridas
282016;Com Vítimas Feridas
282017;Com Vítimas Feridas
282018;Com Vítimas Fatais
282019;Com Vítimas Feridas
282020;Com Vítimas Feridas
282021;Com Vítimas Fatais
282022;Com Vítimas Feridas
282023;Com Vítimas Feridas
282024;Sem Vítimas
282025;Com Vítimas Feridas
282026;Com Vítimas Feridas
282027;Com Vítimas Feridas
282028;Com Vítimas Feridas
282029;Com Vítimas Feridas
282030;Com Vítimas Feridas
282031;Com Vítimas Feridas
282032;Sem Vítimas
282034;Com Vítimas Feridas
282035;Com Vítimas Feridas
282036;Sem Vítimas
282038;Com Vítimas Feridas
282039;Com Vítimas Feridas
282041;Com Vítimas Feridas
282042;Com Vítimas Feridas
282043;Sem Vítimas
282044;Sem Vítimas
282045;Com Vítimas Feridas
282046;Com Vítimas Feridas
282047;Com Vítimas Feridas
282048;Com Vítimas Feridas
282049;Com Vítimas Feridas
282050;Com Vítimas Feridas
282052;Com Vítimas Feridas
282053;Com Vítimas Feridas
282054;Com Vítimas Feridas
282055;Com Vítimas Feridas
282056;Com Vítimas Feridas
282057;Com Vítimas Feridas
282058;Com Vítimas Feridas
282059;Com Vítimas Feridas
282060;Com Vítimas Fatais
282061;Com Vítimas Feridas
282062;Com Vítimas Feridas
282063;Com Vítimas Feridas
282064;Com Vítimas Feridas
282066;Sem Vítimas
282067;Sem Vítimas
282069;Com Vítimas Feridas
282070;Com Vítimas Feridas
282071;Com Vítimas Feridas
282072;Com Vítimas Feridas
282073;Com Vítimas Feridas
282074;Com Vítimas Feridas
282075;Com Vítimas Feridas
282076;Com Vítimas Feridas
282077;Sem Vítimas
282078;Com Vítimas Feridas
282079;Com Vítimas Feridas
282080;Com Vítimas Feridas
282081;Com Vítimas Feridas
282082;Sem Vítimas
282083;Com Vítimas Feridas
282084;Com Vítimas Feridas
282085;Com Vítimas Fatais
282086;Sem Vítimas
282087;Com Vítimas Feridas
282088;Com Vítimas Feridas
282089;Com Vítimas Feridas
282090;Com Vítimas Feridas
282091;Com Vítimas Feridas
282092;Com Vítimas Feridas
282093;Com Vítimas Feridas
282094;Com Vítimas Feridas
282095;Com Vítimas Fatais
282096;Com Vítimas Feridas
282097;Com Vítimas Feridas
282098;Com Vítimas Feridas
282099;Com Vítimas Feridas
282100;Com Vítimas Fatais
282101;Sem Vítimas
282103;Com Vítimas Feridas
282104;Sem Vítimas
282105;Com Vítimas Fatais
282106;Sem Vítimas
282108;Com Vítimas Feridas
282109;Com Vítimas Fatais
282110;Com Vítimas Feridas
282111;Com Vítimas Feridas
282112;Com Vítimas Fatais
282113;Com Vítimas Feridas
282114;Com Vítimas Feridas
282116;Com Vítimas Feridas
282117;Com Vítimas Feridas
282118;Com Vítimas Feridas
282119;Com Vítimas Feridas
282120;Com Vítimas Feridas
282121;Com Vítimas Feridas
282122;Com Vítimas Feridas
282123;Com Vítimas Feridas
282124;Com Vítimas Feridas
282125;Com Vítimas Feridas
282126;Com Vítimas Feridas
282127;Com Vítimas Feridas
282128;Com Vítimas Feridas
282130;Com Vítimas Feridas
282131;Com Vítimas Feridas
282132;Com Vítimas Feridas
282133;Sem Vítimas
282134;Sem Vítimas
282135;Com Vítimas Feridas
282136;Com Vítimas Feridas
282138;Com Vítimas Feridas
282139;Com Vítimas Feridas
282140;Com Vítimas Feridas
282141;Com Vítimas Feridas
282142;Sem Vítimas
282143;Com Vítimas Feridas
282144;Com Vítimas Feridas
282145;Com Vítimas Feridas
282146;Com Vítimas Feridas
282147;Com Vítimas Feridas
282148;Com Vítimas Feridas
282149;Sem Vítimas
282150;Com Vítimas Feridas
282152;Com Vítimas Feridas
282153;Com Vítimas Feridas
282154;Sem Vítimas
282155;Com Vítimas Feridas
282156;Com Vítimas Feridas
282157;Com Vítimas Feridas
282158;Com Vítimas Feridas
282159;Com Vítimas Feridas
282160;Com Vítimas Feridas
282162;Com Vítimas Feridas
282163;Com Vítimas Feridas
282164;Com Vítimas Feridas
282165;Sem Vítimas
282166;Com Vítimas Fatais
282167;Com Vítimas Feridas
282168;Com Vítimas Fatais
282169;Com Vítimas Feridas
282170;Com Vítimas Feridas
282171;Com Vítimas Feridas
282172;Com Vítimas Feridas
282173;Com Vítimas Feridas
282175;Com Vítimas Feridas
282176;Com Vítimas Feridas
282177;Com Vítimas Feridas
282178;Sem Vítimas
282180;Com Vítimas Fatais
282181;Sem Vítimas
282182;Com Vítimas Feridas
282183;Com Vítimas Feridas
282184;Com Vítimas Feridas
282185;Sem Vítimas
282188;Com Vítimas Feridas
282189;Com Vítimas Feridas
282190;Com Vítimas Feridas
282191;Com Vítimas Feridas
282192;Com Vítimas Feridas
282193;Com Vítimas Feridas
282194;Sem Vítimas
282195;Com Vítimas Feridas
282196;Sem Vítimas
282197;Com Vítimas Feridas
282198;Com Vítimas Feridas
282199;Com Vítimas Feridas
282200;Com Vítimas Feridas
282201;Com Vítimas Feridas
282202;Com Vítimas Feridas
282203;Com Vítimas Feridas
282204;Sem Vítimas
282206;Com Vítimas Feridas
282208;Sem Vítimas
282210;Com Vítimas Feridas
282211;Com Vítimas Feridas
282212;Sem Vítimas
282213;Com Vítimas Feridas
282214;Com Vítimas Feridas
282215;Com Vítimas Feridas
282216;Com Vítimas Feridas
282217;Sem Vítimas
282218;Com Vítimas Feridas
282220;Com Vítimas Fatais
282221;Com Vítimas Fatais
282222;Com Vítimas Feridas
282223;Com Vítimas Feridas
282224;Com Vítimas Fatais
282225;Com Vítimas Feridas
282226;Sem Vítimas
282227;Com Vítimas Fatais
282228;Com Vítimas Feridas
282229;Com Vítimas Feridas
282230;Sem Vítimas
282231;Com Vítimas Feridas
282232;Com Vítimas Fatais
282233;Com Vítimas Fatais
282234;Com Vítimas Feridas
282235;Com Vítimas Feridas
282236;Com Vítimas Feridas
282237;Com Vítimas Feridas
282238;Sem Vítimas
282239;Com Vítimas Feridas
282240;Sem Vítimas
282241;Com Vítimas Feridas
282243;Sem Vítimas
282244;Sem Vítimas
282245;Com Vítimas Feridas
282246;Com Vítimas Feridas
282247;Com Vítimas Feridas
282248;Sem Vítimas
282249;Com Vítimas Feridas
282251;Sem Vítimas
282252;Com Vítimas Feridas
282253;Com Vítimas Feridas
282254;Sem Vítimas
282255;Com Vítimas Feridas
282256;Com Vítimas Feridas
282257;Com Vítimas Feridas
282258;Com Vítimas Feridas
282260;Com Vítimas Feridas
282261;Com Vítimas Feridas
282262;Com Vítimas Feridas
282263;Com Vítimas Feridas
282264;Sem Vítimas
282265;Com Vítimas Feridas
282266;Sem Vítimas
282267;Com Vítimas Feridas
282269;Com Vítimas Fatais
282270;Com Vítimas Feridas
282271;Sem Vítimas
282272;Com Vítimas Feridas
282273;Com Vítimas Feridas
282275;Com Vítimas Feridas
282276;Com Vítimas Feridas
282277;Com Vítimas Feridas
282278;Sem Vítimas
282279;Com Vítimas Feridas
282280;Com Vítimas Feridas
282281;Com Vítimas Feridas
282282;Com Vítimas Feridas
