f_acidente;d_dataacidente
260323;02/01/2020
260324;02/01/2020
260325;02/01/2020
260326;02/01/2020
260327;02/01/2020
260328;02/01/2020
260329;02/01/2020
260330;01/01/2020
260331;02/01/2020
260333;02/01/2020
260334;02/01/2020
260336;01/01/2020
260337;02/01/2020
260338;02/01/2020
260339;02/01/2020
260340;02/01/2020
260341;02/01/2020
260342;02/01/2020
260343;02/01/2020
260344;02/01/2020
260345;02/01/2020
260346;02/01/2020
260348;02/01/2020
260349;02/01/2020
260350;02/01/2020
260351;02/01/2020
260352;02/01/2020
260353;02/01/2020
260354;02/01/2020
260355;02/01/2020
260356;02/01/2020
260357;02/01/2020
260358;02/01/2020
260359;02/01/2020
260361;02/01/2020
260362;02/01/2020
260364;02/01/2020
260365;02/01/2020
260366;02/01/2020
260368;02/01/2020
260369;02/01/2020
260370;02/01/2020
260371;02/01/2020
260373;02/01/2020
260374;02/01/2020
260375;02/01/2020
260376;02/01/2020
260377;02/01/2020
260378;02/01/2020
260379;02/01/2020
260381;02/01/2020
260382;02/01/2020
260383;02/01/2020
260384;02/01/2020
260385;02/01/2020
260387;02/01/2020
260388;02/01/2020
260389;02/01/2020
260390;02/01/2020
260392;02/01/2020
260393;02/01/2020
260394;02/01/2020
260395;02/01/2020
260398;02/01/2020
260399;02/01/2020
260400;02/01/2020
260401;02/01/2020
260402;02/01/2020
260403;02/01/2020
260404;02/01/2020
260405;02/01/2020
260406;02/01/2020
260407;02/01/2020
260408;02/01/2020
260409;02/01/2020
260410;02/01/2020
260411;02/01/2020
260412;02/01/2020
260413;02/01/2020
260414;02/01/2020
260415;02/01/2020
260416;02/01/2020
260417;02/01/2020
260418;02/01/2020
260419;02/01/2020
260420;02/01/2020
260421;02/01/2020
260422;02/01/2020
260423;02/01/2020
260424;02/01/2020
260425;02/01/2020
260426;02/01/2020
260427;02/01/2020
260429;02/01/2020
260430;02/01/2020
260431;02/01/2020
260433;02/01/2020
260434;02/01/2020
260435;02/01/2020
260436;02/01/2020
260437;02/01/2020
260438;02/01/2020
260439;02/01/2020
260440;02/01/2020
260441;02/01/2020
260442;02/01/2020
260444;02/01/2020
260445;02/01/2020
260446;02/01/2020
260447;02/01/2020
260448;02/01/2020
260449;02/01/2020
260450;02/01/2020
260451;02/01/2020
260454;02/01/2020
260455;02/01/2020
260456;02/01/2020
260460;02/01/2020
260464;02/01/2020
260467;02/01/2020
260468;02/01/2020
260469;02/01/2020
260470;02/01/2020
260472;02/01/2020
260473;02/01/2020
260474;02/01/2020
260475;02/01/2020
260477;01/01/2020
260478;02/01/2020
260480;02/01/2020
260481;02/01/2020
260482;02/01/2020
260483;03/01/2020
260484;03/01/2020
260485;02/01/2020
260486;02/01/2020
260487;03/01/2020
260488;03/01/2020
260489;03/01/2020
260490;03/01/2020
260491;03/01/2020
260492;03/01/2020
260493;03/01/2020
260494;03/01/2020
260495;03/01/2020
260496;03/01/2020
260497;03/01/2020
260498;03/01/2020
260499;03/01/2020
260501;03/01/2020
260502;03/01/2020
260503;03/01/2020
260504;03/01/2020
260505;02/01/2020
260506;03/01/2020
260507;02/01/2020
260508;03/01/2020
260509;03/01/2020
260510;03/01/2020
260511;03/01/2020
260512;03/01/2020
260513;03/01/2020
260515;03/01/2020
260518;03/01/2020
260519;03/01/2020
260520;03/01/2020
260521;03/01/2020
260522;03/01/2020
260523;03/01/2020
260524;03/01/2020
260525;03/01/2020
260526;03/01/2020
260527;03/01/2020
260528;03/01/2020
260529;02/01/2020
260530;03/01/2020
260531;03/01/2020
260532;03/01/2020
260534;02/01/2020
260535;03/01/2020
260536;03/01/2020
260537;03/01/2020
260538;03/01/2020
260539;03/01/2020
260540;03/01/2020
260541;03/01/2020
260542;03/01/2020
260543;03/01/2020
260544;03/01/2020
260545;03/01/2020
260547;03/01/2020
260548;03/01/2020
260550;03/01/2020
260551;03/01/2020
260552;03/01/2020
260554;03/01/2020
260556;03/01/2020
260557;03/01/2020
260558;03/01/2020
260559;03/01/2020
260561;03/01/2020
260562;03/01/2020
260563;03/01/2020
260564;03/01/2020
260565;03/01/2020
260567;03/01/2020
260568;03/01/2020
260569;03/01/2020
260570;03/01/2020
260571;03/01/2020
260572;03/01/2020
260574;03/01/2020
260575;03/01/2020
260576;03/01/2020
260577;03/01/2020
260578;03/01/2020
260579;03/01/2020
260581;03/01/2020
260582;03/01/2020
260583;03/01/2020
260584;03/01/2020
260587;03/01/2020
260588;03/01/2020
260589;03/01/2020
260590;03/01/2020
260591;03/01/2020
260592;03/01/2020
260598;03/01/2020
260599;03/01/2020
260600;03/01/2020
260603;03/01/2020
260604;03/01/2020
260605;03/01/2020
260606;03/01/2020
260610;03/01/2020
260612;03/01/2020
260614;03/01/2020
260615;03/01/2020
260616;03/01/2020
260617;03/01/2020
260618;03/01/2020
260619;03/01/2020
260620;03/01/2020
260621;03/01/2020
260622;03/01/2020
260623;03/01/2020
260624;03/01/2020
260627;03/01/2020
260628;03/01/2020
260629;03/01/2020
260631;03/01/2020
260632;03/01/2020
260633;03/01/2020
260634;03/01/2020
260635;03/01/2020
260636;03/01/2020
260637;03/01/2020
260639;03/01/2020
260640;03/01/2020
260641;03/01/2020
260642;03/01/2020
260644;03/01/2020
260646;03/01/2020
260647;03/01/2020
260648;03/01/2020
260649;03/01/2020
260650;03/01/2020
260651;03/01/2020
260652;03/01/2020
260653;03/01/2020
260655;03/01/2020
260656;03/01/2020
260657;03/01/2020
260659;03/01/2020
260661;03/01/2020
260662;03/01/2020
260663;03/01/2020
260665;03/01/2020
260666;03/01/2020
260667;03/01/2020
260668;03/01/2020
260669;03/01/2020
260670;03/01/2020
260672;03/01/2020
260673;03/01/2020
260674;03/01/2020
260675;03/01/2020
260677;03/01/2020
260678;03/01/2020
260679;03/01/2020
260680;03/01/2020
260681;03/01/2020
260682;03/01/2020
260683;03/01/2020
260684;03/01/2020
260685;03/01/2020
260686;03/01/2020
260687;03/01/2020
260688;03/01/2020
260689;03/01/2020
260690;03/01/2020
260691;02/01/2020
260692;03/01/2020
260693;03/01/2020
260694;03/01/2020
260695;03/01/2020
260696;03/01/2020
260697;03/01/2020
260698;03/01/2020
260700;03/01/2020
260702;03/01/2020
260703;03/01/2020
260705;04/01/2020
260706;03/01/2020
260707;03/01/2020
260708;04/01/2020
260710;04/01/2020
260711;03/01/2020
260712;03/01/2020
260713;04/01/2020
260714;04/01/2020
260715;04/01/2020
260716;04/01/2020
260717;04/01/2020
260718;04/01/2020
260719;03/01/2020
260720;04/01/2020
260721;04/01/2020
260723;04/01/2020
260724;04/01/2020
260725;04/01/2020
260727;03/01/2020
260728;04/01/2020
260729;04/01/2020
260730;04/01/2020
260731;03/01/2020
260732;03/01/2020
260733;04/01/2020
260734;04/01/2020
260735;04/01/2020
260736;04/01/2020
260737;04/01/2020
260738;04/01/2020
260739;04/01/2020
260741;04/01/2020
260742;04/01/2020
260743;04/01/2020
260745;04/01/2020
260746;04/01/2020
260747;04/01/2020
260748;04/01/2020
260749;04/01/2020
260750;04/01/2020
260752;04/01/2020
260753;04/01/2020
260755;04/01/2020
260756;04/01/2020
260758;04/01/2020
260760;04/01/2020
260761;04/01/2020
260762;04/01/2020
260763;04/01/2020
260764;04/01/2020
260765;04/01/2020
260766;04/01/2020
260768;04/01/2020
260769;04/01/2020
260770;04/01/2020
260771;04/01/2020
260772;04/01/2020
260773;04/01/2020
260774;04/01/2020
260775;04/01/2020
260776;04/01/2020
260777;04/01/2020
260778;04/01/2020
260779;04/01/2020
260780;04/01/2020
260781;04/01/2020
260782;04/01/2020
260783;04/01/2020
260784;04/01/2020
260785;04/01/2020
260786;04/01/2020
260788;04/01/2020
260790;04/01/2020
260791;04/01/2020
260792;04/01/2020
260793;04/01/2020
260795;04/01/2020
260796;04/01/2020
260797;04/01/2020
260798;04/01/2020
260799;04/01/2020
260800;04/01/2020
260801;04/01/2020
260802;04/01/2020
260803;04/01/2020
260804;04/01/2020
260805;04/01/2020
260806;04/01/2020
260807;04/01/2020
260809;04/01/2020
260810;04/01/2020
260811;04/01/2020
260812;04/01/2020
260813;04/01/2020
260814;04/01/2020
260815;04/01/2020
260816;04/01/2020
260817;04/01/2020
260818;04/01/2020
260819;04/01/2020
260820;04/01/2020
260822;04/01/2020
260823;04/01/2020
260824;04/01/2020
260825;04/01/2020
260826;04/01/2020
260827;04/01/2020
260828;04/01/2020
260829;04/01/2020
260830;04/01/2020
260831;04/01/2020
260832;04/01/2020
260833;04/01/2020
260835;04/01/2020
260836;04/01/2020
260837;04/01/2020
260838;04/01/2020
260840;04/01/2020
260841;04/01/2020
260842;04/01/2020
260843;04/01/2020
260844;04/01/2020
260845;04/01/2020
260846;04/01/2020
260848;04/01/2020
260849;04/01/2020
260850;04/01/2020
260851;04/01/2020
260853;04/01/2020
260854;04/01/2020
260855;04/01/2020
260856;04/01/2020
260857;04/01/2020
260858;04/01/2020
260859;04/01/2020
260860;04/01/2020
260861;04/01/2020
260862;04/01/2020
260864;04/01/2020
260865;04/01/2020
260866;04/01/2020
260867;04/01/2020
260868;04/01/2020
260869;04/01/2020
260870;04/01/2020
260871;04/01/2020
260874;04/01/2020
260875;04/01/2020
260877;04/01/2020
260878;04/01/2020
260879;04/01/2020
260880;04/01/2020
260881;04/01/2020
260882;04/01/2020
260883;04/01/2020
260884;04/01/2020
260886;04/01/2020
260887;04/01/2020
260888;04/01/2020
260889;04/01/2020
260890;04/01/2020
260891;04/01/2020
260892;04/01/2020
260893;04/01/2020
260894;04/01/2020
260895;04/01/2020
260896;04/01/2020
260897;04/01/2020
260898;04/01/2020
260900;04/01/2020
260901;04/01/2020
260902;04/01/2020
260903;04/01/2020
260904;04/01/2020
260905;04/01/2020
260906;04/01/2020
260907;04/01/2020
260908;05/01/2020
260909;04/01/2020
260910;04/01/2020
260911;05/01/2020
260912;05/01/2020
260913;04/01/2020
260914;05/01/2020
260915;05/01/2020
260916;05/01/2020
260918;05/01/2020
260920;05/01/2020
260921;05/01/2020
260922;04/01/2020
260923;05/01/2020
260924;04/01/2020
260925;04/01/2020
260927;05/01/2020
260928;04/01/2020
260929;05/01/2020
260930;05/01/2020
260931;05/01/2020
260932;05/01/2020
260933;05/01/2020
260934;05/01/2020
260935;05/01/2020
260936;05/01/2020
260937;05/01/2020
260938;05/01/2020
260939;05/01/2020
260940;05/01/2020
260941;05/01/2020
260943;05/01/2020
260944;05/01/2020
260945;05/01/2020
260946;05/01/2020
260947;05/01/2020
260948;05/01/2020
260949;05/01/2020
260951;05/01/2020
260952;05/01/2020
260953;05/01/2020
260954;05/01/2020
260955;05/01/2020
260956;05/01/2020
260957;05/01/2020
260959;05/01/2020
260961;05/01/2020
260963;05/01/2020
260964;05/01/2020
260966;05/01/2020
260967;05/01/2020
260969;05/01/2020
260970;05/01/2020
260972;05/01/2020
260973;05/01/2020
260974;05/01/2020
260975;05/01/2020
260976;05/01/2020
260978;01/01/2020
260979;05/01/2020
260980;05/01/2020
260982;05/01/2020
260983;05/01/2020
260984;05/01/2020
260985;05/01/2020
260986;05/01/2020
260988;05/01/2020
260989;05/01/2020
260990;05/01/2020
260991;05/01/2020
260992;05/01/2020
260993;05/01/2020
260994;05/01/2020
260997;05/01/2020
260998;05/01/2020
260999;05/01/2020
261001;05/01/2020
261002;05/01/2020
261003;05/01/2020
261007;05/01/2020
261008;05/01/2020
261009;05/01/2020
261010;05/01/2020
261011;05/01/2020
261012;05/01/2020
261013;05/01/2020
261015;05/01/2020
261016;05/01/2020
261017;05/01/2020
261019;05/01/2020
261020;05/01/2020
261021;05/01/2020
261022;05/01/2020
261023;05/01/2020
261024;05/01/2020
261025;05/01/2020
261027;05/01/2020
261028;05/01/2020
261029;05/01/2020
261030;05/01/2020
261031;05/01/2020
261032;05/01/2020
261033;05/01/2020
261034;05/01/2020
261035;05/01/2020
261036;05/01/2020
261037;05/01/2020
261038;05/01/2020
261039;05/01/2020
261040;05/01/2020
261042;05/01/2020
261043;05/01/2020
261044;05/01/2020
261045;05/01/2020
261046;05/01/2020
261047;05/01/2020
261049;05/01/2020
261050;05/01/2020
261051;05/01/2020
261052;05/01/2020
261053;05/01/2020
261054;05/01/2020
261056;05/01/2020
261057;05/01/2020
261058;05/01/2020
261059;05/01/2020
261060;05/01/2020
261061;05/01/2020
261062;05/01/2020
261063;05/01/2020
261064;05/01/2020
261065;05/01/2020
261066;05/01/2020
261067;05/01/2020
261068;05/01/2020
261069;05/01/2020
261070;05/01/2020
261071;05/01/2020
261073;05/01/2020
261074;05/01/2020
261075;05/01/2020
261076;05/01/2020
261077;05/01/2020
261078;05/01/2020
261079;05/01/2020
261080;05/01/2020
261081;05/01/2020
261082;05/01/2020
261084;05/01/2020
261085;05/01/2020
261087;05/01/2020
261088;05/01/2020
261089;05/01/2020
261090;05/01/2020
261091;05/01/2020
261092;05/01/2020
261094;05/01/2020
261095;05/01/2020
261096;05/01/2020
261098;05/01/2020
261099;05/01/2020
261100;05/01/2020
261101;05/01/2020
261102;05/01/2020
261103;05/01/2020
261104;05/01/2020
261105;05/01/2020
261106;05/01/2020
261107;05/01/2020
261108;06/01/2020
261109;05/01/2020
261110;06/01/2020
261111;06/01/2020
261112;05/01/2020
261113;06/01/2020
261114;06/01/2020
261117;06/01/2020
261118;05/01/2020
261119;06/01/2020
261120;05/01/2020
261121;06/01/2020
261122;06/01/2020
261123;06/01/2020
261124;05/01/2020
261125;06/01/2020
261126;06/01/2020
261127;06/01/2020
261128;06/01/2020
261129;06/01/2020
261130;06/01/2020
261131;06/01/2020
261132;06/01/2020
261133;06/01/2020
261134;06/01/2020
261135;06/01/2020
261136;06/01/2020
261137;06/01/2020
261138;06/01/2020
261139;06/01/2020
261140;06/01/2020
261141;06/01/2020
261142;06/01/2020
261143;06/01/2020
261144;06/01/2020
261145;06/01/2020
261146;06/01/2020
261147;06/01/2020
261148;06/01/2020
261149;06/01/2020
261150;06/01/2020
261154;06/01/2020
261155;06/01/2020
261156;06/01/2020
261157;06/01/2020
261158;06/01/2020
261160;06/01/2020
261161;06/01/2020
261165;06/01/2020
261167;06/01/2020
261168;06/01/2020
261169;06/01/2020
261170;06/01/2020
261171;06/01/2020
261172;06/01/2020
261173;06/01/2020
261174;06/01/2020
261175;06/01/2020
261176;06/01/2020
261177;06/01/2020
261178;06/01/2020
261179;06/01/2020
261181;06/01/2020
261182;06/01/2020
261183;06/01/2020
261184;06/01/2020
261185;06/01/2020
261186;06/01/2020
261187;06/01/2020
261188;06/01/2020
261189;06/01/2020
261190;06/01/2020
261191;06/01/2020
261192;06/01/2020
261193;06/01/2020
261194;06/01/2020
261195;06/01/2020
261196;06/01/2020
261197;06/01/2020
261198;06/01/2020
261199;06/01/2020
261200;06/01/2020
261201;06/01/2020
261202;06/01/2020
261203;06/01/2020
261204;06/01/2020
261207;06/01/2020
261208;06/01/2020
261209;06/01/2020
261210;06/01/2020
261211;06/01/2020
261212;06/01/2020
261213;06/01/2020
261214;06/01/2020
261215;06/01/2020
261216;06/01/2020
261218;06/01/2020
261219;06/01/2020
261220;06/01/2020
261221;06/01/2020
261223;06/01/2020
261224;06/01/2020
261225;06/01/2020
261226;06/01/2020
261227;06/01/2020
261228;06/01/2020
261229;06/01/2020
261232;06/01/2020
261233;06/01/2020
261234;06/01/2020
261235;06/01/2020
261236;06/01/2020
261237;06/01/2020
261238;06/01/2020
261240;06/01/2020
261241;06/01/2020
261242;06/01/2020
261243;06/01/2020
261244;06/01/2020
261245;06/01/2020
261246;06/01/2020
261247;06/01/2020
261248;06/01/2020
261249;06/01/2020
261250;06/01/2020
261251;06/01/2020
261252;06/01/2020
261253;06/01/2020
261254;06/01/2020
261255;06/01/2020
261256;06/01/2020
261257;06/01/2020
261258;06/01/2020
261259;06/01/2020
261260;06/01/2020
261261;06/01/2020
261262;06/01/2020
261263;06/01/2020
261265;06/01/2020
261266;06/01/2020
261267;06/01/2020
261268;06/01/2020
261269;06/01/2020
261271;06/01/2020
261272;06/01/2020
261274;06/01/2020
261275;06/01/2020
261276;06/01/2020
261277;06/01/2020
261278;07/01/2020
261279;07/01/2020
261280;07/01/2020
261281;07/01/2020
261282;07/01/2020
261283;07/01/2020
261284;06/01/2020
261285;07/01/2020
261286;07/01/2020
261287;07/01/2020
261289;07/01/2020
261290;07/01/2020
261291;07/01/2020
261292;07/01/2020
261293;07/01/2020
261294;07/01/2020
261295;06/01/2020
261296;06/01/2020
261297;07/01/2020
261298;07/01/2020
261299;07/01/2020
261300;06/01/2020
261301;06/01/2020
261302;07/01/2020
261303;07/01/2020
261304;07/01/2020
261306;07/01/2020
261307;07/01/2020
261309;07/01/2020
261310;07/01/2020
261311;07/01/2020
261312;07/01/2020
261313;07/01/2020
261314;07/01/2020
261315;07/01/2020
261316;07/01/2020
261317;07/01/2020
261318;07/01/2020
261319;07/01/2020
261320;07/01/2020
261321;07/01/2020
261323;07/01/2020
261324;07/01/2020
261325;07/01/2020
261327;07/01/2020
261328;07/01/2020
261329;07/01/2020
261330;07/01/2020
261331;07/01/2020
261332;07/01/2020
261333;07/01/2020
261334;07/01/2020
261335;07/01/2020
261336;07/01/2020
261337;07/01/2020
261338;07/01/2020
261339;07/01/2020
261340;07/01/2020
261341;07/01/2020
261342;07/01/2020
261344;07/01/2020
261345;07/01/2020
261346;07/01/2020
261347;07/01/2020
261348;07/01/2020
261349;07/01/2020
261350;07/01/2020
261351;07/01/2020
261352;07/01/2020
261353;07/01/2020
261354;07/01/2020
261356;07/01/2020
261357;07/01/2020
261358;07/01/2020
261359;07/01/2020
261360;07/01/2020
261361;07/01/2020
261363;07/01/2020
261364;07/01/2020
261366;07/01/2020
261367;07/01/2020
261369;07/01/2020
261370;07/01/2020
261371;07/01/2020
261372;07/01/2020
261373;07/01/2020
261374;07/01/2020
261375;07/01/2020
261376;07/01/2020
261377;07/01/2020
261378;07/01/2020
261379;07/01/2020
261380;07/01/2020
261382;07/01/2020
261383;07/01/2020
261385;07/01/2020
261386;07/01/2020
261388;07/01/2020
261389;07/01/2020
261390;07/01/2020
261391;07/01/2020
261392;07/01/2020
261393;07/01/2020
261394;07/01/2020
261395;07/01/2020
261396;07/01/2020
261397;07/01/2020
261398;07/01/2020
261399;07/01/2020
261400;07/01/2020
261401;07/01/2020
261402;07/01/2020
261403;07/01/2020
261404;07/01/2020
261405;07/01/2020
261407;07/01/2020
261408;07/01/2020
261409;08/01/2020
261411;07/01/2020
261412;07/01/2020
261414;07/01/2020
261415;07/01/2020
261416;07/01/2020
261417;07/01/2020
261418;08/01/2020
261419;07/01/2020
261421;08/01/2020
261422;08/01/2020
261423;07/01/2020
261424;08/01/2020
261425;07/01/2020
261426;07/01/2020
261427;08/01/2020
261428;08/01/2020
261429;07/01/2020
261430;08/01/2020
261431;07/01/2020
261432;08/01/2020
261433;08/01/2020
261434;08/01/2020
261436;07/01/2020
261439;08/01/2020
261440;08/01/2020
261441;07/01/2020
261442;08/01/2020
261443;08/01/2020
261444;07/01/2020
261445;08/01/2020
261446;07/01/2020
261447;07/01/2020
261448;07/01/2020
261449;07/01/2020
261450;08/01/2020
261451;08/01/2020
261452;08/01/2020
261454;08/01/2020
261455;08/01/2020
261456;08/01/2020
261457;08/01/2020
261458;08/01/2020
261459;08/01/2020
261460;08/01/2020
261461;08/01/2020
261463;08/01/2020
261464;08/01/2020
261465;08/01/2020
261466;08/01/2020
261467;05/01/2020
261468;08/01/2020
261470;08/01/2020
261472;08/01/2020
261473;08/01/2020
261474;08/01/2020
261475;08/01/2020
261476;08/01/2020
261477;08/01/2020
261478;08/01/2020
261479;08/01/2020
261480;08/01/2020
261481;08/01/2020
261482;08/01/2020
261483;08/01/2020
261485;08/01/2020
261486;08/01/2020
261487;08/01/2020
261488;02/01/2020
261489;08/01/2020
261490;08/01/2020
261491;08/01/2020
261492;08/01/2020
261493;08/01/2020
261494;08/01/2020
261495;08/01/2020
261496;08/01/2020
261497;08/01/2020
261498;08/01/2020
261499;08/01/2020
261501;08/01/2020
261502;08/01/2020
261503;08/01/2020
261504;08/01/2020
261505;08/01/2020
261507;08/01/2020
261508;08/01/2020
261509;08/01/2020
261510;08/01/2020
261511;08/01/2020
261512;08/01/2020
261513;08/01/2020
261515;08/01/2020
261516;08/01/2020
261517;08/01/2020
261518;08/01/2020
261519;08/01/2020
261521;08/01/2020
261522;08/01/2020
261523;08/01/2020
261524;08/01/2020
261526;08/01/2020
261527;08/01/2020
261528;08/01/2020
261529;08/01/2020
261530;08/01/2020
261531;08/01/2020
261532;08/01/2020
261533;08/01/2020
261534;08/01/2020
261535;08/01/2020
261537;08/01/2020
261538;08/01/2020
261539;08/01/2020
261541;08/01/2020
261542;08/01/2020
261543;08/01/2020
261545;08/01/2020
261546;08/01/2020
261547;08/01/2020
261548;08/01/2020
261549;08/01/2020
261550;08/01/2020
261551;08/01/2020
261552;08/01/2020
261553;08/01/2020
261556;08/01/2020
261557;08/01/2020
261558;08/01/2020
261560;08/01/2020
261561;08/01/2020
261562;08/01/2020
261563;08/01/2020
261565;08/01/2020
261566;08/01/2020
261567;08/01/2020
261568;08/01/2020
261569;08/01/2020
261570;08/01/2020
261572;08/01/2020
261573;08/01/2020
261574;08/01/2020
261577;08/01/2020
261578;08/01/2020
261579;08/01/2020
261580;08/01/2020
261581;08/01/2020
261582;08/01/2020
261583;08/01/2020
261584;08/01/2020
261585;08/01/2020
261586;08/01/2020
261587;08/01/2020
261588;08/01/2020
261589;08/01/2020
261590;08/01/2020
261591;08/01/2020
261592;08/01/2020
261593;08/01/2020
261594;08/01/2020
261595;08/01/2020
261597;08/01/2020
261598;08/01/2020
261600;08/01/2020
261601;08/01/2020
261602;08/01/2020
261603;08/01/2020
261605;08/01/2020
261606;08/01/2020
261607;09/01/2020
261609;09/01/2020
261610;08/01/2020
261611;08/01/2020
261612;09/01/2020
261613;09/01/2020
261614;09/01/2020
261615;09/01/2020
261617;09/01/2020
261618;09/01/2020
261619;09/01/2020
261620;09/01/2020
261621;09/01/2020
261622;09/01/2020
261623;09/01/2020
261624;09/01/2020
261625;09/01/2020
261626;07/01/2020
261627;09/01/2020
261628;09/01/2020
261631;09/01/2020
261632;09/01/2020
261633;09/01/2020
261635;09/01/2020
261636;09/01/2020
261639;09/01/2020
261640;09/01/2020
261641;09/01/2020
261642;09/01/2020
261647;09/01/2020
261648;09/01/2020
261649;09/01/2020
261650;09/01/2020
261652;09/01/2020
261653;09/01/2020
261654;09/01/2020
261655;09/01/2020
261656;09/01/2020
261657;09/01/2020
261660;09/01/2020
261661;09/01/2020
261662;08/01/2020
261663;09/01/2020
261664;09/01/2020
261665;09/01/2020
261666;09/01/2020
261667;09/01/2020
261668;09/01/2020
261669;09/01/2020
261670;09/01/2020
261671;09/01/2020
261672;09/01/2020
261673;09/01/2020
261675;09/01/2020
261677;09/01/2020
261678;09/01/2020
261679;09/01/2020
261680;09/01/2020
261681;09/01/2020
261682;09/01/2020
261685;09/01/2020
261686;09/01/2020
261687;05/01/2020
261688;09/01/2020
261689;09/01/2020
261690;09/01/2020
261692;09/01/2020
261693;09/01/2020
261694;09/01/2020
261695;09/01/2020
261696;09/01/2020
261697;09/01/2020
261698;09/01/2020
261699;09/01/2020
261700;09/01/2020
261701;09/01/2020
261702;09/01/2020
261703;09/01/2020
261704;09/01/2020
261705;09/01/2020
261706;09/01/2020
261707;09/01/2020
261708;09/01/2020
261709;09/01/2020
261711;09/01/2020
261715;09/01/2020
261717;09/01/2020
261718;09/01/2020
261720;09/01/2020
261721;09/01/2020
261724;09/01/2020
261726;09/01/2020
261727;09/01/2020
261728;09/01/2020
261730;09/01/2020
261731;09/01/2020
261732;09/01/2020
261733;09/01/2020
261734;09/01/2020
261735;09/01/2020
261736;09/01/2020
261737;09/01/2020
261738;09/01/2020
261739;09/01/2020
261740;09/01/2020
261741;09/01/2020
261742;09/01/2020
261743;09/01/2020
261744;09/01/2020
261745;09/01/2020
261746;09/01/2020
261747;09/01/2020
261748;09/01/2020
261749;09/01/2020
261750;09/01/2020
261751;09/01/2020
261752;09/01/2020
261753;09/01/2020
261754;07/01/2020
261756;09/01/2020
261758;09/01/2020
261759;09/01/2020
261760;09/01/2020
261761;09/01/2020
261763;09/01/2020
261764;09/01/2020
261765;09/01/2020
261766;09/01/2020
261767;09/01/2020
261768;09/01/2020
261769;09/01/2020
261770;09/01/2020
261771;09/01/2020
261772;09/01/2020
261773;09/01/2020
261774;09/01/2020
261775;09/01/2020
261776;09/01/2020
261777;09/01/2020
261778;09/01/2020
261779;09/01/2020
261780;09/01/2020
261781;09/01/2020
261782;09/01/2020
261783;09/01/2020
261784;09/01/2020
261785;09/01/2020
261786;09/01/2020
261787;09/01/2020
261788;09/01/2020
261789;09/01/2020
261791;09/01/2020
261792;09/01/2020
261795;09/01/2020
261796;09/01/2020
261797;09/01/2020
261798;09/01/2020
261799;10/01/2020
261800;09/01/2020
261801;09/01/2020
261802;09/01/2020
261803;10/01/2020
261804;09/01/2020
261805;09/01/2020
261806;10/01/2020
261807;09/01/2020
261808;10/01/2020
261809;09/01/2020
261810;10/01/2020
261811;10/01/2020
261812;10/01/2020
261813;10/01/2020
261814;10/01/2020
261815;09/01/2020
261817;10/01/2020
261818;10/01/2020
261820;10/01/2020
261821;09/01/2020
261822;10/01/2020
261823;10/01/2020
261824;10/01/2020
261825;10/01/2020
261826;09/01/2020
261827;10/01/2020
261828;09/01/2020
261829;10/01/2020
261830;10/01/2020
261831;10/01/2020
261832;10/01/2020
261833;10/01/2020
261835;10/01/2020
261836;10/01/2020
261837;10/01/2020
261838;10/01/2020
261839;10/01/2020
261842;10/01/2020
261843;10/01/2020
261844;10/01/2020
261845;10/01/2020
261846;10/01/2020
261847;10/01/2020
261849;10/01/2020
261850;10/01/2020
261851;10/01/2020
261852;10/01/2020
261853;10/01/2020
261855;10/01/2020
261856;10/01/2020
261858;10/01/2020
261859;10/01/2020
261860;10/01/2020
261861;06/01/2020
261862;05/01/2020
261863;10/01/2020
261864;10/01/2020
261865;10/01/2020
261868;10/01/2020
261869;10/01/2020
261870;10/01/2020
261871;10/01/2020
261872;10/01/2020
261874;10/01/2020
261875;10/01/2020
261876;10/01/2020
261877;10/01/2020
261878;10/01/2020
261879;10/01/2020
261880;10/01/2020
261881;10/01/2020
261882;10/01/2020
261883;10/01/2020
261884;10/01/2020
261885;10/01/2020
261887;10/01/2020
261888;10/01/2020
261889;10/01/2020
261891;10/01/2020
261892;10/01/2020
261893;10/01/2020
261894;10/01/2020
261895;10/01/2020
261897;10/01/2020
261898;10/01/2020
261900;10/01/2020
261901;10/01/2020
261902;10/01/2020
261903;10/01/2020
261904;10/01/2020
261905;10/01/2020
261906;10/01/2020
261907;10/01/2020
261908;10/01/2020
261910;10/01/2020
261911;10/01/2020
261914;10/01/2020
261915;10/01/2020
261916;10/01/2020
261917;10/01/2020
261918;10/01/2020
261919;10/01/2020
261920;10/01/2020
261921;10/01/2020
261922;10/01/2020
261923;10/01/2020
261924;04/01/2020
261925;10/01/2020
261926;10/01/2020
261927;10/01/2020
261928;10/01/2020
261929;10/01/2020
261931;10/01/2020
261932;10/01/2020
261933;10/01/2020
261934;10/01/2020
261935;10/01/2020
261936;10/01/2020
261937;10/01/2020
261938;10/01/2020
261939;10/01/2020
261940;10/01/2020
261941;10/01/2020
261942;10/01/2020
261944;10/01/2020
261945;10/01/2020
261946;10/01/2020
261947;10/01/2020
261948;10/01/2020
261949;10/01/2020
261950;10/01/2020
261951;10/01/2020
261952;10/01/2020
261953;10/01/2020
261954;10/01/2020
261955;10/01/2020
261956;10/01/2020
261957;10/01/2020
261958;10/01/2020
261959;10/01/2020
261962;10/01/2020
261963;10/01/2020
261964;10/01/2020
261965;10/01/2020
261966;10/01/2020
261967;10/01/2020
