f_acidente;d_tipopista
260379;Dupla
260381;Simples
260382;Simples
260383;Simples
260384;Simples
260385;Simples
260387;Dupla
260388;Dupla
260389;Dupla
260390;Dupla
260392;Dupla
260393;Dupla
260394;Simples
260395;Simples
260398;Dupla
260399;Dupla
260400;Dupla
260401;Simples
260402;Simples
260403;Simples
260404;Dupla
260405;Simples
260406;Dupla
260407;Simples
260408;Múltipla
260409;Simples
260410;Simples
260411;Simples
260412;Simples
260413;Múltipla
260414;Simples
260415;Dupla
260416;Múltipla
260417;Dupla
260418;Múltipla
260419;Simples
260420;Dupla
260421;Múltipla
260422;Dupla
260423;Dupla
260424;Dupla
260425;Simples
260426;Simples
260427;Dupla
260429;Dupla
260430;Simples
260431;Dupla
260433;Dupla
260434;Simples
260435;Dupla
260436;Dupla
260437;Múltipla
260438;Simples
260439;Simples
260440;Simples
260441;Simples
260442;Simples
260444;Simples
260445;Simples
260446;Dupla
260447;Dupla
260448;Simples
260449;Simples
260450;Simples
260451;Simples
260454;Simples
260455;Simples
260456;Dupla
260460;Simples
260464;Dupla
260467;Múltipla
260468;Simples
260469;Dupla
260470;Simples
260472;Dupla
260473;Simples
260474;Dupla
260475;Simples
260477;Múltipla
260478;Simples
260480;Simples
260481;Simples
260482;Simples
260483;Simples
260484;Dupla
260485;Simples
260486;Simples
260487;Dupla
260488;Simples
260489;Simples
260490;Dupla
260491;Múltipla
260492;Múltipla
260493;Dupla
260494;Simples
260495;Simples
260496;Simples
260497;Dupla
260498;Simples
260499;Simples
260501;Dupla
260502;Dupla
260503;Múltipla
260504;Simples
260505;Simples
260506;Dupla
260507;Dupla
260508;Simples
260509;Dupla
260510;Simples
260511;Simples
260512;Simples
260513;Dupla
260515;Simples
260518;Dupla
260519;Simples
260520;Simples
260521;Simples
260522;Dupla
260523;Simples
260524;Simples
260525;Simples
260526;Simples
260527;Simples
260528;Simples
260529;Simples
260530;Simples
260531;Dupla
260532;Simples
260534;Simples
260535;Dupla
260536;Dupla
260537;Dupla
260538;Dupla
260539;Dupla
260540;Simples
260541;Simples
260542;Simples
260543;Dupla
260544;Simples
260545;Simples
260547;Dupla
260548;Simples
260550;Simples
260551;Simples
260552;Dupla
260554;Simples
260556;Dupla
260557;Dupla
260558;Simples
260559;Simples
260561;Simples
260562;Dupla
260563;Dupla
260564;Dupla
260565;Simples
260567;Simples
260568;Simples
260569;Simples
260570;Dupla
260571;Simples
260572;Dupla
260574;Simples
260575;Dupla
260576;Dupla
260577;Simples
260578;Simples
260579;Simples
260581;Simples
260582;Simples
260583;Dupla
260584;Simples
260587;Simples
260588;Simples
260589;Múltipla
260590;Simples
260591;Dupla
260592;Simples
260598;Simples
260599;Múltipla
260600;Simples
260603;Simples
260604;Dupla
260605;Dupla
260606;Simples
260610;Simples
260612;Dupla
260614;Simples
260615;Múltipla
260616;Simples
260617;Dupla
260618;Simples
260619;Dupla
260620;Simples
260621;Simples
260622;Simples
260623;Dupla
260624;Dupla
260627;Simples
260628;Dupla
260629;Simples
260631;Simples
260632;Simples
260633;Simples
260634;Dupla
260635;Dupla
260636;Simples
260637;Simples
260639;Simples
260640;Dupla
260641;Simples
260642;Simples
260644;Dupla
260646;Dupla
260647;Dupla
260648;Simples
260649;Dupla
260650;Dupla
260651;Dupla
260652;Simples
260653;Dupla
260655;Simples
260656;Dupla
260657;Dupla
260659;Dupla
260661;Simples
260662;Simples
260663;Dupla
260665;Dupla
260666;Simples
260667;Dupla
260668;Simples
260669;Simples
260670;Simples
260672;Simples
260673;Dupla
260674;Múltipla
260675;Dupla
260677;Dupla
260678;Simples
260679;Simples
260680;Dupla
260681;Dupla
260682;Dupla
260683;Simples
260684;Simples
260685;Simples
260686;Dupla
260687;Simples
260688;Dupla
260689;Dupla
260690;Dupla
260691;Simples
260692;Múltipla
260693;Simples
260694;Simples
260695;Simples
260696;Simples
260697;Simples
260698;Dupla
260700;Simples
260702;Dupla
260703;Simples
260705;Simples
260706;Simples
260707;Simples
260708;Dupla
260710;Dupla
260711;Simples
260712;Simples
260713;Dupla
260714;Simples
260715;Dupla
260716;Dupla
260717;Dupla
260718;Dupla
260719;Simples
260720;Simples
260721;Simples
260723;Dupla
260724;Simples
260725;Simples
260727;Simples
260728;Dupla
260729;Múltipla
260730;Dupla
260731;Dupla
260732;Simples
260733;Dupla
260734;Dupla
260735;Simples
260736;Simples
260737;Dupla
260738;Dupla
260739;Dupla
260741;Dupla
260742;Simples
260743;Dupla
260745;Simples
260746;Dupla
260747;Dupla
260748;Múltipla
260749;Simples
260750;Simples
260752;Simples
260753;Dupla
260755;Múltipla
260756;Simples
260758;Simples
260760;Dupla
260761;Simples
260762;Simples
260763;Simples
260764;Múltipla
260765;Dupla
260766;Dupla
260768;Simples
260769;Dupla
260770;Simples
260771;Dupla
260772;Múltipla
260773;Dupla
260774;Simples
260775;Múltipla
260776;Simples
260777;Dupla
260778;Simples
260779;Dupla
260780;Simples
260781;Dupla
260782;Simples
260783;Simples
260784;Dupla
260785;Simples
260786;Dupla
260788;Dupla
260790;Simples
260791;Múltipla
260792;Dupla
260793;Simples
260795;Simples
260796;Simples
260797;Simples
260798;Dupla
260799;Simples
260800;Dupla
260801;Dupla
260802;Dupla
260803;Dupla
260804;Simples
260805;Dupla
260806;Simples
260807;Simples
260809;Simples
260810;Simples
260811;Dupla
260812;Múltipla
260813;Dupla
260814;Múltipla
260815;Múltipla
260816;Múltipla
260817;Simples
260818;Simples
260819;Dupla
260820;Dupla
260822;Simples
260823;Múltipla
260824;Dupla
260825;Simples
260826;Dupla
260827;Dupla
260828;Simples
260829;Dupla
260830;Dupla
260831;Dupla
260832;Dupla
260833;Simples
260835;Simples
260836;Simples
260837;Simples
260838;Dupla
260840;Dupla
260841;Simples
260842;Simples
260843;Simples
260844;Simples
260845;Simples
260846;Simples
260848;Dupla
260849;Dupla
260850;Dupla
260851;Múltipla
260853;Simples
260854;Simples
260855;Dupla
260856;Simples
260857;Simples
260858;Simples
260859;Simples
260860;Simples
260861;Simples
260862;Simples
260864;Simples
260865;Simples
260866;Simples
260867;Simples
260868;Dupla
260869;Múltipla
260870;Dupla
260871;Simples
260874;Simples
260875;Simples
260877;Simples
260878;Simples
260879;Simples
260880;Dupla
260881;Dupla
260882;Simples
260883;Simples
260884;Simples
260886;Múltipla
260887;Dupla
260888;Múltipla
260889;Simples
260890;Simples
260891;Simples
260892;Dupla
260893;Simples
260894;Dupla
260895;Dupla
260896;Dupla
260897;Simples
260898;Simples
260900;Dupla
260901;Simples
260902;Múltipla
260903;Múltipla
260904;Dupla
260905;Dupla
260906;Simples
260907;Simples
260908;Dupla
260909;Múltipla
260910;Dupla
260911;Dupla
260912;Simples
260913;Dupla
260914;Dupla
260915;Simples
260916;Simples
260918;Simples
260920;Dupla
260921;Simples
260922;Dupla
260923;Dupla
260924;Simples
260925;Simples
260927;Simples
260928;Simples
260929;Dupla
260930;Dupla
260931;Dupla
260932;Simples
260933;Dupla
260934;Simples
260935;Simples
260936;Dupla
260937;Simples
260938;Dupla
260939;Simples
260940;Simples
260941;Dupla
260943;Simples
260944;Dupla
260945;Dupla
260946;Simples
260947;Simples
260948;Simples
260949;Dupla
260951;Dupla
260952;Simples
260953;Dupla
260954;Dupla
260955;Simples
260956;Simples
260957;Dupla
260959;Simples
260961;Simples
260963;Simples
260964;Simples
260966;Simples
260967;Simples
260969;Dupla
260970;Dupla
260972;Simples
260973;Simples
260974;Dupla
260975;Dupla
260976;Simples
260978;Simples
260979;Dupla
260980;Simples
260982;Dupla
260983;Dupla
260984;Simples
260985;Dupla
260986;Dupla
260988;Dupla
260989;Dupla
260990;Dupla
260991;Dupla
260992;Dupla
260993;Dupla
260994;Simples
260997;Simples
260998;Simples
260999;Simples
261001;Simples
261002;Dupla
261003;Dupla
261007;Dupla
261008;Simples
261009;Simples
261010;Dupla
261011;Simples
261012;Dupla
261013;Dupla
261015;Simples
261016;Dupla
261017;Simples
261019;Dupla
261020;Dupla
261021;Dupla
261022;Dupla
261023;Simples
261024;Dupla
261025;Simples
261027;Simples
261028;Simples
261029;Simples
261030;Simples
261031;Múltipla
261032;Simples
261033;Dupla
261034;Dupla
261035;Dupla
261036;Dupla
261037;Simples
261038;Simples
261039;Simples
261040;Simples
261042;Dupla
261043;Simples
261044;Simples
261045;Simples
261046;Simples
261047;Simples
261049;Dupla
261050;Simples
261051;Simples
261052;Múltipla
261053;Simples
261054;Dupla
261056;Dupla
261057;Dupla
261058;Simples
261059;Dupla
261060;Dupla
261061;Simples
261062;Simples
261063;Simples
261064;Simples
261065;Dupla
261066;Dupla
261067;Simples
261068;Dupla
261069;Simples
261070;Simples
261071;Simples
261073;Simples
261074;Múltipla
261075;Dupla
261076;Simples
261077;Simples
261078;Simples
261079;Dupla
261080;Simples
261081;Simples
261082;Simples
261084;Dupla
261085;Dupla
261087;Dupla
261088;Dupla
261089;Simples
261090;Simples
261091;Dupla
261092;Dupla
261094;Simples
261095;Dupla
261096;Múltipla
261098;Simples
261099;Simples
261100;Simples
261101;Simples
261102;Simples
261103;Simples
261104;Simples
261105;Simples
261106;Simples
261107;Simples
261108;Dupla
261109;Simples
261110;Simples
261111;Simples
261112;Simples
261113;Dupla
261114;Dupla
261117;Simples
261118;Dupla
261119;Múltipla
261120;Simples
261121;Simples
261122;Dupla
261123;Simples
261124;Dupla
261125;Simples
261126;Simples
261127;Simples
261128;Simples
261129;Múltipla
261130;Dupla
261131;Simples
261132;Dupla
261133;Dupla
261134;Simples
261135;Simples
261136;Múltipla
261137;Dupla
261138;Dupla
261139;Dupla
261140;Dupla
261141;Dupla
261142;Múltipla
261143;Simples
261144;Múltipla
261145;Simples
261146;Dupla
261147;Dupla
261148;Dupla
261149;Simples
261150;Dupla
261154;Simples
261155;Simples
261156;Simples
261157;Múltipla
261158;Dupla
261160;Múltipla
261161;Dupla
261165;Simples
261167;Simples
261168;Dupla
261169;Dupla
261170;Simples
261171;Simples
261172;Dupla
261173;Simples
261174;Simples
261175;Dupla
261176;Simples
261177;Simples
261178;Dupla
261179;Simples
261181;Múltipla
261182;Dupla
261183;Simples
261184;Simples
261185;Dupla
261186;Dupla
261187;Simples
261188;Dupla
261189;Múltipla
261190;Simples
261191;Dupla
261192;Dupla
261193;Dupla
261194;Simples
261195;Dupla
261196;Dupla
261197;Simples
261198;Simples
261199;Dupla
261200;Múltipla
261201;Dupla
261202;Simples
261203;Simples
261204;Simples
261207;Dupla
261208;Múltipla
261209;Dupla
261210;Dupla
261211;Simples
261212;Simples
261213;Simples
261214;Dupla
261215;Dupla
261216;Simples
261218;Dupla
261219;Simples
261220;Dupla
261221;Simples
261223;Simples
261224;Simples
261225;Simples
261226;Múltipla
261227;Simples
261228;Dupla
261229;Simples
261232;Simples
261233;Simples
261234;Dupla
261235;Simples
261236;Simples
261237;Múltipla
261238;Dupla
261240;Dupla
261241;Dupla
261242;Dupla
261243;Dupla
261244;Simples
261245;Simples
261246;Simples
261247;Simples
261248;Simples
261249;Simples
261250;Dupla
261251;Dupla
261252;Simples
261253;Simples
261254;Simples
261255;Simples
261256;Dupla
261257;Simples
261258;Simples
261259;Simples
261260;Múltipla
261261;Simples
261262;Simples
261263;Múltipla
261265;Dupla
261266;Dupla
261267;Simples
261268;Simples
261269;Simples
261271;Simples
261272;Simples
261274;Dupla
261275;Múltipla
261276;Simples
261277;Simples
261278;Dupla
261279;Simples
261280;Dupla
261281;Simples
261282;Simples
261283;Simples
261284;Simples
261285;Múltipla
261286;Dupla
261287;Dupla
261289;Dupla
261290;Dupla
261291;Dupla
261292;Simples
261293;Dupla
261294;Múltipla
261295;Simples
261296;Simples
261297;Simples
261298;Múltipla
261299;Dupla
261300;Simples
261301;Simples
261302;Dupla
261303;Dupla
261304;Simples
261306;Dupla
261307;Dupla
261309;Dupla
261310;Dupla
261311;Dupla
261312;Dupla
261313;Simples
261314;Dupla
261315;Dupla
261316;Simples
261317;Simples
261318;Dupla
261319;Simples
261320;Simples
261321;Dupla
261323;Dupla
261324;Dupla
261325;Dupla
261327;Dupla
261328;Dupla
261329;Dupla
261330;Simples
261331;Simples
261332;Simples
261333;Dupla
261334;Dupla
261335;Simples
261336;Simples
261337;Dupla
261338;Simples
261339;Simples
261340;Simples
261341;Simples
261342;Simples
261344;Dupla
261345;Dupla
261346;Dupla
261347;Simples
261348;Simples
261349;Dupla
261350;Dupla
261351;Dupla
261352;Dupla
261353;Simples
261354;Simples
261356;Simples
261357;Dupla
261358;Simples
261359;Simples
261360;Simples
261361;Dupla
261363;Simples
261364;Dupla
261366;Simples
261367;Simples
261369;Simples
261370;Simples
261371;Dupla
261372;Simples
261373;Múltipla
261374;Dupla
261375;Múltipla
261376;Simples
261377;Simples
261378;Dupla
261379;Simples
261380;Dupla
261382;Dupla
261383;Dupla
261385;Simples
261386;Simples
261388;Simples
261389;Simples
261390;Simples
261391;Dupla
261392;Simples
261393;Simples
261394;Múltipla
261395;Dupla
261396;Múltipla
261397;Dupla
261398;Simples
261399;Múltipla
261400;Simples
261401;Simples
261402;Dupla
261403;Simples
261404;Dupla
261405;Dupla
261407;Simples
261408;Simples
261409;Simples
261411;Simples
261412;Simples
261414;Simples
261415;Simples
261416;Simples
261417;Simples
261418;Dupla
261419;Simples
261421;Dupla
261422;Simples
261423;Múltipla
261424;Múltipla
261425;Simples
261426;Simples
261427;Dupla
261428;Dupla
261429;Simples
261430;Dupla
261431;Múltipla
261432;Simples
261433;Dupla
261434;Simples
261436;Dupla
261439;Simples
261440;Dupla
261441;Simples
261442;Dupla
261443;Dupla
261444;Simples
261445;Dupla
261446;Simples
261447;Simples
261448;Simples
261449;Simples
261450;Dupla
261451;Dupla
261452;Simples
261454;Dupla
261455;Dupla
261456;Dupla
261457;Simples
261458;Simples
261459;Dupla
261460;Simples
261461;Simples
261463;Dupla
261464;Simples
261465;Dupla
261466;Dupla
261467;Simples
261468;Simples
261470;Dupla
261472;Simples
261473;Dupla
261474;Dupla
261475;Dupla
261476;Múltipla
261477;Simples
261478;Simples
261479;Dupla
261480;Simples
261481;Simples
261482;Dupla
261483;Dupla
261485;Dupla
261486;Dupla
261487;Múltipla
261488;Múltipla
261489;Múltipla
261490;Simples
261491;Dupla
261492;Múltipla
261493;Múltipla
261494;Simples
261495;Simples
261496;Simples
261497;Dupla
261498;Dupla
261499;Simples
261501;Dupla
261502;Dupla
261503;Simples
261504;Dupla
261505;Simples
261507;Dupla
261508;Dupla
261509;Dupla
261510;Simples
261511;Simples
261512;Múltipla
261513;Dupla
261515;Dupla
261516;Simples
261517;Simples
261518;Simples
261519;Simples
261521;Simples
261522;Simples
261523;Simples
261524;Simples
261526;Simples
261527;Dupla
261528;Simples
261529;Dupla
261530;Simples
261531;Simples
261532;Simples
261533;Simples
261534;Dupla
261535;Simples
261537;Simples
261538;Dupla
261539;Simples
261541;Dupla
261542;Simples
261543;Dupla
261545;Simples
261546;Dupla
261547;Múltipla
261548;Simples
261549;Simples
261550;Dupla
261551;Simples
261552;Simples
261553;Simples
261556;Dupla
261557;Dupla
261558;Dupla
261560;Múltipla
261561;Dupla
261562;Dupla
261563;Dupla
261565;Simples
261566;Dupla
261567;Dupla
261568;Dupla
261569;Dupla
261570;Simples
261572;Simples
261573;Dupla
261574;Múltipla
261577;Dupla
261578;Simples
261579;Simples
261580;Dupla
261581;Simples
261582;Dupla
261583;Dupla
261584;Simples
261585;Múltipla
261586;Múltipla
261587;Dupla
261588;Dupla
261589;Simples
261590;Dupla
261591;Dupla
261592;Dupla
261593;Dupla
261594;Dupla
261595;Dupla
261597;Simples
261598;Simples
261600;Dupla
261601;Simples
261602;Dupla
261603;Simples
261605;Dupla
261606;Simples
261607;Dupla
261609;Simples
261610;Simples
261611;Simples
261612;Dupla
261613;Dupla
261614;Dupla
261615;Dupla
261617;Simples
261618;Dupla
261619;Dupla
261620;Dupla
261621;Dupla
261622;Dupla
261623;Dupla
261624;Dupla
261625;Dupla
261626;Simples
261627;Dupla
261628;Dupla
261631;Dupla
261632;Simples
261633;Dupla
261635;Simples
261636;Múltipla
261639;Simples
261640;Dupla
261641;Dupla
261642;Dupla
261647;Dupla
261648;Dupla
261649;Simples
261650;Simples
261652;Dupla
261653;Dupla
261654;Dupla
261655;Simples
261656;Dupla
261657;Simples
261660;Simples
261661;Simples
261662;Simples
261663;Dupla
261664;Simples
261665;Simples
261666;Dupla
261667;Simples
261668;Múltipla
261669;Dupla
261670;Simples
261671;Simples
261672;Dupla
261673;Dupla
261675;Simples
261677;Simples
261678;Simples
261679;Simples
261680;Simples
261681;Simples
261682;Dupla
261685;Simples
261686;Dupla
261687;Simples
261688;Dupla
261689;Simples
261690;Dupla
261692;Dupla
261693;Dupla
261694;Simples
261695;Dupla
261696;Simples
261697;Dupla
261698;Múltipla
261699;Simples
261700;Dupla
261701;Simples
261702;Dupla
261703;Dupla
261704;Dupla
261705;Múltipla
261706;Simples
261707;Simples
261708;Dupla
261709;Simples
261711;Dupla
261715;Dupla
261717;Dupla
261718;Dupla
261720;Dupla
261721;Dupla
261724;Simples
261726;Múltipla
261727;Dupla
261728;Simples
261730;Simples
261731;Dupla
261732;Múltipla
261733;Simples
261734;Múltipla
261735;Dupla
261736;Dupla
261737;Dupla
261738;Dupla
261739;Dupla
261740;Dupla
261741;Dupla
261742;Simples
261743;Dupla
261744;Simples
261745;Dupla
261746;Dupla
261747;Simples
261748;Simples
261749;Simples
261750;Dupla
261751;Dupla
261752;Simples
261753;Dupla
261754;Dupla
261756;Dupla
261758;Dupla
261759;Simples
261760;Simples
261761;Simples
261763;Dupla
261764;Simples
261765;Simples
261766;Dupla
261767;Dupla
261768;Simples
261769;Dupla
261770;Simples
261771;Dupla
261772;Simples
261773;Dupla
261774;Dupla
261775;Dupla
261776;Simples
261777;Dupla
261778;Simples
261779;Simples
261780;Dupla
261781;Simples
261782;Simples
261783;Dupla
261784;Dupla
261785;Dupla
261786;Simples
261787;Dupla
261788;Dupla
261789;Simples
261791;Dupla
261792;Simples
261795;Dupla
261796;Dupla
261797;Dupla
261798;Dupla
261799;Múltipla
261800;Simples
261801;Dupla
261802;Simples
261803;Dupla
261804;Dupla
261805;Simples
261806;Múltipla
261807;Simples
261808;Simples
261809;Dupla
261810;Dupla
261811;Dupla
261812;Dupla
261813;Simples
261814;Simples
261815;Simples
261817;Dupla
261818;Simples
261820;Dupla
261821;Simples
261822;Simples
261823;Dupla
261824;Dupla
261825;Dupla
261826;Dupla
261827;Simples
261828;Simples
261829;Simples
261830;Simples
261831;Múltipla
261832;Dupla
261833;Simples
261835;Simples
261836;Simples
261837;Simples
261838;Dupla
261839;Simples
261842;Simples
261843;Múltipla
261844;Dupla
261845;Simples
261846;Dupla
261847;Dupla
261849;Simples
261850;Dupla
261851;Dupla
261852;Múltipla
261853;Dupla
261855;Dupla
261856;Dupla
261858;Simples
261859;Simples
261860;Dupla
261861;Dupla
261862;Simples
261863;Múltipla
261864;Simples
261865;Dupla
261868;Dupla
261869;Simples
261870;Dupla
261871;Dupla
261872;Simples
261874;Múltipla
261875;Simples
261876;Simples
261877;Dupla
261878;Simples
261879;Dupla
261880;Múltipla
261881;Simples
261882;Dupla
261883;Dupla
261884;Dupla
261885;Simples
261887;Múltipla
261888;Dupla
261889;Simples
261891;Múltipla
261892;Simples
261893;Simples
261894;Dupla
261895;Simples
261897;Dupla
261898;Dupla
261900;Simples
261901;Dupla
261902;Simples
261903;Dupla
261904;Simples
261905;Simples
261906;Dupla
261907;Simples
261908;Dupla
261910;Simples
261911;Dupla
261914;Simples
261915;Simples
261916;Simples
261917;Dupla
261918;Simples
261919;Simples
261920;Simples
261921;Dupla
261922;Dupla
261923;Simples
261924;Simples
261925;Múltipla
261926;Simples
261927;Simples
261928;Dupla
261929;Simples
261931;Dupla
261932;Simples
261933;Múltipla
261934;Simples
261935;Múltipla
261936;Simples
261937;Dupla
261938;Simples
261939;Simples
261940;Simples
261941;Simples
261942;Simples
261944;Simples
261945;Dupla
261946;Dupla
261947;Simples
261948;Dupla
261949;Dupla
261950;Simples
261951;Simples
261952;Simples
261953;Simples
261954;Simples
261955;Simples
261956;Dupla
261957;Dupla
261958;Múltipla
261959;Dupla
261962;Múltipla
261963;Dupla
261964;Simples
261965;Simples
261966;Simples
261967;Simples
261968;Simples
261969;Dupla
261970;Simples
261973;Dupla
261974;Dupla
261975;Simples
261976;Simples
261977;Múltipla
261978;Simples
261980;Dupla
261981;Simples
261982;Múltipla
261983;Simples
261984;Múltipla
261986;Simples
261987;Dupla
261988;Simples
261989;Dupla
261990;Dupla
261991;Dupla
261992;Dupla
261993;Dupla
261994;Simples
261995;Simples
261996;Simples
261998;Dupla
261999;Múltipla
262000;Simples
262001;Dupla
262002;Dupla
262003;Simples
262004;Simples
262005;Simples
262006;Simples
262007;Dupla
262008;Dupla
262009;Simples
262010;Dupla
262011;Simples
262013;Simples
262014;Simples
262015;Simples
262016;Dupla
262017;Dupla
262018;Dupla
262020;Simples
262021;Dupla
262022;Múltipla
262023;Simples
262024;Simples
262025;Dupla
262027;Simples
262029;Simples
262030;Simples
262031;Dupla
262032;Simples
262033;Dupla
262034;Simples
262035;Simples
262036;Dupla
262038;Dupla
262039;Dupla
262040;Simples
262041;Simples
262042;Simples
262043;Simples
262044;Dupla
262046;Simples
262047;Dupla
262048;Simples
262049;Simples
262050;Dupla
262051;Múltipla
262052;Simples
262053;Simples
262054;Dupla
262055;Simples
262056;Simples
262057;Dupla
262058;Dupla
262059;Simples
262060;Simples
262062;Simples
262064;Dupla
262066;Simples
262067;Múltipla
262068;Simples
262070;Dupla
262071;Simples
262073;Simples
262074;Dupla
262075;Múltipla
262076;Dupla
262078;Dupla
262080;Simples
262081;Dupla
262082;Dupla
262083;Dupla
262084;Simples
262085;Dupla
262086;Simples
262087;Dupla
262088;Simples
262089;Simples
262090;Simples
262093;Simples
262094;Simples
262096;Simples
262097;Dupla
262098;Simples
262099;Dupla
262100;Dupla
262101;Dupla
262102;Simples
262103;Simples
262104;Dupla
262105;Dupla
262106;Dupla
262107;Dupla
262108;Dupla
262109;Simples
262110;Simples
262111;Dupla
262112;Simples
262113;Dupla
262114;Dupla
262115;Simples
262116;Simples
262117;Dupla
262118;Simples
262119;Simples
262121;Simples
262122;Simples
262124;Dupla
262125;Dupla
262126;Dupla
262127;Simples
262128;Múltipla
262131;Dupla
262132;Dupla
262133;Simples
262134;Dupla
262135;Simples
262136;Simples
262137;Simples
262138;Múltipla
262139;Dupla
262140;Dupla
262142;Dupla
262143;Simples
262146;Múltipla
262147;Dupla
262149;Simples
262150;Múltipla
262151;Dupla
262152;Dupla
262153;Simples
262154;Simples
262155;Simples
262156;Simples
262157;Dupla
262158;Simples
262159;Dupla
262160;Simples
262161;Dupla
262162;Simples
262163;Dupla
262164;Simples
262165;Simples
262166;Simples
262167;Simples
262168;Simples
262170;Simples
262171;Dupla
262172;Dupla
262173;Simples
262174;Simples
262175;Simples
262176;Dupla
262177;Simples
262178;Simples
262179;Simples
262180;Simples
262181;Dupla
262182;Dupla
262184;Dupla
262185;Simples
262186;Dupla
262187;Múltipla
262188;Simples
262190;Simples
262191;Dupla
262192;Dupla
262193;Simples
262194;Múltipla
262195;Simples
262196;Simples
262197;Simples
262198;Dupla
262200;Dupla
262201;Simples
262202;Simples
262203;Simples
262204;Dupla
262205;Simples
262206;Dupla
262207;Simples
262208;Simples
262209;Simples
262210;Simples
262211;Simples
262212;Simples
262213;Simples
262214;Dupla
262215;Dupla
262216;Simples
262217;Simples
262218;Simples
262219;Simples
262221;Simples
262222;Múltipla
262223;Dupla
262224;Dupla
262225;Dupla
262227;Simples
262228;Dupla
262229;Dupla
262230;Dupla
262231;Múltipla
262232;Simples
262233;Dupla
262234;Simples
262236;Simples
262237;Dupla
262238;Dupla
262239;Dupla
262240;Dupla
262241;Simples
262242;Dupla
262243;Simples
262244;Simples
262245;Dupla
262246;Dupla
262247;Dupla
262249;Dupla
262250;Simples
262251;Simples
262253;Dupla
262254;Simples
262255;Dupla
262256;Simples
262257;Dupla
262258;Dupla
262259;Dupla
262260;Dupla
262261;Simples
262262;Simples
262263;Dupla
262264;Dupla
262265;Simples
262266;Dupla
262267;Dupla
262268;Dupla
262269;Simples
262270;Dupla
262271;Dupla
262272;Simples
262273;Simples
262274;Múltipla
262275;Simples
262276;Simples
262277;Simples
262278;Simples
262279;Dupla
262280;Dupla
262281;Simples
262282;Simples
262283;Dupla
262284;Múltipla
262285;Dupla
262286;Dupla
262287;Simples
262288;Múltipla
262289;Dupla
262290;Simples
262291;Simples
262293;Dupla
262294;Dupla
262295;Simples
262297;Simples
262298;Simples
262299;Dupla
262301;Dupla
262302;Simples
262303;Dupla
262304;Dupla
262305;Simples
262306;Dupla
262307;Simples
262308;Simples
262309;Dupla
262310;Dupla
262311;Dupla
262312;Simples
262313;Simples
262314;Simples
262315;Dupla
262316;Simples
262317;Simples
262319;Dupla
262320;Simples
262321;Simples
262324;Múltipla
262325;Dupla
262326;Simples
262327;Dupla
262328;Dupla
262329;Dupla
262332;Dupla
262333;Dupla
262334;Simples
262336;Simples
262337;Simples
262338;Simples
262339;Simples
262340;Dupla
262341;Dupla
262343;Dupla
262344;Múltipla
262345;Simples
262346;Simples
262347;Múltipla
262348;Dupla
262349;Simples
262350;Dupla
262351;Simples
262353;Dupla
262354;Dupla
262355;Dupla
262356;Simples
262357;Simples
262358;Simples
262359;Dupla
262361;Simples
262362;Dupla
262363;Dupla
262365;Dupla
262366;Dupla
262367;Simples
262368;Dupla
262369;Dupla
262370;Simples
262371;Dupla
262372;Múltipla
262373;Simples
262377;Simples
262378;Dupla
262379;Dupla
262380;Simples
262382;Dupla
262383;Dupla
262385;Simples
262386;Simples
262387;Simples
262388;Simples
262389;Múltipla
262390;Simples
262391;Dupla
262392;Simples
262393;Simples
262394;Simples
262395;Dupla
262397;Dupla
262399;Dupla
262400;Simples
262401;Dupla
262402;Simples
262403;Simples
262405;Simples
262407;Múltipla
262408;Simples
262412;Simples
262413;Simples
262414;Simples
262415;Dupla
262416;Simples
262417;Dupla
262418;Simples
262420;Dupla
262422;Simples
262423;Simples
262424;Dupla
262425;Dupla
262426;Dupla
262427;Simples
262428;Dupla
262429;Simples
262430;Dupla
262431;Dupla
262432;Dupla
262433;Simples
262435;Múltipla
262436;Múltipla
262437;Simples
262438;Simples
262439;Dupla
262440;Simples
262443;Dupla
262444;Simples
262446;Simples
262447;Dupla
262448;Dupla
262449;Dupla
262450;Simples
262451;Simples
262452;Simples
262453;Dupla
262454;Dupla
262456;Dupla
262457;Simples
262458;Simples
262459;Simples
262460;Simples
262462;Dupla
262463;Dupla
262464;Simples
262465;Dupla
262466;Dupla
262467;Simples
262468;Dupla
262469;Simples
262471;Simples
262472;Dupla
262473;Simples
262474;Simples
262475;Dupla
262476;Múltipla
262477;Simples
262478;Simples
262479;Dupla
262480;Simples
262481;Dupla
262482;Simples
262483;Simples
262485;Simples
262486;Dupla
262487;Simples
262488;Dupla
262489;Simples
262490;Dupla
262492;Dupla
262493;Dupla
262494;Dupla
262495;Múltipla
262496;Simples
262497;Simples
262498;Simples
262499;Simples
262500;Simples
262501;Simples
262502;Simples
262503;Simples
262504;Múltipla
262505;Simples
262516;Dupla
262530;Simples
262531;Simples
262532;Múltipla
262533;Simples
262534;Simples
262535;Simples
262536;Simples
262537;Múltipla
262538;Simples
262539;Simples
262540;Simples
262541;Simples
262543;Simples
262544;Simples
262545;Dupla
262546;Dupla
262547;Múltipla
262548;Dupla
262550;Múltipla
262551;Dupla
262553;Simples
262554;Dupla
262555;Dupla
262556;Dupla
262557;Simples
262558;Simples
262559;Dupla
262560;Simples
262561;Simples
262563;Múltipla
262564;Simples
262565;Múltipla
262566;Simples
262568;Simples
