f_acidente;d_tipopista
262569;Dupla
262570;Dupla
262571;Simples
262572;Múltipla
262573;Simples
262575;Simples
262576;Dupla
262577;Simples
262578;Simples
262579;Simples
262580;Múltipla
262582;Simples
262583;Simples
262584;Simples
262585;Dupla
262586;Dupla
262589;Simples
262590;Dupla
262591;Simples
262592;Dupla
262593;Dupla
262594;Simples
262596;Simples
262597;Dupla
262598;Simples
262600;Simples
262601;Simples
262602;Dupla
262603;Dupla
262604;Simples
262605;Múltipla
262606;Simples
262607;Simples
262608;Simples
262611;Simples
262612;Simples
262613;Simples
262614;Simples
262616;Simples
262617;Simples
262619;Simples
262620;Simples
262621;Simples
262622;Dupla
262623;Simples
262624;Simples
262625;Dupla
262626;Simples
262627;Dupla
262629;Simples
262630;Dupla
262631;Simples
262632;Dupla
262633;Dupla
262634;Simples
262636;Simples
262637;Dupla
262638;Simples
262639;Dupla
262640;Simples
262641;Simples
262642;Dupla
262643;Dupla
262644;Dupla
262645;Dupla
262646;Múltipla
262647;Simples
262648;Dupla
262649;Simples
262650;Dupla
262651;Dupla
262652;Simples
262653;Simples
262654;Dupla
262655;Simples
262657;Simples
262658;Simples
262659;Simples
262660;Dupla
262661;Simples
262663;Simples
262664;Simples
262665;Múltipla
262666;Simples
262667;Dupla
262668;Simples
262669;Simples
262670;Simples
262671;Simples
262672;Simples
262673;Dupla
262674;Simples
262675;Simples
262676;Simples
262677;Simples
262678;Simples
262679;Simples
262681;Dupla
262683;Simples
262685;Simples
262686;Dupla
262687;Dupla
262688;Dupla
262689;Dupla
262690;Simples
262691;Simples
262692;Simples
262693;Dupla
262694;Simples
262696;Múltipla
262697;Simples
262698;Simples
262699;Dupla
262700;Dupla
262701;Dupla
262702;Dupla
262703;Simples
262704;Dupla
262705;Dupla
262706;Dupla
262715;Múltipla
262720;Dupla
262721;Simples
262722;Dupla
262723;Múltipla
262724;Simples
262725;Simples
262726;Dupla
262727;Simples
262728;Múltipla
262729;Dupla
262730;Dupla
262731;Dupla
262733;Dupla
262734;Dupla
262735;Simples
262736;Simples
262737;Dupla
262739;Dupla
262740;Dupla
262741;Simples
262742;Simples
262743;Simples
262744;Simples
262745;Dupla
262747;Simples
262748;Simples
262750;Simples
262751;Dupla
262752;Dupla
262754;Dupla
262755;Dupla
262757;Dupla
262758;Dupla
262759;Múltipla
262760;Simples
262761;Simples
262762;Simples
262764;Dupla
262766;Simples
262768;Simples
262769;Simples
262770;Simples
262771;Múltipla
262772;Dupla
262773;Simples
262774;Dupla
262775;Múltipla
262776;Simples
262777;Dupla
262779;Dupla
262780;Simples
262781;Dupla
262782;Dupla
262783;Simples
262784;Simples
262785;Dupla
262786;Múltipla
262788;Dupla
262789;Simples
262791;Simples
262792;Dupla
262793;Simples
262794;Múltipla
262795;Simples
262797;Dupla
262798;Simples
262799;Simples
262800;Dupla
262801;Simples
262802;Múltipla
262803;Dupla
262804;Dupla
262805;Dupla
262806;Dupla
262808;Simples
262809;Dupla
262810;Dupla
262811;Dupla
262812;Simples
262813;Simples
262814;Dupla
262815;Dupla
262816;Dupla
262817;Simples
262818;Dupla
262819;Simples
262820;Múltipla
262821;Múltipla
262822;Simples
262823;Simples
262824;Simples
262825;Dupla
262827;Dupla
262828;Simples
262829;Múltipla
262831;Dupla
262832;Simples
262833;Dupla
262834;Simples
262835;Dupla
262836;Simples
262838;Simples
262839;Simples
262840;Dupla
262841;Simples
262842;Dupla
262843;Simples
262844;Simples
262845;Simples
262846;Simples
262847;Simples
262849;Simples
262850;Simples
262851;Simples
262852;Dupla
262853;Dupla
262854;Dupla
262855;Simples
262856;Dupla
262857;Simples
262858;Simples
262859;Simples
262860;Simples
262861;Simples
262862;Simples
262863;Simples
262864;Simples
262865;Dupla
262866;Dupla
262867;Dupla
262868;Dupla
262869;Dupla
262870;Dupla
262871;Dupla
262872;Simples
262873;Dupla
262874;Simples
262875;Simples
262876;Dupla
262877;Simples
262878;Simples
262879;Simples
262880;Dupla
262881;Simples
262882;Simples
262883;Múltipla
262884;Simples
262885;Múltipla
262886;Dupla
262887;Dupla
262888;Simples
262890;Simples
262891;Múltipla
262892;Simples
262893;Dupla
262894;Dupla
262895;Dupla
262896;Simples
262897;Simples
262898;Simples
262899;Simples
262901;Dupla
262902;Múltipla
262903;Simples
262904;Dupla
262905;Simples
262906;Simples
262907;Múltipla
262908;Dupla
262909;Simples
262910;Dupla
262911;Simples
262913;Dupla
262916;Simples
262919;Simples
262920;Simples
262921;Dupla
262922;Simples
262923;Dupla
262925;Dupla
262926;Dupla
262929;Dupla
262930;Simples
262932;Simples
262933;Dupla
262934;Simples
262935;Dupla
262937;Múltipla
262938;Dupla
262941;Dupla
262942;Dupla
262943;Dupla
262944;Dupla
262946;Simples
262948;Simples
262949;Simples
262951;Simples
262952;Simples
262954;Dupla
262955;Simples
262956;Múltipla
262957;Simples
262958;Simples
262959;Simples
262960;Múltipla
262961;Simples
262962;Dupla
262963;Simples
262964;Simples
262965;Simples
262967;Dupla
262968;Dupla
262969;Dupla
262970;Dupla
262971;Simples
262973;Dupla
262974;Simples
262976;Dupla
262977;Dupla
262979;Simples
262980;Simples
262981;Simples
262982;Simples
262983;Simples
262984;Simples
262985;Dupla
262986;Simples
262987;Simples
262989;Dupla
262990;Simples
262991;Simples
262993;Simples
262994;Simples
262995;Dupla
262996;Simples
262997;Simples
262998;Simples
262999;Dupla
263000;Dupla
263001;Simples
263002;Simples
263005;Simples
263006;Dupla
263007;Simples
263010;Dupla
263011;Dupla
263012;Dupla
263013;Dupla
263014;Dupla
263015;Simples
263016;Simples
263017;Simples
263018;Simples
263019;Dupla
263020;Dupla
263021;Dupla
263022;Simples
263023;Dupla
263024;Dupla
263025;Dupla
263027;Dupla
263029;Dupla
263030;Dupla
263031;Simples
263032;Simples
263033;Simples
263034;Simples
263035;Dupla
263036;Dupla
263037;Dupla
263038;Dupla
263039;Dupla
263041;Simples
263042;Dupla
263043;Dupla
263044;Simples
263045;Simples
263046;Dupla
263047;Dupla
263049;Simples
263050;Simples
263051;Simples
263052;Simples
263054;Dupla
263055;Simples
263056;Simples
263057;Dupla
263058;Dupla
263060;Simples
263061;Dupla
263063;Simples
263064;Múltipla
263065;Simples
263066;Múltipla
263067;Dupla
263068;Simples
263069;Dupla
263070;Múltipla
263071;Dupla
263072;Simples
263073;Dupla
263074;Simples
263075;Múltipla
263078;Simples
263079;Simples
263080;Simples
263081;Dupla
263082;Simples
263083;Simples
263084;Dupla
263085;Dupla
263086;Dupla
263087;Dupla
263089;Dupla
263090;Dupla
263091;Dupla
263092;Dupla
263093;Dupla
263094;Dupla
263095;Dupla
263096;Múltipla
263097;Dupla
263098;Múltipla
263099;Simples
263100;Dupla
263101;Simples
263102;Simples
263104;Dupla
263105;Simples
263106;Dupla
263109;Simples
263110;Dupla
263111;Simples
263114;Dupla
263116;Simples
263117;Simples
263119;Simples
263120;Simples
263121;Dupla
263122;Simples
263123;Dupla
263124;Simples
263127;Simples
263129;Dupla
263131;Dupla
263133;Dupla
263134;Dupla
263135;Dupla
263136;Dupla
263137;Simples
263138;Múltipla
263139;Simples
263140;Simples
263142;Dupla
263144;Dupla
263145;Dupla
263147;Simples
263148;Simples
263149;Simples
263151;Simples
263152;Simples
263153;Simples
263154;Simples
263155;Simples
263156;Dupla
263157;Dupla
263160;Múltipla
263162;Dupla
263163;Simples
263164;Dupla
263165;Dupla
263166;Simples
263167;Simples
263168;Simples
263169;Simples
263170;Simples
263171;Dupla
263172;Dupla
263173;Simples
263174;Múltipla
263175;Simples
263176;Simples
263177;Simples
263178;Dupla
263179;Simples
263180;Simples
263181;Simples
263182;Dupla
263183;Simples
263184;Dupla
263185;Dupla
263186;Dupla
263187;Simples
263188;Simples
263189;Simples
263190;Dupla
263192;Simples
263193;Simples
263194;Simples
263195;Dupla
263196;Dupla
263197;Simples
263199;Dupla
263201;Múltipla
263202;Dupla
263203;Simples
263204;Simples
263205;Simples
263206;Simples
263207;Dupla
263208;Simples
263209;Dupla
263210;Simples
263211;Simples
263212;Dupla
263213;Dupla
263214;Simples
263215;Simples
263216;Simples
263217;Dupla
263218;Simples
263219;Dupla
263220;Simples
263221;Dupla
263222;Simples
263223;Dupla
263224;Simples
263225;Simples
263226;Simples
263227;Dupla
263228;Dupla
263229;Dupla
263230;Simples
263231;Simples
263232;Simples
263233;Simples
263234;Simples
263235;Simples
263236;Simples
263237;Simples
263238;Dupla
263239;Simples
263240;Dupla
263242;Simples
263243;Dupla
263244;Simples
263245;Dupla
263246;Simples
263247;Simples
263248;Dupla
263249;Simples
263250;Simples
263251;Dupla
263252;Simples
263253;Simples
263254;Simples
263255;Simples
263256;Simples
263257;Dupla
263260;Simples
263261;Dupla
263262;Simples
263263;Simples
263264;Simples
263265;Dupla
263266;Dupla
263268;Simples
263269;Simples
263270;Simples
263271;Simples
263272;Simples
263273;Dupla
263274;Dupla
263275;Simples
263276;Dupla
263277;Dupla
263278;Dupla
263279;Simples
263280;Simples
263281;Simples
263282;Dupla
263283;Múltipla
263284;Simples
263286;Simples
263287;Dupla
263288;Múltipla
263289;Simples
263290;Simples
263291;Simples
263292;Múltipla
263294;Simples
263295;Dupla
263296;Dupla
263297;Dupla
263298;Múltipla
263301;Simples
263302;Dupla
263303;Simples
263304;Dupla
263305;Dupla
263306;Dupla
263307;Dupla
263308;Dupla
263309;Simples
263311;Simples
263312;Dupla
263314;Simples
263315;Simples
263317;Dupla
263318;Dupla
263319;Dupla
263321;Simples
263322;Dupla
263324;Dupla
263325;Dupla
263331;Simples
263332;Dupla
263333;Simples
263334;Simples
263335;Múltipla
263337;Dupla
263338;Dupla
263340;Simples
263342;Simples
263343;Dupla
263344;Simples
263345;Simples
263346;Simples
263348;Dupla
263350;Múltipla
263351;Simples
263352;Múltipla
263353;Múltipla
263354;Simples
263355;Dupla
263356;Dupla
263357;Múltipla
263360;Simples
263362;Simples
263365;Simples
263367;Simples
263368;Simples
263369;Múltipla
263371;Simples
263372;Dupla
263373;Simples
263376;Dupla
263378;Simples
263379;Dupla
263380;Dupla
263382;Simples
263383;Simples
263384;Dupla
263385;Simples
263387;Dupla
263388;Simples
263389;Dupla
263391;Simples
263392;Dupla
263393;Dupla
263394;Dupla
263395;Simples
263396;Simples
263397;Simples
263398;Dupla
263399;Dupla
263401;Múltipla
263402;Simples
263403;Dupla
263404;Simples
263405;Simples
263406;Simples
263407;Simples
263408;Simples
263409;Simples
263410;Dupla
263411;Simples
263412;Dupla
263413;Simples
263416;Dupla
263417;Dupla
263418;Dupla
263419;Múltipla
263420;Simples
263421;Dupla
263422;Dupla
263423;Simples
263424;Simples
263425;Simples
263428;Simples
263430;Simples
263432;Dupla
263433;Dupla
263434;Múltipla
263435;Simples
263436;Simples
263437;Simples
263439;Múltipla
263440;Simples
263441;Dupla
263442;Dupla
263445;Simples
263446;Simples
263447;Simples
263448;Simples
263449;Dupla
263450;Simples
263451;Dupla
263452;Simples
263453;Simples
263454;Dupla
263455;Múltipla
263456;Dupla
263457;Simples
263458;Simples
263459;Simples
263460;Simples
263461;Simples
263462;Dupla
263463;Dupla
263464;Dupla
263465;Simples
263466;Simples
263467;Simples
263468;Múltipla
263469;Dupla
263470;Simples
263471;Dupla
263472;Dupla
263473;Dupla
263475;Dupla
263476;Dupla
263478;Dupla
263479;Simples
263480;Simples
263481;Dupla
263482;Dupla
263483;Dupla
263485;Dupla
263486;Dupla
263487;Dupla
263488;Simples
263489;Dupla
263490;Dupla
263491;Simples
263492;Simples
263493;Múltipla
263494;Dupla
263495;Simples
263496;Simples
263497;Múltipla
263498;Simples
263499;Dupla
263500;Dupla
263501;Dupla
263502;Dupla
263503;Simples
263504;Dupla
263505;Dupla
263506;Dupla
263508;Dupla
263510;Múltipla
263511;Simples
263512;Simples
263513;Dupla
263514;Simples
263515;Dupla
263516;Dupla
263518;Dupla
263519;Simples
263520;Dupla
263521;Dupla
263522;Simples
263523;Dupla
263524;Dupla
263525;Simples
263526;Dupla
263527;Dupla
263528;Dupla
263530;Simples
263531;Simples
263532;Dupla
263533;Múltipla
263534;Simples
263535;Dupla
263536;Dupla
263537;Simples
263539;Dupla
263540;Dupla
263541;Simples
263542;Múltipla
263543;Dupla
263544;Simples
263546;Dupla
263547;Dupla
263548;Simples
263549;Dupla
263550;Dupla
263551;Simples
263552;Múltipla
263553;Dupla
263554;Simples
263555;Simples
263556;Dupla
263557;Dupla
263558;Simples
263560;Dupla
263561;Dupla
263562;Simples
263563;Dupla
263564;Dupla
263565;Simples
263566;Dupla
263567;Dupla
263568;Simples
263569;Simples
263570;Simples
263571;Simples
263573;Simples
263574;Dupla
263575;Dupla
263576;Simples
263577;Dupla
263579;Dupla
263581;Dupla
263584;Dupla
263585;Simples
263586;Múltipla
263587;Dupla
263588;Simples
263589;Simples
263591;Simples
263592;Dupla
263593;Simples
263594;Simples
263595;Dupla
263596;Simples
263597;Dupla
263598;Dupla
263600;Múltipla
263601;Dupla
263602;Dupla
263603;Simples
263604;Simples
263605;Dupla
263606;Simples
263607;Dupla
263608;Simples
263609;Dupla
263610;Simples
263611;Simples
263612;Simples
263613;Dupla
263614;Simples
263615;Dupla
263616;Múltipla
263617;Simples
263618;Dupla
263621;Dupla
263622;Simples
263623;Dupla
263625;Simples
263626;Dupla
263627;Simples
263628;Simples
263629;Simples
263632;Múltipla
263633;Simples
263634;Simples
263635;Dupla
263636;Dupla
263637;Simples
263638;Simples
263639;Múltipla
263640;Simples
263641;Simples
263642;Simples
263643;Simples
263644;Simples
263645;Dupla
263646;Simples
263647;Dupla
263648;Simples
263649;Simples
263652;Simples
263653;Simples
263654;Simples
263655;Simples
263656;Simples
263657;Simples
263658;Simples
263659;Dupla
263660;Simples
263661;Dupla
263662;Simples
263663;Simples
263664;Simples
263666;Simples
263667;Dupla
263668;Simples
263669;Simples
263670;Dupla
263672;Simples
263673;Múltipla
263675;Dupla
263676;Dupla
263677;Simples
263678;Múltipla
263679;Simples
263680;Dupla
263681;Dupla
263682;Simples
263683;Simples
263685;Simples
263686;Simples
263687;Dupla
263688;Simples
263689;Simples
263690;Dupla
263691;Simples
263693;Dupla
263694;Dupla
263695;Simples
263696;Simples
263697;Dupla
263698;Simples
263699;Simples
263700;Simples
263701;Dupla
263702;Dupla
263703;Simples
263704;Dupla
263705;Simples
263706;Simples
263707;Dupla
263708;Dupla
263709;Simples
263710;Simples
263711;Dupla
263712;Simples
263714;Simples
263715;Simples
263716;Simples
263718;Dupla
263719;Dupla
263721;Simples
263723;Dupla
263724;Simples
263725;Dupla
263726;Dupla
263727;Simples
263728;Dupla
263729;Simples
263730;Simples
263731;Dupla
263732;Dupla
263733;Simples
263734;Dupla
263735;Simples
263736;Múltipla
263737;Simples
263738;Simples
263739;Dupla
263740;Simples
263741;Simples
263744;Simples
263745;Simples
263746;Dupla
263747;Dupla
263748;Dupla
263750;Simples
263751;Dupla
263752;Múltipla
263753;Múltipla
263754;Dupla
263755;Simples
263756;Simples
263757;Dupla
263758;Dupla
263759;Dupla
263761;Dupla
263763;Simples
263764;Dupla
263765;Múltipla
263766;Dupla
263767;Dupla
263768;Simples
263769;Simples
263770;Simples
263771;Simples
263772;Simples
263773;Dupla
263774;Simples
263775;Simples
263776;Simples
263777;Simples
263778;Simples
263779;Dupla
263781;Dupla
263782;Simples
263783;Dupla
263784;Simples
263785;Simples
263787;Dupla
263788;Dupla
263789;Simples
263791;Simples
263793;Simples
263794;Simples
263795;Dupla
263796;Simples
263797;Simples
263799;Simples
263800;Simples
263801;Dupla
263802;Simples
263803;Simples
263804;Simples
263806;Múltipla
263807;Múltipla
263808;Simples
263809;Simples
263811;Dupla
263812;Dupla
263813;Dupla
263814;Simples
263815;Simples
263816;Dupla
263817;Dupla
263818;Simples
263819;Dupla
263820;Simples
263822;Simples
263823;Simples
263824;Simples
263825;Simples
263826;Dupla
263827;Múltipla
263828;Simples
263829;Simples
263831;Dupla
263832;Dupla
263833;Múltipla
263834;Simples
263835;Simples
263837;Dupla
263838;Simples
263839;Dupla
263840;Simples
263841;Dupla
263842;Simples
263843;Simples
263844;Dupla
263845;Dupla
263846;Simples
263847;Dupla
263849;Múltipla
263850;Simples
263851;Simples
263852;Simples
263853;Múltipla
263854;Simples
263855;Simples
263856;Múltipla
263857;Simples
263859;Dupla
263861;Simples
263862;Simples
263863;Simples
263864;Simples
263866;Múltipla
263868;Simples
263869;Dupla
263871;Simples
263872;Dupla
263873;Dupla
263875;Dupla
263876;Dupla
263877;Dupla
263880;Simples
263881;Dupla
263882;Dupla
263883;Múltipla
263884;Simples
263885;Simples
263886;Dupla
263887;Dupla
263888;Dupla
263890;Simples
263891;Simples
263892;Dupla
263893;Simples
263894;Dupla
263895;Simples
263896;Dupla
263897;Dupla
263898;Dupla
263899;Simples
263900;Simples
263901;Dupla
263902;Simples
263903;Simples
263904;Dupla
263906;Múltipla
263907;Simples
263908;Dupla
263909;Múltipla
263910;Dupla
263911;Dupla
263913;Simples
263914;Simples
263915;Simples
263916;Dupla
263917;Simples
263918;Dupla
263919;Simples
263920;Simples
263921;Simples
263922;Dupla
263923;Dupla
263924;Múltipla
263926;Simples
263927;Simples
263928;Simples
263929;Dupla
263930;Dupla
263931;Simples
263932;Simples
263933;Múltipla
263934;Dupla
263935;Simples
263936;Simples
263937;Simples
263938;Dupla
263940;Simples
263941;Simples
263942;Simples
263943;Simples
263945;Simples
263946;Dupla
263947;Dupla
263948;Simples
263949;Simples
263950;Múltipla
263951;Simples
263952;Simples
263953;Múltipla
263954;Simples
263955;Dupla
263956;Dupla
263957;Dupla
263958;Simples
263959;Múltipla
263960;Dupla
263961;Simples
263962;Dupla
263963;Simples
263964;Múltipla
263965;Dupla
263966;Simples
263967;Dupla
263968;Dupla
263970;Dupla
263971;Dupla
263972;Dupla
263973;Simples
263974;Simples
263975;Dupla
263977;Simples
263978;Dupla
263979;Dupla
263980;Dupla
263983;Dupla
263984;Simples
263985;Dupla
263986;Dupla
263987;Múltipla
263989;Múltipla
263990;Simples
263992;Dupla
263995;Simples
263996;Simples
263997;Simples
263999;Simples
264000;Dupla
264001;Simples
264003;Simples
264006;Simples
264007;Simples
264008;Dupla
264009;Múltipla
264022;Simples
264023;Simples
264024;Dupla
264025;Dupla
264026;Simples
264027;Simples
264028;Dupla
264029;Dupla
264030;Simples
264031;Simples
264032;Dupla
264033;Dupla
264034;Simples
264035;Simples
264036;Simples
264037;Simples
264038;Simples
264039;Dupla
264042;Dupla
264043;Dupla
264044;Dupla
264045;Simples
264046;Simples
264049;Dupla
264050;Simples
264051;Dupla
264052;Simples
264053;Dupla
264054;Dupla
264055;Simples
264056;Simples
264057;Simples
264058;Simples
264059;Simples
264060;Dupla
264062;Simples
264063;Dupla
264065;Simples
264066;Simples
264067;Simples
264068;Dupla
264069;Simples
264071;Simples
264072;Simples
264073;Dupla
264074;Simples
264075;Simples
264076;Simples
264077;Simples
264079;Simples
264080;Simples
264081;Simples
264082;Dupla
264083;Simples
264084;Simples
264085;Dupla
264086;Múltipla
264087;Dupla
264088;Simples
264089;Simples
264090;Simples
264091;Simples
264092;Simples
264094;Dupla
264095;Dupla
264096;Dupla
264097;Simples
264098;Dupla
264099;Dupla
264100;Simples
264101;Simples
264102;Simples
264103;Dupla
264104;Múltipla
264105;Simples
264106;Simples
264107;Dupla
264108;Simples
264109;Simples
264110;Dupla
264111;Dupla
264113;Dupla
264114;Simples
264115;Dupla
