f_acidente;d_diasemana
264007;segunda-feira
264008;segunda-feira
264009;segunda-feira
264022;segunda-feira
264023;sexta-feira
264024;segunda-feira
264025;segunda-feira
264026;segunda-feira
264027;segunda-feira
264028;segunda-feira
264029;segunda-feira
264030;segunda-feira
264031;segunda-feira
264032;segunda-feira
264033;segunda-feira
264034;segunda-feira
264035;segunda-feira
264036;segunda-feira
264037;sábado
264038;segunda-feira
264039;segunda-feira
264042;segunda-feira
264043;segunda-feira
264044;segunda-feira
264045;segunda-feira
264046;segunda-feira
264049;segunda-feira
264050;segunda-feira
264051;segunda-feira
264052;segunda-feira
264053;segunda-feira
264054;segunda-feira
264055;segunda-feira
264056;segunda-feira
264057;segunda-feira
264058;segunda-feira
264059;segunda-feira
264060;segunda-feira
264062;segunda-feira
264063;segunda-feira
264065;segunda-feira
264066;segunda-feira
264067;segunda-feira
264068;segunda-feira
264069;segunda-feira
264071;segunda-feira
264072;segunda-feira
264073;segunda-feira
264074;segunda-feira
264075;segunda-feira
264076;segunda-feira
264077;segunda-feira
264079;segunda-feira
264080;segunda-feira
264081;segunda-feira
264082;segunda-feira
264083;segunda-feira
264084;segunda-feira
264085;segunda-feira
264086;segunda-feira
264087;segunda-feira
264088;segunda-feira
264089;segunda-feira
264090;segunda-feira
264091;segunda-feira
264092;segunda-feira
264094;segunda-feira
264095;segunda-feira
264096;segunda-feira
264097;segunda-feira
264098;segunda-feira
264099;segunda-feira
264100;segunda-feira
264101;segunda-feira
264102;segunda-feira
264103;segunda-feira
264104;segunda-feira
264105;segunda-feira
264106;segunda-feira
264107;segunda-feira
264108;segunda-feira
264109;segunda-feira
264110;segunda-feira
264111;segunda-feira
264113;segunda-feira
264114;segunda-feira
264115;segunda-feira
264116;segunda-feira
264117;segunda-feira
264118;segunda-feira
264119;segunda-feira
264120;segunda-feira
264121;segunda-feira
264122;segunda-feira
264123;segunda-feira
264126;segunda-feira
264127;segunda-feira
264130;segunda-feira
264131;segunda-feira
264132;domingo
264133;segunda-feira
264134;segunda-feira
264135;segunda-feira
264136;segunda-feira
264137;terça-feira
264139;segunda-feira
264140;terça-feira
264141;segunda-feira
264142;segunda-feira
264143;terça-feira
264144;segunda-feira
264145;terça-feira
264147;terça-feira
264148;segunda-feira
264149;terça-feira
264150;terça-feira
264151;terça-feira
264152;segunda-feira
264153;terça-feira
264154;terça-feira
264155;segunda-feira
264157;terça-feira
264158;terça-feira
264160;terça-feira
264161;terça-feira
264162;terça-feira
264163;terça-feira
264164;terça-feira
264165;terça-feira
264166;terça-feira
264167;terça-feira
264169;terça-feira
264170;terça-feira
264171;terça-feira
264172;terça-feira
264173;terça-feira
264174;terça-feira
264175;terça-feira
264176;terça-feira
264178;terça-feira
264180;terça-feira
264181;terça-feira
264182;domingo
264184;terça-feira
264186;terça-feira
264187;terça-feira
264188;terça-feira
264189;terça-feira
264191;terça-feira
264192;terça-feira
264193;terça-feira
264194;terça-feira
264195;domingo
264197;terça-feira
264198;terça-feira
264199;terça-feira
264200;terça-feira
264201;terça-feira
264202;terça-feira
264203;terça-feira
264204;terça-feira
264205;terça-feira
264206;terça-feira
264207;terça-feira
264208;terça-feira
264209;terça-feira
264210;terça-feira
264211;terça-feira
264212;terça-feira
264213;terça-feira
264214;terça-feira
264215;quinta-feira
264216;terça-feira
264217;terça-feira
264218;terça-feira
264219;terça-feira
264220;terça-feira
264221;sexta-feira
264223;terça-feira
264224;terça-feira
264225;terça-feira
264226;terça-feira
264227;terça-feira
264228;terça-feira
264230;terça-feira
264231;terça-feira
264232;terça-feira
264233;terça-feira
264235;terça-feira
264236;terça-feira
264237;terça-feira
264238;terça-feira
264239;terça-feira
264240;terça-feira
264241;quarta-feira
264242;terça-feira
264244;terça-feira
264245;terça-feira
264246;terça-feira
264248;terça-feira
264249;terça-feira
264250;terça-feira
264252;terça-feira
264253;terça-feira
264254;terça-feira
264255;terça-feira
264256;terça-feira
264257;terça-feira
264258;terça-feira
264259;terça-feira
264260;terça-feira
264261;terça-feira
264262;terça-feira
264263;terça-feira
264264;terça-feira
264266;terça-feira
264267;terça-feira
264268;terça-feira
264269;terça-feira
264270;quarta-feira
264271;terça-feira
264272;terça-feira
264273;terça-feira
264274;terça-feira
264275;terça-feira
264276;terça-feira
264277;terça-feira
264278;terça-feira
264279;terça-feira
264280;terça-feira
264281;terça-feira
264282;terça-feira
264283;terça-feira
264284;segunda-feira
264285;terça-feira
264287;terça-feira
264288;terça-feira
264289;terça-feira
264290;terça-feira
264291;terça-feira
264292;terça-feira
264293;terça-feira
264294;terça-feira
264295;terça-feira
264297;terça-feira
264298;quinta-feira
264299;terça-feira
264301;terça-feira
264302;terça-feira
264304;terça-feira
264305;terça-feira
264306;terça-feira
264307;terça-feira
264308;terça-feira
264309;terça-feira
264310;terça-feira
264311;terça-feira
264312;terça-feira
264313;terça-feira
264314;terça-feira
264315;terça-feira
264316;terça-feira
264318;terça-feira
264319;terça-feira
264320;terça-feira
264321;terça-feira
264322;terça-feira
264323;terça-feira
264325;terça-feira
264326;terça-feira
264327;terça-feira
264328;quarta-feira
264329;terça-feira
264330;terça-feira
264331;terça-feira
264332;quarta-feira
264333;quarta-feira
264334;quarta-feira
264335;quarta-feira
264336;quarta-feira
264337;quarta-feira
264338;quarta-feira
264339;quarta-feira
264340;quarta-feira
264341;quarta-feira
264342;quarta-feira
264343;quarta-feira
264344;terça-feira
264345;terça-feira
264346;quarta-feira
264347;quarta-feira
264348;quarta-feira
264349;quarta-feira
264350;quarta-feira
264351;quarta-feira
264352;quarta-feira
264353;quarta-feira
264354;quarta-feira
264355;quarta-feira
264356;quarta-feira
264357;quarta-feira
264358;quarta-feira
264359;quarta-feira
264361;quarta-feira
264362;quarta-feira
264363;quarta-feira
264364;quarta-feira
264365;quarta-feira
264366;quarta-feira
264367;quarta-feira
264368;quarta-feira
264370;quarta-feira
264371;quarta-feira
264372;quarta-feira
264373;quarta-feira
264374;quarta-feira
264375;quarta-feira
264376;quarta-feira
264377;quarta-feira
264378;quarta-feira
264379;quarta-feira
264380;quarta-feira
264381;quarta-feira
264382;quarta-feira
264383;quarta-feira
264384;quarta-feira
264385;quarta-feira
264386;quarta-feira
264387;quarta-feira
264388;quarta-feira
264391;terça-feira
264392;quarta-feira
264393;quarta-feira
264394;quarta-feira
264396;quarta-feira
264397;quarta-feira
264398;quarta-feira
264399;quarta-feira
264400;quarta-feira
264401;quarta-feira
264403;quarta-feira
264405;quarta-feira
264406;quarta-feira
264407;quarta-feira
264408;quarta-feira
264409;quarta-feira
264410;quarta-feira
264412;quarta-feira
264413;quarta-feira
264414;quarta-feira
264415;quarta-feira
264416;quarta-feira
264417;quarta-feira
264419;quarta-feira
264420;quarta-feira
264421;quarta-feira
264422;quarta-feira
264423;quarta-feira
264424;quarta-feira
264425;quarta-feira
264426;quarta-feira
264427;quarta-feira
264428;quarta-feira
264429;quarta-feira
264430;quarta-feira
264431;quarta-feira
264432;quarta-feira
264433;quarta-feira
264434;quarta-feira
264435;quarta-feira
264436;quarta-feira
264437;quarta-feira
264438;sábado
264439;domingo
264441;quarta-feira
264442;quarta-feira
264445;quarta-feira
264446;quarta-feira
264447;quarta-feira
264448;quarta-feira
264449;quarta-feira
264450;quarta-feira
264452;quarta-feira
264453;quarta-feira
264455;quarta-feira
264456;quarta-feira
264457;quarta-feira
264458;quarta-feira
264459;quarta-feira
264460;quarta-feira
264461;quarta-feira
264463;quarta-feira
264464;quarta-feira
264465;quarta-feira
264467;quarta-feira
264469;quarta-feira
264470;quarta-feira
264471;quarta-feira
264472;quarta-feira
264473;quarta-feira
264474;quarta-feira
264475;quarta-feira
264476;quarta-feira
264477;quarta-feira
264478;quarta-feira
264480;quarta-feira
264481;quarta-feira
264483;quarta-feira
264484;quarta-feira
264485;quarta-feira
264486;quarta-feira
264488;quarta-feira
264489;quarta-feira
264490;quarta-feira
264492;quarta-feira
264494;quarta-feira
264495;quarta-feira
264496;quarta-feira
264497;sexta-feira
264498;quarta-feira
264499;quarta-feira
264500;quarta-feira
264502;quarta-feira
264503;sábado
264504;quarta-feira
264506;quarta-feira
264507;quarta-feira
264508;quarta-feira
264509;quarta-feira
264510;quarta-feira
264511;quarta-feira
264512;quarta-feira
264514;quarta-feira
264515;quarta-feira
264516;quarta-feira
264517;quarta-feira
264518;quarta-feira
264519;quarta-feira
264520;quarta-feira
264521;quarta-feira
264522;quarta-feira
264523;quarta-feira
264524;quarta-feira
264526;quarta-feira
264527;quarta-feira
264528;quarta-feira
264529;quarta-feira
264530;quarta-feira
264531;quarta-feira
264532;quinta-feira
264533;quinta-feira
264534;quinta-feira
264535;quinta-feira
264537;quinta-feira
264538;quinta-feira
264539;quinta-feira
264540;quinta-feira
264541;quinta-feira
264542;quinta-feira
264543;quarta-feira
264544;quinta-feira
264545;quinta-feira
264546;quinta-feira
264547;quinta-feira
264548;quinta-feira
264549;quinta-feira
264550;quinta-feira
264551;quinta-feira
264552;quinta-feira
264553;quinta-feira
264555;quinta-feira
264556;quinta-feira
264557;quinta-feira
264558;quinta-feira
264559;quinta-feira
264560;quinta-feira
264561;quinta-feira
264562;quinta-feira
264563;quinta-feira
264564;quinta-feira
264565;quinta-feira
264567;quinta-feira
264568;quinta-feira
264570;quinta-feira
264571;quinta-feira
264572;quinta-feira
264574;quinta-feira
264575;quinta-feira
264576;domingo
264577;quinta-feira
264580;quinta-feira
264583;quinta-feira
264586;quinta-feira
264588;quinta-feira
264589;quinta-feira
264590;quinta-feira
264591;quinta-feira
264592;quinta-feira
264593;quinta-feira
264594;quinta-feira
264595;quinta-feira
264596;quinta-feira
264597;quinta-feira
264598;quinta-feira
264599;quinta-feira
264600;quinta-feira
264601;quinta-feira
264602;quinta-feira
264603;quinta-feira
264604;quinta-feira
264605;quinta-feira
264606;quinta-feira
264607;quinta-feira
264608;quinta-feira
264609;quinta-feira
264610;quinta-feira
264611;quinta-feira
264613;quinta-feira
264614;quinta-feira
264615;quinta-feira
264616;quinta-feira
264617;quinta-feira
264618;quinta-feira
264619;quarta-feira
264620;quinta-feira
264621;quinta-feira
264622;domingo
264623;quinta-feira
264624;quinta-feira
264625;quinta-feira
264626;quinta-feira
264627;quinta-feira
264628;quinta-feira
264629;quinta-feira
264630;quinta-feira
264631;quinta-feira
264633;quinta-feira
264634;quinta-feira
264635;quinta-feira
264636;quinta-feira
264639;quinta-feira
264640;quinta-feira
264641;quinta-feira
264642;quinta-feira
264643;quinta-feira
264644;quinta-feira
264645;quinta-feira
264646;quinta-feira
264647;quinta-feira
264648;quinta-feira
264649;quinta-feira
264650;quinta-feira
264651;quinta-feira
264652;quinta-feira
264654;quinta-feira
264655;quinta-feira
264656;quinta-feira
264657;quinta-feira
264658;quinta-feira
264659;quinta-feira
264661;quinta-feira
264662;quinta-feira
264663;quinta-feira
264665;quinta-feira
264667;quinta-feira
264668;quinta-feira
264671;quinta-feira
264673;quinta-feira
264675;quinta-feira
264676;quinta-feira
264677;quinta-feira
264678;quinta-feira
264679;quinta-feira
264680;quinta-feira
264681;quinta-feira
264682;quinta-feira
264683;quinta-feira
264684;quinta-feira
264685;quinta-feira
264686;quinta-feira
264687;quinta-feira
264688;quinta-feira
264689;quarta-feira
264690;quinta-feira
264691;quinta-feira
264692;quinta-feira
264693;quinta-feira
264694;quinta-feira
264695;quinta-feira
264696;quinta-feira
264697;quinta-feira
264698;quinta-feira
264699;quinta-feira
264700;quinta-feira
264701;quinta-feira
264702;quinta-feira
264705;quinta-feira
264706;quinta-feira
264707;quinta-feira
264708;quinta-feira
264709;quinta-feira
264710;quinta-feira
264711;quinta-feira
264712;quinta-feira
264713;quinta-feira
264714;quinta-feira
264716;quinta-feira
264717;quinta-feira
264718;quinta-feira
264719;quinta-feira
264720;quinta-feira
264721;quinta-feira
264722;quinta-feira
264723;quinta-feira
264724;quinta-feira
264725;quinta-feira
264726;quinta-feira
264728;quinta-feira
264729;quinta-feira
264730;sexta-feira
264731;quinta-feira
264732;sexta-feira
264733;sexta-feira
264734;sexta-feira
264735;sexta-feira
264736;sexta-feira
264737;sexta-feira
264738;sexta-feira
264739;sexta-feira
264740;sexta-feira
264741;sexta-feira
264742;sexta-feira
264743;sexta-feira
264744;quinta-feira
264745;sexta-feira
264746;sexta-feira
264747;sexta-feira
264749;sexta-feira
264750;sexta-feira
264753;sexta-feira
264754;sexta-feira
264755;sexta-feira
264756;sexta-feira
264757;sexta-feira
264760;sexta-feira
264761;sexta-feira
264762;sexta-feira
264763;sexta-feira
264764;sexta-feira
264765;sexta-feira
264766;sexta-feira
264768;sexta-feira
264769;sexta-feira
264770;sexta-feira
264772;sexta-feira
264773;sexta-feira
264774;sexta-feira
264775;sexta-feira
264776;quinta-feira
264777;sexta-feira
264778;sexta-feira
264779;sexta-feira
264780;sexta-feira
264781;sexta-feira
264782;sexta-feira
264783;sexta-feira
264784;sexta-feira
264785;sexta-feira
264786;sexta-feira
264787;sexta-feira
264788;sexta-feira
264790;sexta-feira
264791;sexta-feira
264792;sexta-feira
264793;sexta-feira
264794;sexta-feira
264795;sexta-feira
264797;sexta-feira
264798;sexta-feira
264799;sexta-feira
264800;sexta-feira
264802;sexta-feira
264803;sexta-feira
264804;sexta-feira
264805;sexta-feira
264806;sexta-feira
264807;sexta-feira
264808;sexta-feira
264809;sexta-feira
264810;sexta-feira
264811;domingo
264812;sexta-feira
264815;sexta-feira
264816;domingo
264817;sexta-feira
264818;sexta-feira
264819;sexta-feira
264821;sexta-feira
264822;sexta-feira
264823;sexta-feira
264824;sexta-feira
264825;sexta-feira
264827;sexta-feira
264828;sexta-feira
264829;sexta-feira
264830;sexta-feira
264831;sexta-feira
264832;sexta-feira
264835;sexta-feira
264836;sexta-feira
264838;sexta-feira
264839;sexta-feira
264840;sexta-feira
264841;sexta-feira
264842;segunda-feira
264843;sexta-feira
264845;sexta-feira
264847;sexta-feira
264848;sexta-feira
264849;sexta-feira
264850;sexta-feira
264851;sexta-feira
264852;sexta-feira
264853;sexta-feira
264854;sexta-feira
264855;sexta-feira
264856;sexta-feira
264857;sexta-feira
264858;sexta-feira
264860;sexta-feira
264862;sexta-feira
264863;sexta-feira
264865;sexta-feira
264866;sexta-feira
264867;sexta-feira
264868;sexta-feira
264869;sexta-feira
264870;sexta-feira
264871;sexta-feira
264872;sexta-feira
264873;sexta-feira
264874;sexta-feira
264875;sexta-feira
264877;sexta-feira
264878;sexta-feira
264880;sexta-feira
264882;sexta-feira
264883;sexta-feira
264884;sexta-feira
264885;sexta-feira
264887;sexta-feira
264888;sexta-feira
264889;sexta-feira
264890;sexta-feira
264891;sexta-feira
264892;sexta-feira
264893;sexta-feira
264894;sexta-feira
264895;sexta-feira
264896;sexta-feira
264897;sexta-feira
264898;sexta-feira
264899;sexta-feira
264900;sexta-feira
264901;sexta-feira
264902;sexta-feira
264903;sexta-feira
264904;sexta-feira
264905;sexta-feira
264906;sexta-feira
264907;sexta-feira
264908;sexta-feira
264909;sexta-feira
264910;sábado
264912;sexta-feira
264913;sábado
264915;sexta-feira
264916;sexta-feira
264917;sábado
264919;sexta-feira
264920;sexta-feira
264921;sexta-feira
264922;sábado
264923;sábado
264924;sábado
264926;sábado
264927;sábado
264928;sábado
264929;sábado
264930;sábado
264931;sábado
264932;sábado
264933;sábado
264934;sábado
264935;sábado
264936;sábado
264946;sábado
264947;sábado
264948;sábado
264949;sábado
264951;sábado
264952;sábado
264953;sábado
264955;sábado
264956;sábado
264957;sábado
264959;sábado
264961;sábado
264962;sábado
264963;sábado
264964;sábado
