f_acidente;d_horario
328316;15:10:00
328317;17:45:00
328318;13:40:00
328319;13:30:00
328320;19:00:00
328321;18:00:00
328322;18:10:00
328323;17:20:00
328324;17:15:00
328325;17:30:00
328327;17:10:00
328328;16:15:00
328329;18:30:00
328330;17:45:00
328331;15:50:00
328333;09:30:00
328334;18:00:00
328335;17:30:00
328336;17:35:00
328337;18:40:00
328338;18:30:00
328339;19:00:00
328340;19:10:00
328341;19:00:00
328342;16:00:00
328343;15:20:00
328344;18:45:00
328345;19:10:00
328346;13:30:00
328348;18:37:00
328349;07:00:00
328351;19:15:00
328352;19:30:00
328353;20:00:00
328354;17:30:00
328355;19:30:00
328356;17:50:00
328357;19:00:00
328358;19:00:00
328359;20:30:00
328360;20:30:00
328362;21:00:00
328363;20:40:00
328364;07:00:00
328365;14:47:00
328367;18:00:00
328368;20:00:00
328369;21:40:00
328371;20:50:00
328372;14:55:00
328373;21:00:00
328374;20:30:00
328375;17:15:00
328376;23:00:00
328378;23:10:00
328380;22:35:00
328381;22:15:00
328382;23:20:00
328384;23:18:00
328385;19:05:00
328386;00:30:00
328387;06:30:00
328388;19:30:00
328389;19:15:00
328390;00:20:00
328391;02:00:00
328392;01:10:00
328393;01:40:00
328395;02:00:00
328396;04:30:00
328397;03:30:00
328398;02:35:00
328399;19:30:00
328400;06:15:00
328401;20:00:00
328402;05:12:00
328403;07:00:00
328404;17:02:00
328405;07:30:00
328406;07:20:00
328407;20:00:00
328409;04:30:00
328410;05:20:00
328411;06:45:00
328412;07:40:00
328413;07:40:00
328414;07:40:00
328415;07:45:00
328417;02:50:00
328419;08:05:00
328420;07:30:00
328421;15:25:00
328422;07:00:00
328423;07:30:00
328424;08:30:00
328425;08:45:00
328426;07:02:00
328427;08:00:00
328428;08:10:00
328429;08:00:00
328430;07:10:00
328431;05:30:00
328432;23:45:00
328434;19:45:00
328435;08:25:00
328436;09:45:00
328437;10:20:00
328438;09:40:00
328439;09:30:00
328440;08:40:00
328441;14:50:00
328442;13:27:00
328443;09:50:00
328444;08:35:00
328445;00:20:00
328446;10:50:00
328447;09:50:00
328448;07:00:00
328449;09:00:00
328450;12:20:00
328451;10:50:00
328452;11:05:00
328453;10:55:00
328454;11:00:00
328455;08:19:00
328456;08:30:00
328457;11:40:00
328458;11:45:00
328459;10:35:00
328460;11:10:00
328461;12:20:00
328462;12:00:00
328463;09:10:00
328464;11:50:00
328465;10:00:00
328466;13:00:00
328467;12:30:00
328471;08:20:00
328472;12:30:00
328473;12:10:00
328475;13:20:00
328476;10:45:00
328478;12:50:00
328479;12:30:00
328480;13:50:00
328482;13:21:00
328483;11:50:00
328484;14:20:00
328485;14:05:00
328486;13:50:00
328487;14:30:00
328488;10:00:00
328489;13:00:00
328490;14:00:00
328491;16:25:00
328492;13:45:00
328493;12:00:00
328494;15:00:00
328495;01:50:00
328496;14:30:00
328497;14:15:00
328498;15:10:00
328499;13:45:00
328500;13:40:00
328501;14:55:00
328502;15:30:00
328503;15:40:00
328506;15:00:00
328507;13:10:00
328509;03:00:00
328510;16:10:00
328511;15:00:00
328512;17:00:00
328513;14:25:00
328514;16:30:00
328515;17:07:00
328516;16:40:00
328517;17:20:00
328518;17:10:00
328519;17:00:00
328520;17:40:00
328521;16:40:00
328523;16:32:00
328524;18:00:00
328525;18:15:00
328527;18:00:00
328528;10:50:00
328529;17:20:00
328531;17:40:00
328532;17:20:00
328533;17:35:00
328534;19:00:00
328535;18:02:00
328536;19:25:00
328537;18:10:00
328538;06:00:00
328539;17:20:00
328540;20:00:00
328542;20:10:00
328543;20:05:00
328544;19:25:00
328545;19:20:00
328546;20:10:00
328547;21:50:00
328548;20:30:00
328549;18:00:00
328550;19:59:00
328552;20:05:00
328554;20:45:00
328555;20:45:00
328556;18:30:00
328557;21:50:00
328558;21:10:00
328559;21:00:00
328561;14:00:00
328562;19:30:00
328563;12:06:00
328564;20:00:00
328565;22:28:00
328566;08:50:00
328567;22:30:00
328568;21:45:00
328569;23:35:00
328570;21:00:00
328571;22:10:00
328572;19:20:00
328573;00:26:00
328574;00:00:00
328575;00:05:00
328576;18:30:00
328577;02:00:00
328578;01:30:00
328580;02:45:00
328581;22:15:00
328582;03:25:00
328584;03:10:00
328585;20:30:00
328586;03:25:00
328587;05:05:00
328588;05:10:00
328589;05:30:00
328590;06:00:00
328591;16:40:00
328592;04:25:00
328593;05:20:00
328594;05:30:00
328595;04:40:00
328596;06:55:00
328597;06:40:00
328598;02:00:00
328599;06:10:00
328600;07:10:00
328601;07:15:00
328602;03:55:00
328603;05:50:00
328604;05:50:00
328605;07:15:00
328606;10:00:00
328608;07:35:00
328609;08:00:00
328610;07:25:00
328611;08:15:00
328612;07:50:00
328613;08:10:00
328614;08:20:00
328617;21:50:00
328618;06:30:00
328620;07:45:00
328622;08:45:00
328623;07:30:00
328624;08:30:00
328625;08:20:00
328627;09:30:00
328628;04:00:00
328629;08:25:00
328630;08:45:00
328631;08:15:00
328632;09:50:00
328633;08:40:00
328635;07:30:00
328636;10:56:00
328637;08:10:00
328638;04:00:00
328639;10:00:00
328640;10:15:00
328641;10:00:00
328642;09:30:00
328643;09:31:00
328644;09:05:00
328645;10:00:00
328646;09:50:00
328647;04:40:00
328648;10:23:00
328649;18:45:00
328650;10:03:00
328651;09:40:00
328653;11:30:00
328654;10:20:00
328655;11:05:00
328656;06:10:00
328657;11:40:00
328658;11:50:00
328661;10:50:00
328662;12:20:00
328663;12:10:00
328664;11:45:00
328665;12:35:00
328666;13:30:00
328667;11:35:00
328668;13:39:00
328669;08:25:00
328670;13:05:00
328671;13:10:00
328672;12:00:00
328673;12:20:00
328674;14:05:00
328675;13:00:00
328676;12:42:00
328677;14:25:00
328678;14:40:00
328679;13:15:00
328680;14:45:00
328681;14:15:00
328682;14:30:00
328683;12:50:00
328684;14:20:00
328685;11:40:00
328686;15:00:00
328688;15:30:00
328689;15:55:00
328690;15:50:00
328692;09:50:00
328693;15:00:00
328694;14:00:00
328695;15:10:00
328696;16:00:00
328697;16:50:00
328698;15:35:00
328699;14:58:00
328700;16:22:00
328701;16:30:00
328702;16:20:00
328703;16:50:00
328704;11:50:00
328705;17:00:00
328706;16:50:00
328708;13:30:00
328709;17:00:00
328710;17:25:00
328712;16:40:00
328713;14:15:00
328714;17:30:00
328715;08:15:00
328717;18:20:00
328718;18:16:00
328719;18:00:00
328720;18:15:00
328721;17:30:00
328723;18:15:00
328724;15:40:00
328725;17:10:00
328726;19:00:00
328727;10:10:00
328728;19:00:00
328729;16:40:00
328730;18:00:00
328731;19:00:00
328734;19:00:00
328736;15:23:00
328737;14:10:00
328739;20:12:00
328740;20:00:00
328741;19:30:00
328742;20:05:00
328743;20:10:00
328744;18:40:00
328745;19:30:00
328747;11:20:00
328748;18:40:00
328749;20:40:00
328750;20:10:00
328751;20:25:00
328754;21:10:00
328755;16:15:00
328757;20:30:00
328758;11:05:00
328759;21:40:00
328760;18:50:00
328761;20:00:00
328762;19:40:00
328763;17:50:00
328764;22:15:00
328766;22:00:00
328767;22:10:00
328768;21:15:00
328769;20:00:00
328770;21:35:00
328771;15:10:00
328772;20:50:00
328773;22:50:00
328774;00:00:00
328775;21:00:00
328776;23:45:00
328777;23:45:00
328778;22:10:00
328779;00:30:00
328781;14:30:00
328782;01:00:00
328783;00:00:00
328784;01:00:00
328785;23:35:00
328786;00:50:00
328787;01:15:00
328788;01:00:00
328789;21:00:00
328790;02:10:00
328791;02:00:00
328792;02:40:00
328793;02:20:00
328794;01:50:00
328795;03:05:00
328796;03:20:00
328797;02:20:00
328798;02:00:00
328799;03:50:00
328800;04:40:00
328801;03:20:00
328802;03:10:00
328803;01:00:00
328804;04:25:00
328805;04:30:00
328806;04:55:00
328807;05:00:00
328808;05:00:00
328809;04:30:00
328811;06:00:00
328812;06:00:00
328813;05:20:00
328817;02:45:00
328819;04:40:00
328820;06:30:00
328821;04:30:00
328822;21:00:00
328823;06:05:00
328824;07:00:00
328825;06:30:00
328826;07:40:00
328827;04:40:00
328829;06:50:00
328830;07:40:00
328831;20:50:00
328832;04:30:00
328833;08:09:00
328834;02:00:00
328836;23:00:00
328837;06:15:00
328838;07:30:00
328839;18:00:00
328841;07:55:00
328842;07:31:00
328843;08:00:00
328844;13:00:00
328845;05:00:00
328846;02:20:00
328847;16:00:00
328849;07:15:00
328850;07:35:00
328851;06:45:00
328852;09:00:00
328853;08:50:00
328854;08:00:00
328855;09:15:00
328856;09:20:00
328857;09:35:00
328859;09:25:00
328860;08:00:00
328861;09:30:00
328862;06:30:00
328863;07:00:00
328864;09:00:00
328865;07:30:00
328866;07:16:00
328867;09:40:00
328868;07:55:00
328869;08:35:00
328870;09:55:00
328871;08:30:00
328872;09:40:00
328873;06:00:00
328874;10:10:00
328875;07:30:00
328876;10:25:00
328877;10:40:00
328878;10:10:00
328880;21:55:00
328882;10:15:00
328883;10:20:00
328884;10:30:00
328885;07:00:00
328886;08:30:00
328887;11:00:00
328888;11:35:00
328889;11:35:00
328890;11:30:00
328891;11:35:00
328892;12:00:00
328893;11:30:00
328895;10:30:00
328896;11:00:00
328897;12:30:00
328898;10:00:00
328900;13:20:00
328901;09:20:00
328902;13:30:00
328903;13:30:00
328904;05:40:00
328905;12:30:00
328906;13:10:00
328909;12:00:00
328910;10:40:00
328913;13:20:00
328914;13:15:00
328915;14:30:00
328916;13:00:00
328917;13:00:00
328919;14:10:00
328920;14:40:00
328921;13:30:00
328923;14:40:00
328924;14:50:00
328925;14:00:00
328926;15:15:00
328927;14:40:00
328928;14:55:00
328929;15:10:00
328930;13:34:00
328931;14:33:00
328932;15:50:00
328933;14:00:00
328934;16:08:00
328936;16:00:00
328937;14:30:00
328938;15:20:00
328939;15:30:00
328940;15:00:00
328941;15:30:00
328942;15:45:00
328943;15:00:00
328944;16:40:00
328945;16:50:00
328946;15:50:00
328947;12:00:00
328948;08:18:00
328949;16:24:00
328950;17:10:00
328951;16:30:00
328952;17:20:00
328953;17:00:00
328954;17:20:00
328955;16:35:00
328956;15:40:00
328958;11:00:00
328959;17:20:00
328960;17:35:00
328961;15:15:00
328962;17:20:00
328963;16:30:00
328964;17:15:00
328965;14:35:00
328966;17:05:00
328967;14:40:00
328968;16:15:00
328969;16:40:00
328970;18:25:00
328971;17:20:00
328972;18:30:00
328973;17:08:00
328975;17:50:00
328976;18:20:00
328977;19:00:00
328978;19:00:00
328979;15:46:00
328980;18:50:00
328981;17:40:00
328982;18:30:00
328983;18:30:00
328984;19:15:00
328985;18:00:00
328986;19:10:00
328987;17:50:00
328988;19:20:00
328989;17:25:00
328990;19:00:00
328991;19:40:00
328992;19:15:00
328993;18:55:00
328994;19:52:00
328995;19:28:00
328996;19:40:00
328997;16:30:00
328998;19:00:00
328999;16:45:00
329000;18:45:00
329001;19:40:00
329002;20:20:00
329003;19:25:00
329005;19:00:00
329006;19:30:00
329007;19:30:00
329008;16:20:00
329010;15:30:00
329012;18:00:00
329013;19:00:00
329014;14:30:00
329015;17:00:00
329016;18:25:00
329017;17:00:00
329018;20:40:00
329019;20:28:00
329020;17:30:00
329021;21:10:00
329022;20:30:00
329023;18:30:00
329025;19:50:00
329026;17:50:00
329027;20:40:00
329028;16:30:00
329029;17:30:00
329030;20:10:00
329031;21:35:00
329032;21:15:00
329033;17:30:00
329034;21:00:00
329037;22:04:00
329038;21:30:00
329039;19:15:00
329040;20:30:00
329041;16:50:00
329042;20:30:00
329045;21:00:00
329046;21:00:00
329047;21:50:00
329048;21:50:00
329049;15:45:00
329050;22:40:00
329051;21:50:00
329053;21:40:00
329054;21:40:00
329055;21:40:00
329056;22:20:00
329057;22:30:00
329058;09:30:00
329059;23:00:00
329060;19:45:00
329061;23:00:00
329062;19:16:00
329063;17:30:00
329065;22:20:00
329066;22:40:00
329067;21:40:00
329068;23:00:00
329069;23:45:00
329071;23:30:00
329072;00:00:00
329073;23:00:00
329074;22:30:00
329076;22:10:00
329077;21:45:00
329078;22:15:00
329080;23:00:00
329081;23:10:00
329082;00:10:00
329083;00:20:00
329084;01:15:00
329085;20:30:00
329086;20:00:00
329087;01:00:00
329088;00:30:00
329090;23:40:00
329091;22:40:00
329093;01:20:00
329094;00:20:00
329095;02:00:00
329096;01:40:00
329097;01:10:00
329098;21:15:00
329099;00:50:00
329100;23:40:00
329101;01:55:00
329102;23:00:00
329103;20:30:00
329104;02:40:00
329105;02:55:00
329106;02:30:00
329107;01:05:00
329108;01:30:00
329109;03:05:00
329110;03:30:00
329111;00:20:00
329114;03:30:00
329115;03:00:00
329116;04:00:00
329118;02:45:00
329119;03:30:00
329120;03:40:00
329121;04:00:00
329122;04:12:00
329123;05:30:00
329124;01:05:00
329125;05:17:00
329126;05:00:00
329127;05:15:00
329128;05:20:00
329129;05:08:00
329130;05:40:00
329131;04:10:00
329133;04:30:00
329134;05:30:00
329135;05:00:00
329136;22:40:00
329137;08:50:00
329138;02:00:00
329139;06:15:00
329141;05:10:00
329142;06:00:00
329143;06:20:00
329144;03:15:00
329145;06:40:00
329146;06:25:00
329147;05:25:00
329148;05:50:00
329149;05:40:00
329150;05:00:00
329154;04:30:00
329155;06:45:00
329156;07:35:00
329157;07:20:00
329158;07:55:00
329159;01:10:00
329160;07:40:00
329161;07:45:00
329162;08:45:00
329163;18:30:00
329164;22:10:00
329165;08:00:00
329166;05:10:00
329167;06:30:00
329168;08:45:00
329169;03:30:00
329170;23:30:00
329172;07:50:00
329173;09:00:00
329174;09:00:00
329176;08:00:00
329177;08:50:00
329178;08:30:00
329179;09:30:00
329180;09:00:00
329181;07:15:00
329182;10:00:00
329183;23:30:00
329184;09:35:00
329185;05:30:00
329186;09:50:00
329187;09:30:00
329188;10:30:00
329190;08:05:00
329193;07:10:00
329194;10:10:00
329195;08:00:00
329196;08:30:00
329197;10:30:00
329198;10:30:00
329199;09:20:00
329200;10:30:00
329201;11:25:00
329202;11:20:00
329203;08:00:00
329204;12:00:00
329205;11:00:00
329206;11:00:00
329207;10:05:00
329208;11:15:00
329209;12:20:00
329210;12:20:00
329212;12:30:00
329213;13:15:00
329214;10:30:00
329215;11:50:00
329216;07:40:00
329217;13:30:00
329218;13:50:00
329219;13:45:00
329220;12:20:00
329223;12:10:00
329224;12:20:00
329225;13:00:00
329226;14:30:00
329227;09:10:00
329228;00:10:00
329229;13:10:00
329230;14:15:00
329231;07:00:00
329232;14:10:00
329233;14:15:00
329234;15:00:00
329235;15:00:00
329237;15:00:00
329238;04:30:00
329239;14:15:00
329240;14:40:00
329241;15:10:00
329242;14:50:00
329243;15:20:00
329244;15:50:00
329245;15:50:00
329246;15:30:00
329247;11:25:00
329248;15:30:00
329249;12:35:00
329250;15:20:00
329252;15:10:00
329254;15:30:00
329255;16:15:00
329256;17:00:00
329257;15:50:00
329258;16:00:00
329259;15:00:00
329260;16:50:00
329261;13:45:00
329262;15:05:00
329263;12:00:00
329264;17:00:00
329266;14:20:00
329267;16:15:00
329268;12:45:00
329269;16:00:00
329270;16:50:00
329271;11:45:00
329272;18:00:00
329273;07:00:00
329274;10:00:00
329275;18:00:00
329276;17:25:00
329279;18:00:00
329280;17:57:00
329281;18:30:00
329282;17:55:00
329283;18:40:00
329284;17:00:00
329285;15:30:00
329286;18:30:00
329287;18:20:00
329289;18:40:00
329290;18:30:00
329291;17:30:00
329292;17:30:00
329293;16:30:00
329295;10:00:00
329297;14:00:00
329298;19:15:00
329299;18:30:00
329300;16:00:00
329301;19:00:00
329302;19:45:00
329303;19:00:00
329304;18:35:00
329306;16:30:00
329307;19:30:00
329308;19:30:00
329309;18:40:00
329310;12:30:00
329312;15:50:00
329313;19:00:00
329314;19:00:00
329315;18:55:00
329316;18:20:00
329317;20:00:00
329318;17:40:00
329319;20:10:00
329320;18:05:00
329322;20:40:00
329323;14:55:00
329324;20:10:00
329325;19:20:00
329326;20:45:00
329327;15:40:00
329328;20:00:00
329329;20:35:00
329330;21:00:00
329331;20:35:00
329332;21:15:00
329333;21:25:00
329334;16:00:00
329335;20:30:00
329336;20:55:00
329337;21:50:00
329338;19:30:00
329339;22:30:00
329340;16:00:00
329341;21:35:00
329342;04:15:00
329343;20:30:00
329344;19:00:00
329345;21:10:00
329346;22:00:00
329348;20:33:00
329349;16:30:00
329350;22:45:00
329351;20:30:00
329352;22:30:00
329353;22:00:00
329354;22:30:00
329355;22:30:00
329356;22:20:00
329357;23:00:00
329358;22:50:00
329359;12:00:00
329360;17:00:00
329361;22:30:00
329362;23:00:00
329363;17:30:00
329364;23:00:00
329365;22:00:00
329366;22:22:00
329368;21:50:00
329369;22:00:00
329370;01:15:00
329371;15:39:00
329373;01:30:00
329374;00:50:00
329375;23:30:00
329376;00:09:00
329377;22:50:00
329378;00:40:00
329379;20:15:00
329381;01:00:00
329382;12:00:00
329383;01:10:00
329384;01:55:00
329385;03:50:00
329386;03:30:00
329387;04:20:00
329388;04:00:00
329389;04:30:00
329390;16:00:00
329391;04:40:00
329392;04:40:00
329393;05:00:00
329394;04:15:00
329395;03:00:00
329396;03:35:00
329397;05:30:00
329398;23:00:00
329399;04:40:00
329400;05:30:00
329401;04:40:00
329402;05:45:00
329403;06:30:00
329404;04:50:00
329405;06:30:00
329407;06:05:00
329408;00:15:00
329409;06:05:00
329410;05:00:00
329411;02:10:00
329412;07:02:00
329413;06:50:00
329415;07:00:00
329416;07:15:00
329417;06:50:00
329418;05:50:00
329419;07:30:00
329420;18:30:00
329421;07:00:00
329422;07:45:00
329424;19:40:00
329425;07:00:00
329426;15:30:00
329427;07:40:00
329428;07:40:00
329429;07:50:00
329431;08:15:00
329432;17:50:00
329433;07:15:00
329434;16:05:00
329435;08:09:00
329436;00:30:00
329437;08:00:00
329438;07:17:00
329439;08:10:00
329440;21:00:00
329441;08:35:00
329442;08:55:00
329443;09:00:00
329444;07:45:00
329445;09:22:00
329446;09:20:00
329447;08:30:00
329448;08:20:00
329449;09:00:00
329450;08:50:00
329451;08:50:00
329452;08:25:00
329454;09:00:00
329455;09:30:00
329456;10:10:00
329457;06:58:00
329458;07:50:00
329459;07:50:00
329460;10:20:00
329461;09:25:00
329462;10:10:00
329463;10:30:00
329464;08:45:00
329465;14:35:00
329467;11:30:00
329468;11:15:00
329469;09:30:00
329470;12:05:00
329471;11:55:00
329472;18:50:00
329473;07:30:00
329474;11:20:00
329475;11:00:00
329476;10:30:00
329477;13:55:00
329478;11:15:00
329479;12:40:00
329480;12:40:00
329481;11:20:00
329483;13:00:00
329484;13:00:00
329486;12:45:00
329487;12:30:00
329488;12:10:00
329489;13:30:00
329490;13:00:00
329491;13:50:00
329492;14:00:00
329493;14:00:00
329495;14:25:00
329496;09:10:00
329497;14:30:00
329498;14:00:00
329501;12:22:00
329502;13:23:00
329503;14:15:00
329504;14:35:00
329505;14:00:00
329506;15:15:00
329507;15:26:00
329508;15:30:00
329509;15:35:00
329510;15:20:00
329512;15:50:00
329513;15:50:00
329514;15:30:00
329516;15:30:00
329517;15:50:00
329518;15:45:00
329519;01:00:00
329520;12:15:00
329521;14:10:00
329522;16:10:00
329523;15:57:00
329524;15:50:00
329525;14:24:00
329526;15:50:00
329527;12:00:00
329528;16:05:00
329529;11:20:00
329530;17:10:00
329531;16:55:00
329532;04:20:00
329533;16:45:00
329534;16:40:00
329535;16:40:00
329537;16:50:00
329538;16:55:00
329539;17:32:00
329540;16:00:00
329541;17:30:00
329542;17:05:00
329546;17:10:00
329549;15:30:00
329553;18:05:00
329554;18:20:00
329555;18:30:00
329556;18:10:00
329557;13:02:00
329558;18:40:00
329559;17:15:00
329560;14:30:00
329561;19:00:00
329562;20:00:00
329563;13:00:00
329564;19:15:00
329565;19:30:00
329566;15:45:00
329567;17:35:00
329568;19:00:00
329569;17:00:00
329570;19:15:00
329571;19:30:00
329572;19:30:00
329573;18:00:00
329574;20:00:00
329575;21:00:00
329576;19:35:00
329578;19:30:00
329579;20:50:00
329580;19:50:00
329581;14:00:00
329582;19:40:00
329583;10:20:00
329584;21:00:00
329586;18:10:00
329587;22:05:00
329589;20:20:00
329590;21:50:00
329591;10:00:00
329593;21:15:00
329595;18:35:00
329596;22:00:00
329597;22:15:00
329598;22:40:00
329599;21:00:00
329600;23:30:00
329601;23:25:00
329602;23:45:00
329603;23:30:00
329604;18:04:00
329605;23:40:00
329606;00:30:00
329608;22:10:00
329609;23:10:00
329610;23:20:00
329611;23:05:00
329612;02:50:00
329614;02:40:00
329615;04:30:00
329616;05:37:00
329617;04:30:00
329618;06:00:00
329619;05:00:00
329620;06:30:00
329621;18:10:00
329622;06:10:00
329623;05:40:00
329624;21:30:00
329626;06:45:00
329627;20:30:00
329628;05:30:00
329629;06:30:00
329631;07:00:00
329632;07:30:00
329633;06:50:00
329634;07:00:00
329636;01:00:00
329637;07:40:00
329638;07:05:00
329639;07:30:00
329640;07:34:00
329641;08:00:00
329642;07:10:00
329643;07:25:00
329645;07:05:00
329647;06:10:00
329648;19:30:00
329651;07:50:00
329652;08:10:00
329654;08:53:00
329655;07:45:00
329656;08:00:00
329658;09:00:00
329659;06:30:00
329660;06:00:00
329661;09:00:00
329662;09:00:00
329663;07:45:00
329664;09:20:00
329665;11:30:00
329666;08:10:00
329668;10:15:00
329669;10:00:00
329670;10:25:00
329671;10:15:00
329672;09:00:00
329673;21:40:00
329674;11:20:00
329675;10:50:00
329676;11:20:00
329677;11:05:00
329678;11:00:00
329679;18:45:00
329680;10:45:00
329681;11:40:00
329682;23:00:00
329683;11:10:00
329687;12:05:00
329688;11:40:00
329690;02:00:00
329691;12:00:00
329693;12:00:00
329694;06:30:00
329696;13:15:00
329697;12:30:00
329700;13:30:00
329701;07:40:00
329702;08:00:00
329703;13:10:00
329704;13:00:00
329706;06:20:00
329707;13:45:00
329708;07:45:00
329709;12:00:00
329710;12:15:00
329711;13:50:00
329712;14:25:00
329713;13:40:00
329714;14:00:00
329715;14:15:00
329716;14:00:00
329717;13:00:00
329718;14:50:00
329719;00:10:00
329720;15:30:00
329721;21:00:00
329722;08:05:00
329723;15:15:00
329724;15:00:00
329725;08:50:00
329726;15:15:00
329727;14:00:00
329728;14:20:00
329729;13:00:00
329730;15:50:00
329731;15:55:00
329732;16:30:00
329733;16:30:00
329734;15:30:00
329735;15:10:00
329736;13:50:00
329737;17:20:00
329738;16:20:00
329739;16:50:00
329740;07:25:00
329741;15:00:00
329743;16:30:00
329744;16:10:00
329745;17:20:00
329746;18:45:00
329747;11:50:00
329748;17:00:00
329749;15:30:00
329750;15:50:00
329751;17:40:00
329752;16:44:00
329753;18:00:00
329754;17:40:00
329755;15:20:00
329756;18:20:00
329757;18:00:00
329759;11:10:00
329762;18:50:00
329763;18:15:00
329764;17:30:00
329765;16:00:00
329766;18:14:00
329767;18:45:00
329768;18:30:00
329769;18:50:00
329770;19:20:00
329771;18:20:00
329772;19:25:00
329773;19:30:00
329774;18:20:00
329776;18:50:00
329777;13:50:00
329778;19:45:00
329779;14:30:00
329780;19:35:00
329781;20:00:00
329784;18:30:00
329785;18:45:00
329787;18:58:00
329788;10:05:00
329789;21:43:00
329792;20:40:00
329793;20:40:00
329794;17:15:00
329796;21:00:00
329797;20:50:00
329798;18:30:00
329799;21:20:00
329800;17:45:00
329801;18:50:00
329804;20:30:00
329805;17:05:00
329806;21:35:00
329807;19:40:00
329808;21:15:00
329809;22:00:00
329810;20:52:00
329811;21:41:00
329812;21:30:00
329814;22:15:00
329815;22:20:00
329816;20:12:00
329817;19:45:00
329818;15:20:00
329819;22:00:00
329820;18:30:00
329821;22:30:00
329822;20:30:00
329823;23:45:00
329824;21:30:00
329825;22:50:00
329826;22:50:00
329827;23:00:00
329828;11:40:00
329829;23:45:00
329830;18:20:00
329831;22:15:00
329832;00:35:00
329834;23:10:00
329835;22:15:00
329837;02:40:00
329838;01:20:00
329839;02:05:00
329840;23:20:00
329841;03:00:00
329842;04:10:00
329844;01:10:00
329845;04:00:00
329846;05:05:00
329847;05:00:00
329848;23:30:00
329849;05:10:00
329850;01:00:00
329851;04:15:00
329852;06:10:00
329853;06:40:00
329854;06:00:00
329855;05:30:00
329856;05:30:00
329857;06:00:00
329858;02:50:00
329859;05:00:00
329862;06:20:00
329863;07:10:00
329864;07:05:00
329865;06:00:00
329866;07:10:00
329867;06:32:00
329868;05:50:00
329869;06:20:00
329870;07:50:00
329871;07:45:00
329874;05:20:00
329875;08:20:00
329876;07:20:00
329877;06:40:00
329878;06:30:00
329879;08:15:00
329880;06:20:00
329882;07:45:00
329883;00:30:00
329884;07:20:00
329885;08:20:00
329886;08:50:00
329887;06:45:00
329890;08:15:00
329891;09:00:00
329893;15:00:00
329894;07:00:00
329896;08:30:00
329897;09:30:00
329898;07:30:00
329900;09:35:00
329902;09:00:00
329903;09:30:00
329904;09:10:00
329905;12:25:00
329906;00:30:00
329907;09:20:00
329908;21:30:00
329909;14:00:00
329910;08:00:00
329911;10:45:00
329912;09:00:00
329913;10:57:00
329914;09:30:00
329915;10:20:00
329916;09:43:00
329917;10:05:00
329919;09:40:00
329920;11:35:00
329921;08:15:00
329922;11:00:00
329923;11:30:00
329924;10:20:00
329925;12:20:00
329927;12:20:00
329928;11:55:00
329929;12:15:00
329930;12:00:00
329931;12:30:00
329932;12:20:00
329933;12:00:00
329934;10:00:00
329935;12:35:00
329936;11:40:00
329937;07:00:00
329938;13:00:00
329939;10:00:00
329940;11:35:00
329941;11:30:00
329942;06:00:00
329943;13:05:00
329944;10:30:00
329945;13:30:00
329946;13:00:00
329947;14:10:00
329948;14:00:00
329949;14:10:00
329950;11:37:00
329951;16:10:00
329952;14:15:00
329953;14:38:00
329954;13:10:00
329955;09:10:00
329956;14:10:00
329957;17:40:00
329958;13:30:00
329959;14:20:00
329962;13:55:00
329964;15:30:00
329965;13:20:00
329966;13:45:00
329967;06:10:00
329968;14:55:00
329969;15:30:00
329970;14:23:00
329972;12:00:00
329973;14:30:00
329974;15:40:00
329975;15:45:00
329976;16:25:00
329977;15:30:00
329978;16:30:00
329979;16:00:00
329980;16:10:00
329981;12:45:00
329982;14:28:00
329983;11:20:00
329984;10:30:00
329985;16:15:00
329986;16:48:00
329987;17:05:00
329988;16:25:00
329989;16:45:00
329990;17:20:00
329991;17:15:00
329992;16:10:00
329993;16:50:00
329994;17:20:00
329996;17:30:00
329997;17:30:00
329998;21:50:00
329999;17:45:00
330000;17:50:00
330001;12:40:00
330002;16:00:00
330003;16:40:00
330004;17:00:00
330005;16:00:00
330006;16:00:00
330007;18:40:00
330008;18:40:00
330009;14:25:00
330011;17:55:00
330012;18:50:00
330013;14:00:00
330014;18:20:00
330015;17:30:00
330016;17:50:00
330017;15:35:00
330018;17:40:00
330019;17:45:00
330020;18:35:00
330021;13:30:00
330022;19:10:00
330024;18:30:00
330025;19:10:00
330026;18:00:00
330027;16:50:00
330028;19:40:00
330029;20:00:00
330030;19:40:00
330031;20:20:00
330033;20:20:00
330034;20:10:00
330035;20:30:00
330036;20:45:00
330037;20:00:00
330038;13:00:00
330039;19:15:00
330040;17:00:00
330041;16:20:00
330042;18:30:00
330043;21:25:00
330044;19:30:00
330045;20:15:00
330046;20:00:00
330047;21:15:00
330048;20:55:00
330049;22:05:00
330050;21:45:00
330051;20:30:00
330052;22:00:00
330053;19:30:00
330054;21:00:00
330055;15:30:00
330056;21:00:00
330057;18:00:00
330059;22:30:00
330060;19:55:00
330061;22:05:00
330062;20:30:00
330063;19:40:00
330064;22:35:00
330066;16:30:00
330068;21:40:00
330069;23:00:00
330070;09:00:00
330071;21:10:00
330072;21:25:00
330073;22:00:00
330074;22:20:00
330075;22:10:00
330076;18:45:00
330077;22:40:00
330078;20:15:00
330079;20:40:00
330081;21:20:00
330082;23:45:00
330083;22:40:00
330084;19:30:00
330085;22:30:00
330086;00:05:00
330087;00:40:00
330088;00:30:00
