f_acidente;d_fasedia
385440;Pleno dia
385441;Pleno dia
385443;Pleno dia
385445;Pleno dia
385448;Pleno dia
385450;Pleno dia
385451;Pleno dia
385452;Anoitecer
385453;Pleno dia
385454;Pleno dia
385455;Pleno dia
385456;Pleno dia
385457;Amanhecer
385458;Pleno dia
385459;Pleno dia
385460;Pleno dia
385461;Pleno dia
385462;Pleno dia
385463;Pleno dia
385464;Anoitecer
385465;Pleno dia
385466;Anoitecer
385467;Pleno dia
385468;Pleno dia
385469;Anoitecer
385470;Pleno dia
385471;Anoitecer
385472;Pleno dia
385473;Plena Noite
385474;Pleno dia
385475;Plena Noite
385476;Anoitecer
385477;Pleno dia
385478;Plena Noite
385479;Anoitecer
385480;Plena Noite
385481;Plena Noite
385482;Plena Noite
385485;Anoitecer
385486;Plena Noite
385487;Plena Noite
385488;Anoitecer
385489;Pleno dia
385490;Pleno dia
385491;Plena Noite
385492;Plena Noite
385493;Plena Noite
385494;Plena Noite
385495;Plena Noite
385497;Plena Noite
385498;Plena Noite
385499;Plena Noite
385500;Plena Noite
385502;Plena Noite
385503;Plena Noite
385504;Plena Noite
385505;Plena Noite
385506;Plena Noite
385507;Anoitecer
385508;Plena Noite
385509;Plena Noite
385510;Plena Noite
385511;Plena Noite
385512;Plena Noite
385513;Plena Noite
385514;Plena Noite
385515;Plena Noite
385517;Plena Noite
385519;Plena Noite
385521;Plena Noite
385522;Anoitecer
385523;Plena Noite
385524;Pleno dia
385525;Anoitecer
385526;Plena Noite
385527;Plena Noite
385528;Plena Noite
385529;Pleno dia
385530;Plena Noite
385531;Plena Noite
385533;Pleno dia
385534;Plena Noite
385535;Plena Noite
385537;Plena Noite
385538;Plena Noite
385539;Plena Noite
385540;Plena Noite
385541;Plena Noite
385542;Plena Noite
385543;Plena Noite
385544;Plena Noite
385545;Plena Noite
385547;Plena Noite
385548;Plena Noite
385549;Plena Noite
385550;Plena Noite
385552;Plena Noite
385553;Plena Noite
385554;Plena Noite
385555;Plena Noite
385556;Plena Noite
385557;Plena Noite
385558;Plena Noite
385559;Plena Noite
385560;Plena Noite
385561;Plena Noite
385562;Plena Noite
385563;Pleno dia
385564;Plena Noite
385565;Plena Noite
385566;Plena Noite
385567;Plena Noite
385568;Plena Noite
385569;Amanhecer
385570;Plena Noite
385571;Plena Noite
385572;Plena Noite
385573;Pleno dia
385574;Plena Noite
385575;Plena Noite
385576;Plena Noite
385577;Plena Noite
385578;Pleno dia
385579;Amanhecer
385580;Pleno dia
385583;Plena Noite
385584;Amanhecer
385585;Plena Noite
385586;Pleno dia
385587;Amanhecer
385588;Amanhecer
385589;Amanhecer
385590;Amanhecer
385591;Amanhecer
385592;Plena Noite
385593;Amanhecer
385594;Pleno dia
385595;Pleno dia
385598;Pleno dia
385599;Pleno dia
385600;Pleno dia
385602;Pleno dia
385603;Pleno dia
385604;Plena Noite
385605;Plena Noite
385606;Amanhecer
385607;Pleno dia
385608;Pleno dia
385609;Pleno dia
385611;Pleno dia
385612;Pleno dia
385613;Pleno dia
385614;Plena Noite
385615;Pleno dia
385616;Pleno dia
385617;Pleno dia
385618;Pleno dia
385619;Pleno dia
385620;Pleno dia
385621;Pleno dia
385622;Pleno dia
385623;Pleno dia
385624;Pleno dia
385625;Pleno dia
385626;Pleno dia
385627;Pleno dia
385629;Pleno dia
385630;Pleno dia
385631;Pleno dia
385632;Pleno dia
385633;Pleno dia
385634;Pleno dia
385636;Pleno dia
385637;Pleno dia
385638;Pleno dia
385639;Pleno dia
385640;Pleno dia
385641;Pleno dia
385642;Pleno dia
385643;Pleno dia
385644;Pleno dia
385645;Pleno dia
385646;Pleno dia
385647;Pleno dia
385648;Pleno dia
385649;Pleno dia
385650;Pleno dia
385651;Pleno dia
385652;Plena Noite
385655;Pleno dia
385656;Pleno dia
385657;Pleno dia
385658;Pleno dia
385659;Pleno dia
385661;Pleno dia
385662;Anoitecer
385664;Pleno dia
385665;Pleno dia
385666;Pleno dia
385667;Pleno dia
385668;Pleno dia
385669;Pleno dia
385670;Pleno dia
385671;Pleno dia
385672;Pleno dia
385673;Pleno dia
385674;Pleno dia
385675;Pleno dia
385676;Pleno dia
385677;Pleno dia
385678;Pleno dia
385679;Pleno dia
385680;Pleno dia
385681;Pleno dia
385682;Pleno dia
385683;Pleno dia
385684;Pleno dia
385685;Anoitecer
385686;Pleno dia
385687;Pleno dia
385688;Pleno dia
385692;Anoitecer
385693;Pleno dia
385694;Pleno dia
385695;Pleno dia
385696;Plena Noite
385697;Pleno dia
385698;Anoitecer
385699;Anoitecer
385700;Pleno dia
385701;Pleno dia
385702;Plena Noite
385703;Pleno dia
385704;Plena Noite
385705;Anoitecer
385706;Plena Noite
385707;Plena Noite
385709;Anoitecer
385710;Anoitecer
385711;Plena Noite
385714;Plena Noite
385715;Plena Noite
385716;Plena Noite
385717;Pleno dia
385718;Plena Noite
385719;Plena Noite
385721;Pleno dia
385722;Plena Noite
385723;Pleno dia
385724;Pleno dia
385725;Plena Noite
385726;Plena Noite
385727;Anoitecer
385728;Plena Noite
385729;Plena Noite
385730;Plena Noite
385731;Plena Noite
385732;Anoitecer
385733;Pleno dia
385734;Plena Noite
385735;Plena Noite
385736;Pleno dia
385737;Plena Noite
385738;Plena Noite
385739;Plena Noite
385740;Plena Noite
385742;Pleno dia
385743;Plena Noite
385744;Plena Noite
385745;Plena Noite
385746;Plena Noite
385747;Plena Noite
385748;Plena Noite
385749;Plena Noite
385750;Plena Noite
385751;Plena Noite
385752;Plena Noite
385753;Anoitecer
385754;Pleno dia
385755;Plena Noite
385756;Plena Noite
385757;Plena Noite
385758;Plena Noite
385760;Plena Noite
385761;Plena Noite
385762;Plena Noite
385763;Plena Noite
385764;Plena Noite
385765;Plena Noite
385766;Plena Noite
385767;Plena Noite
385768;Plena Noite
385769;Plena Noite
385770;Plena Noite
385771;Plena Noite
385772;Plena Noite
385773;Plena Noite
385775;Plena Noite
385776;Plena Noite
385777;Plena Noite
385778;Plena Noite
385779;Plena Noite
385780;Plena Noite
385782;Plena Noite
385783;Plena Noite
385784;Plena Noite
385785;Plena Noite
385786;Plena Noite
385787;Plena Noite
385788;Plena Noite
385789;Plena Noite
385790;Plena Noite
385792;Plena Noite
385793;Plena Noite
385794;Plena Noite
385795;Plena Noite
385796;Plena Noite
385797;Amanhecer
385798;Amanhecer
385799;Plena Noite
385800;Plena Noite
385801;Plena Noite
385802;Plena Noite
385803;Plena Noite
385805;Plena Noite
385806;Amanhecer
385807;Plena Noite
385808;Amanhecer
385809;Pleno dia
385811;Pleno dia
385812;Pleno dia
385813;Pleno dia
385814;Pleno dia
385815;Amanhecer
385816;Amanhecer
385817;Plena Noite
385818;Plena Noite
385819;Amanhecer
385820;Pleno dia
385821;Pleno dia
385822;Pleno dia
385823;Pleno dia
385824;Pleno dia
385825;Amanhecer
385826;Pleno dia
385827;Pleno dia
385828;Pleno dia
385829;Pleno dia
385831;Pleno dia
385832;Pleno dia
385833;Pleno dia
385835;Pleno dia
385836;Amanhecer
385837;Pleno dia
385838;Plena Noite
385839;Pleno dia
385840;Pleno dia
385841;Pleno dia
385842;Pleno dia
385843;Pleno dia
385844;Amanhecer
385845;Pleno dia
385846;Plena Noite
385847;Pleno dia
385848;Plena Noite
385849;Amanhecer
385850;Anoitecer
385851;Pleno dia
385852;Pleno dia
385853;Pleno dia
385854;Pleno dia
385856;Pleno dia
385857;Pleno dia
385858;Pleno dia
385859;Amanhecer
385860;Pleno dia
385861;Pleno dia
385862;Pleno dia
385863;Pleno dia
385864;Pleno dia
385865;Pleno dia
385866;Pleno dia
385867;Pleno dia
385868;Pleno dia
385869;Pleno dia
385870;Pleno dia
385871;Pleno dia
385872;Pleno dia
385873;Pleno dia
385874;Pleno dia
385875;Pleno dia
385877;Pleno dia
385878;Pleno dia
385879;Pleno dia
385880;Pleno dia
385881;Pleno dia
385882;Pleno dia
385883;Pleno dia
385884;Pleno dia
385885;Pleno dia
385886;Pleno dia
385887;Pleno dia
385888;Pleno dia
385889;Pleno dia
385890;Pleno dia
385891;Pleno dia
385892;Pleno dia
385893;Pleno dia
385895;Pleno dia
385896;Pleno dia
385897;Pleno dia
385898;Pleno dia
385899;Pleno dia
385900;Pleno dia
385901;Pleno dia
385902;Pleno dia
385903;Pleno dia
385904;Pleno dia
385907;Pleno dia
385908;Pleno dia
385910;Pleno dia
385911;Pleno dia
385912;Plena Noite
385914;Pleno dia
385915;Pleno dia
385916;Pleno dia
385917;Anoitecer
385920;Pleno dia
385921;Pleno dia
385922;Pleno dia
385923;Pleno dia
385924;Anoitecer
385925;Plena Noite
385926;Anoitecer
385927;Pleno dia
385928;Plena Noite
385929;Plena Noite
385930;Pleno dia
385931;Plena Noite
385932;Pleno dia
385934;Anoitecer
385935;Anoitecer
385936;Anoitecer
385937;Pleno dia
385938;Plena Noite
385940;Plena Noite
385941;Anoitecer
385942;Anoitecer
385943;Pleno dia
385944;Plena Noite
385945;Plena Noite
385946;Plena Noite
385947;Anoitecer
385948;Plena Noite
385950;Plena Noite
385951;Plena Noite
385952;Anoitecer
385953;Plena Noite
385954;Anoitecer
385955;Plena Noite
385956;Plena Noite
385957;Anoitecer
385958;Plena Noite
385959;Plena Noite
385960;Pleno dia
385961;Plena Noite
385962;Pleno dia
385963;Plena Noite
385964;Pleno dia
385965;Anoitecer
385968;Plena Noite
385969;Plena Noite
385970;Anoitecer
385971;Plena Noite
385972;Plena Noite
385973;Plena Noite
385974;Plena Noite
385975;Plena Noite
385976;Anoitecer
385977;Plena Noite
385978;Plena Noite
385979;Plena Noite
385980;Pleno dia
385981;Anoitecer
385982;Plena Noite
385984;Pleno dia
385985;Plena Noite
385986;Plena Noite
385987;Pleno dia
385988;Plena Noite
385989;Plena Noite
385990;Plena Noite
385991;Plena Noite
385992;Plena Noite
385993;Plena Noite
385994;Plena Noite
385995;Plena Noite
385996;Plena Noite
385997;Plena Noite
386000;Plena Noite
386001;Plena Noite
386002;Plena Noite
386003;Plena Noite
386004;Plena Noite
386005;Plena Noite
386006;Anoitecer
386007;Plena Noite
386008;Anoitecer
386009;Plena Noite
386010;Plena Noite
386011;Plena Noite
386012;Plena Noite
386014;Plena Noite
386015;Plena Noite
386016;Plena Noite
386017;Anoitecer
386018;Plena Noite
386019;Pleno dia
386020;Pleno dia
386021;Plena Noite
386022;Plena Noite
386023;Plena Noite
386024;Plena Noite
386025;Plena Noite
386026;Plena Noite
386027;Plena Noite
386029;Plena Noite
386031;Plena Noite
386032;Pleno dia
386033;Plena Noite
386034;Plena Noite
386035;Pleno dia
386036;Amanhecer
386037;Plena Noite
386038;Amanhecer
386039;Plena Noite
386040;Plena Noite
386043;Pleno dia
386044;Pleno dia
386045;Plena Noite
386046;Plena Noite
386047;Amanhecer
386049;Amanhecer
386050;Pleno dia
386051;Plena Noite
386052;Amanhecer
386053;Pleno dia
386054;Pleno dia
386055;Pleno dia
386056;Pleno dia
386057;Pleno dia
386058;Pleno dia
386059;Pleno dia
386060;Pleno dia
386061;Pleno dia
386062;Plena Noite
386064;Pleno dia
386065;Pleno dia
386066;Pleno dia
386067;Pleno dia
386068;Pleno dia
386069;Pleno dia
386070;Pleno dia
386071;Pleno dia
386072;Pleno dia
386073;Pleno dia
386074;Pleno dia
386075;Pleno dia
386076;Pleno dia
386077;Pleno dia
386078;Pleno dia
386079;Plena Noite
386080;Pleno dia
386081;Pleno dia
386083;Pleno dia
386084;Pleno dia
386087;Pleno dia
386088;Pleno dia
386089;Plena Noite
386090;Pleno dia
386091;Pleno dia
386092;Pleno dia
386093;Pleno dia
386094;Pleno dia
386095;Pleno dia
386096;Pleno dia
386097;Pleno dia
386098;Pleno dia
386099;Pleno dia
386100;Pleno dia
386101;Pleno dia
386102;Plena Noite
386103;Pleno dia
386105;Pleno dia
386106;Pleno dia
386107;Pleno dia
386108;Pleno dia
386109;Pleno dia
386110;Pleno dia
386111;Pleno dia
386112;Pleno dia
386113;Pleno dia
386114;Pleno dia
386115;Pleno dia
386116;Plena Noite
386117;Pleno dia
386118;Pleno dia
386119;Pleno dia
386120;Pleno dia
386121;Pleno dia
386122;Pleno dia
386123;Pleno dia
386124;Pleno dia
386125;Pleno dia
386126;Amanhecer
386127;Pleno dia
386128;Pleno dia
386129;Plena Noite
386130;Pleno dia
386131;Pleno dia
386132;Pleno dia
386133;Pleno dia
386134;Pleno dia
386135;Pleno dia
386136;Pleno dia
386137;Pleno dia
386139;Pleno dia
386140;Pleno dia
386141;Pleno dia
386142;Pleno dia
386143;Pleno dia
386144;Pleno dia
386145;Pleno dia
386146;Pleno dia
386147;Pleno dia
386148;Pleno dia
386149;Anoitecer
386150;Pleno dia
386151;Pleno dia
386152;Plena Noite
386153;Pleno dia
386154;Pleno dia
386155;Pleno dia
386156;Pleno dia
386157;Pleno dia
386158;Anoitecer
386159;Pleno dia
386160;Pleno dia
386161;Pleno dia
386162;Pleno dia
386163;Anoitecer
386164;Anoitecer
386165;Anoitecer
386166;Anoitecer
386167;Plena Noite
386168;Anoitecer
386169;Anoitecer
386170;Pleno dia
386171;Pleno dia
386172;Plena Noite
386173;Pleno dia
386174;Pleno dia
386175;Plena Noite
386176;Pleno dia
386178;Plena Noite
386179;Plena Noite
386180;Plena Noite
386181;Pleno dia
386182;Anoitecer
386183;Anoitecer
386185;Pleno dia
386186;Plena Noite
386187;Plena Noite
386188;Pleno dia
386190;Pleno dia
386191;Pleno dia
386192;Pleno dia
386193;Plena Noite
386194;Pleno dia
386195;Anoitecer
386197;Plena Noite
386198;Plena Noite
386199;Pleno dia
386200;Plena Noite
386203;Plena Noite
386205;Plena Noite
386206;Plena Noite
386207;Plena Noite
386208;Plena Noite
386209;Plena Noite
386210;Plena Noite
386211;Plena Noite
386213;Plena Noite
386214;Plena Noite
386215;Plena Noite
386216;Plena Noite
386217;Plena Noite
386218;Plena Noite
386219;Pleno dia
386222;Plena Noite
386223;Plena Noite
386224;Plena Noite
386225;Amanhecer
386226;Plena Noite
386227;Pleno dia
386228;Plena Noite
386229;Plena Noite
386230;Pleno dia
386231;Pleno dia
386232;Pleno dia
386233;Pleno dia
386234;Pleno dia
386236;Pleno dia
386237;Pleno dia
386238;Pleno dia
386239;Pleno dia
386240;Pleno dia
386241;Pleno dia
386242;Pleno dia
386243;Pleno dia
386246;Pleno dia
386247;Pleno dia
386248;Pleno dia
386249;Amanhecer
386250;Plena Noite
386251;Pleno dia
386252;Pleno dia
386253;Pleno dia
386254;Pleno dia
386255;Pleno dia
386256;Pleno dia
386257;Pleno dia
386258;Pleno dia
386260;Pleno dia
386261;Pleno dia
386262;Pleno dia
386263;Pleno dia
386264;Pleno dia
386265;Pleno dia
386266;Pleno dia
386267;Pleno dia
386268;Pleno dia
386272;Pleno dia
386273;Pleno dia
386274;Pleno dia
386275;Pleno dia
386276;Pleno dia
386277;Pleno dia
386278;Pleno dia
386279;Pleno dia
386280;Pleno dia
386281;Pleno dia
386282;Pleno dia
386283;Pleno dia
386284;Amanhecer
386285;Pleno dia
386286;Pleno dia
386287;Pleno dia
386288;Plena Noite
386289;Pleno dia
386290;Pleno dia
386291;Pleno dia
386292;Pleno dia
386293;Pleno dia
386294;Pleno dia
386295;Pleno dia
386296;Pleno dia
386297;Pleno dia
386298;Pleno dia
386299;Plena Noite
386300;Pleno dia
386303;Pleno dia
386304;Pleno dia
386317;Pleno dia
386318;Pleno dia
386319;Pleno dia
386320;Plena Noite
386321;Pleno dia
386322;Pleno dia
386324;Pleno dia
386325;Pleno dia
386326;Pleno dia
386327;Amanhecer
386328;Pleno dia
386329;Pleno dia
386330;Pleno dia
386331;Pleno dia
386332;Pleno dia
386333;Anoitecer
386334;Pleno dia
386335;Plena Noite
386336;Plena Noite
386337;Anoitecer
386338;Plena Noite
386339;Anoitecer
386340;Plena Noite
386341;Anoitecer
386342;Anoitecer
386343;Plena Noite
386344;Plena Noite
386345;Plena Noite
386347;Pleno dia
386348;Plena Noite
386349;Plena Noite
386350;Anoitecer
386351;Plena Noite
386354;Plena Noite
386355;Pleno dia
386356;Plena Noite
386357;Plena Noite
386358;Plena Noite
386359;Plena Noite
386360;Plena Noite
386361;Plena Noite
386362;Plena Noite
386364;Plena Noite
386365;Plena Noite
386366;Pleno dia
386368;Pleno dia
386369;Plena Noite
386370;Plena Noite
386371;Plena Noite
386372;Plena Noite
386373;Plena Noite
386374;Plena Noite
386375;Plena Noite
386376;Plena Noite
386377;Plena Noite
386378;Plena Noite
386379;Plena Noite
386380;Plena Noite
386381;Plena Noite
386382;Plena Noite
386383;Plena Noite
386384;Plena Noite
386385;Pleno dia
386386;Pleno dia
386387;Pleno dia
386388;Pleno dia
386389;Pleno dia
386390;Pleno dia
386391;Pleno dia
386392;Pleno dia
386393;Pleno dia
386394;Pleno dia
386395;Pleno dia
386396;Plena Noite
386397;Pleno dia
386399;Pleno dia
386400;Pleno dia
386401;Plena Noite
386402;Pleno dia
386403;Pleno dia
386404;Pleno dia
386405;Pleno dia
386406;Pleno dia
386407;Pleno dia
386408;Amanhecer
386409;Pleno dia
386410;Pleno dia
386412;Pleno dia
386413;Pleno dia
386414;Pleno dia
386415;Pleno dia
386416;Pleno dia
386417;Pleno dia
386418;Pleno dia
386419;Pleno dia
386420;Amanhecer
386421;Pleno dia
386422;Pleno dia
386423;Pleno dia
386424;Pleno dia
386425;Pleno dia
386426;Pleno dia
386428;Plena Noite
386429;Anoitecer
386430;Pleno dia
386431;Pleno dia
386432;Pleno dia
386433;Pleno dia
386434;Pleno dia
386436;Pleno dia
386437;Pleno dia
386438;Pleno dia
386439;Pleno dia
386440;Pleno dia
386441;Pleno dia
386442;Pleno dia
386443;Pleno dia
386444;Pleno dia
386445;Pleno dia
386446;Pleno dia
386447;Pleno dia
386448;Pleno dia
386449;Pleno dia
386450;Pleno dia
386452;Pleno dia
386453;Pleno dia
386455;Plena Noite
386456;Pleno dia
386457;Pleno dia
386458;Pleno dia
386459;Pleno dia
386460;Pleno dia
386461;Pleno dia
386462;Pleno dia
386463;Plena Noite
386464;Pleno dia
386465;Pleno dia
386466;Pleno dia
386467;Pleno dia
386468;Pleno dia
386470;Pleno dia
386471;Pleno dia
386472;Pleno dia
386473;Pleno dia
386474;Pleno dia
386475;Pleno dia
386476;Pleno dia
386477;Pleno dia
386478;Pleno dia
386479;Pleno dia
386480;Pleno dia
386481;Pleno dia
386482;Pleno dia
386483;Pleno dia
386484;Pleno dia
386485;Pleno dia
386486;Pleno dia
386487;Anoitecer
386489;Pleno dia
386490;Pleno dia
386491;Pleno dia
386492;Pleno dia
386493;Pleno dia
386494;Pleno dia
386495;Plena Noite
386496;Anoitecer
386498;Plena Noite
386499;Plena Noite
386500;Anoitecer
386501;Anoitecer
386502;Anoitecer
386503;Plena Noite
386504;Anoitecer
386505;Plena Noite
386506;Anoitecer
386507;Plena Noite
386508;Plena Noite
386509;Pleno dia
386511;Pleno dia
386512;Plena Noite
386513;Plena Noite
386514;Pleno dia
386516;Plena Noite
386517;Anoitecer
386518;Plena Noite
386519;Plena Noite
386520;Plena Noite
386521;Pleno dia
386524;Plena Noite
386526;Plena Noite
386527;Pleno dia
386528;Plena Noite
386529;Plena Noite
386531;Plena Noite
386533;Plena Noite
386535;Plena Noite
386536;Plena Noite
386537;Plena Noite
386538;Plena Noite
386539;Plena Noite
386540;Plena Noite
386541;Plena Noite
386542;Plena Noite
386543;Plena Noite
386544;Plena Noite
386545;Plena Noite
386546;Plena Noite
386547;Plena Noite
386548;Plena Noite
386549;Plena Noite
386550;Plena Noite
386551;Plena Noite
386552;Plena Noite
386553;Plena Noite
386554;Plena Noite
386555;Plena Noite
386556;Plena Noite
386557;Plena Noite
386558;Plena Noite
386560;Amanhecer
386561;Amanhecer
386562;Plena Noite
386564;Plena Noite
386565;Amanhecer
386566;Amanhecer
386567;Amanhecer
386568;Amanhecer
386569;Pleno dia
386570;Pleno dia
386571;Amanhecer
386572;Pleno dia
386573;Plena Noite
386574;Amanhecer
386575;Plena Noite
386576;Amanhecer
386577;Pleno dia
386578;Pleno dia
386579;Plena Noite
386580;Pleno dia
386581;Plena Noite
386582;Pleno dia
386583;Amanhecer
386584;Pleno dia
386585;Amanhecer
386586;Pleno dia
386587;Pleno dia
386588;Pleno dia
386589;Pleno dia
386590;Pleno dia
386591;Plena Noite
386592;Amanhecer
386593;Pleno dia
386594;Pleno dia
386595;Pleno dia
386596;Pleno dia
386597;Plena Noite
386598;Pleno dia
386599;Pleno dia
386600;Pleno dia
386601;Pleno dia
386602;Pleno dia
386603;Pleno dia
386604;Pleno dia
386605;Pleno dia
386606;Pleno dia
386607;Pleno dia
386608;Pleno dia
386609;Plena Noite
386611;Amanhecer
386612;Pleno dia
386613;Anoitecer
386615;Pleno dia
386616;Pleno dia
386617;Pleno dia
386618;Pleno dia
386619;Pleno dia
386620;Pleno dia
386621;Pleno dia
386622;Pleno dia
386624;Pleno dia
386625;Pleno dia
386626;Anoitecer
386627;Pleno dia
386628;Pleno dia
386630;Pleno dia
386631;Pleno dia
386632;Pleno dia
386633;Pleno dia
386634;Pleno dia
386635;Pleno dia
386636;Amanhecer
386637;Pleno dia
386638;Pleno dia
386639;Pleno dia
386640;Pleno dia
386641;Pleno dia
386642;Pleno dia
386645;Pleno dia
386646;Pleno dia
386647;Pleno dia
386648;Pleno dia
386649;Pleno dia
386650;Pleno dia
386651;Pleno dia
386652;Plena Noite
386654;Pleno dia
386655;Pleno dia
386656;Pleno dia
386658;Pleno dia
386662;Pleno dia
386663;Pleno dia
386664;Pleno dia
386665;Pleno dia
386666;Pleno dia
386667;Pleno dia
386668;Pleno dia
386669;Pleno dia
386670;Anoitecer
386671;Pleno dia
386672;Pleno dia
386673;Pleno dia
386674;Pleno dia
386676;Pleno dia
386677;Pleno dia
386678;Pleno dia
386680;Plena Noite
386681;Pleno dia
386682;Pleno dia
386683;Pleno dia
386684;Anoitecer
386686;Anoitecer
386687;Anoitecer
386688;Anoitecer
386689;Pleno dia
386690;Pleno dia
386691;Plena Noite
386692;Plena Noite
386693;Anoitecer
386694;Anoitecer
386695;Anoitecer
386696;Plena Noite
386697;Pleno dia
386698;Pleno dia
386699;Plena Noite
386700;Pleno dia
386702;Plena Noite
386703;Plena Noite
386704;Plena Noite
386705;Plena Noite
386706;Plena Noite
386707;Pleno dia
386708;Plena Noite
386709;Pleno dia
386710;Plena Noite
386711;Plena Noite
386712;Plena Noite
386713;Pleno dia
386714;Plena Noite
386715;Pleno dia
386716;Plena Noite
386718;Anoitecer
386719;Plena Noite
386720;Plena Noite
386721;Plena Noite
386722;Pleno dia
386723;Plena Noite
386724;Plena Noite
386725;Plena Noite
386727;Plena Noite
386728;Plena Noite
386729;Plena Noite
386730;Plena Noite
386731;Plena Noite
386732;Plena Noite
386733;Plena Noite
386734;Plena Noite
386735;Plena Noite
386736;Plena Noite
386737;Plena Noite
386738;Plena Noite
386739;Plena Noite
386740;Plena Noite
386741;Plena Noite
386744;Plena Noite
386745;Plena Noite
386746;Pleno dia
386747;Plena Noite
386748;Plena Noite
386749;Amanhecer
386750;Plena Noite
386752;Plena Noite
386753;Plena Noite
386754;Amanhecer
386755;Amanhecer
386756;Plena Noite
386757;Pleno dia
386758;Amanhecer
386759;Pleno dia
386760;Pleno dia
386761;Amanhecer
386762;Plena Noite
386763;Amanhecer
386764;Pleno dia
386765;Pleno dia
386766;Plena Noite
386767;Amanhecer
386768;Pleno dia
386769;Pleno dia
386770;Plena Noite
386771;Plena Noite
386772;Pleno dia
386773;Pleno dia
386774;Pleno dia
386775;Pleno dia
386776;Pleno dia
386777;Amanhecer
386778;Pleno dia
386779;Plena Noite
386781;Pleno dia
386783;Pleno dia
386784;Plena Noite
386785;Pleno dia
386786;Amanhecer
386787;Pleno dia
386788;Pleno dia
386789;Pleno dia
386790;Plena Noite
386791;Pleno dia
386792;Pleno dia
386793;Amanhecer
386794;Pleno dia
386795;Pleno dia
386796;Pleno dia
386797;Pleno dia
386798;Pleno dia
386799;Pleno dia
386800;Pleno dia
386801;Pleno dia
386802;Plena Noite
386803;Pleno dia
386804;Pleno dia
386805;Plena Noite
386806;Pleno dia
386807;Pleno dia
386808;Amanhecer
386810;Pleno dia
386811;Pleno dia
386812;Pleno dia
386813;Pleno dia
386814;Pleno dia
386815;Pleno dia
386816;Pleno dia
386818;Pleno dia
386819;Pleno dia
386821;Pleno dia
386822;Pleno dia
386823;Pleno dia
386824;Pleno dia
386825;Pleno dia
386826;Pleno dia
386827;Pleno dia
386828;Pleno dia
386829;Pleno dia
386830;Pleno dia
386832;Pleno dia
386833;Pleno dia
386834;Pleno dia
386835;Pleno dia
386836;Pleno dia
386837;Plena Noite
386838;Pleno dia
386839;Pleno dia
386840;Pleno dia
386841;Pleno dia
386842;Pleno dia
386843;Pleno dia
386844;Pleno dia
386845;Pleno dia
386846;Pleno dia
386847;Pleno dia
386848;Pleno dia
386849;Pleno dia
386850;Pleno dia
386851;Pleno dia
386852;Pleno dia
386853;Pleno dia
386854;Plena Noite
386855;Pleno dia
386856;Pleno dia
386857;Pleno dia
386858;Pleno dia
386859;Pleno dia
386860;Plena Noite
386861;Pleno dia
386862;Pleno dia
386863;Pleno dia
386864;Pleno dia
386865;Pleno dia
386866;Pleno dia
386867;Pleno dia
386868;Pleno dia
386869;Pleno dia
386871;Pleno dia
386872;Pleno dia
386873;Pleno dia
386874;Pleno dia
386875;Pleno dia
386876;Pleno dia
386877;Anoitecer
386878;Anoitecer
386879;Pleno dia
386880;Pleno dia
386882;Pleno dia
386883;Pleno dia
386884;Pleno dia
386886;Pleno dia
386887;Anoitecer
386888;Pleno dia
386889;Pleno dia
386890;Pleno dia
386891;Pleno dia
386892;Pleno dia
386893;Anoitecer
386894;Pleno dia
386895;Pleno dia
386897;Pleno dia
386898;Pleno dia
386899;Pleno dia
386900;Anoitecer
386901;Pleno dia
386902;Pleno dia
386904;Anoitecer
386905;Anoitecer
386906;Pleno dia
386907;Pleno dia
386908;Anoitecer
386909;Anoitecer
386910;Anoitecer
386911;Anoitecer
386912;Plena Noite
386913;Pleno dia
386914;Anoitecer
386915;Anoitecer
386916;Pleno dia
386917;Pleno dia
386918;Plena Noite
386919;Plena Noite
386920;Pleno dia
386921;Plena Noite
386922;Anoitecer
386923;Plena Noite
386924;Anoitecer
386925;Plena Noite
386926;Plena Noite
386927;Plena Noite
386928;Pleno dia
386929;Anoitecer
386930;Pleno dia
386931;Pleno dia
386932;Plena Noite
386933;Plena Noite
386935;Anoitecer
386936;Plena Noite
386937;Plena Noite
386938;Plena Noite
386939;Plena Noite
386940;Pleno dia
386941;Pleno dia
386942;Plena Noite
386943;Anoitecer
386944;Pleno dia
386945;Plena Noite
386946;Plena Noite
386947;Pleno dia
386948;Plena Noite
386949;Plena Noite
386950;Plena Noite
386951;Amanhecer
386952;Plena Noite
386953;Plena Noite
386954;Plena Noite
386955;Plena Noite
386956;Plena Noite
386957;Plena Noite
386958;Plena Noite
386959;Plena Noite
386960;Pleno dia
386961;Plena Noite
386962;Plena Noite
386963;Pleno dia
386964;Pleno dia
386965;Anoitecer
386966;Plena Noite
386967;Plena Noite
386968;Plena Noite
386969;Plena Noite
386970;Plena Noite
386971;Plena Noite
386972;Plena Noite
386973;Plena Noite
386974;Plena Noite
386975;Plena Noite
386976;Plena Noite
386977;Plena Noite
386978;Plena Noite
386979;Plena Noite
386980;Pleno dia
386981;Plena Noite
386982;Plena Noite
386983;Plena Noite
386984;Plena Noite
386985;Plena Noite
386986;Plena Noite
386988;Plena Noite
386989;Plena Noite
386990;Plena Noite
386991;Plena Noite
386992;Pleno dia
386993;Plena Noite
386994;Plena Noite
386995;Plena Noite
386996;Plena Noite
386997;Plena Noite
386998;Plena Noite
386999;Plena Noite
